"gene_name","ZT02A","ZT04A","ZT06A","ZT08A","ZT10A","ZT12A","ZT14A","ZT16A","ZT18A","ZT20A","ZT22A","ZT24A"
"GQ602_000001",0.386745603658365,-0.162095726509528,-0.589640172812836,-0.362248884467807,-1.09011966562614,-1.28512408221309,-0.729368176582408,-0.251141207860305,-0.194167370176611,2.02676836695098,0.78411145064148,1.4662798649979
"GQ602_000002",-1.23611106073338,0.0167525386840488,-1.42324662925375,-1.282410348856,0.548728997149643,-0.206728951810398,-0.0521388929885806,0.553515330725521,-0.0971965467059973,2.04160139190224,0.971338625684676,0.165895546201995
"GQ602_000003",0.819732484280386,0.65925279256681,0.38968479553851,0.603415581187407,-0.0415637658844862,0.793360580534564,0.0946360567924231,0.306199733191261,0.0567781645481238,-2.76932580774609,0.0707828847987562,-0.982953499807626
"GQ602_000004",1.00985573596874,0.706500753023837,-0.68644035441323,-0.768380364101015,-0.352433089135457,0.527952617904743,-0.388477419560665,-1.5121628148244,0.53750132381303,1.57332014405348,0.817706334232012,-1.46494286696111
"GQ602_000005",-0.780131046839819,-0.498055539522418,-0.56525513417236,-0.83762186420033,1.34996049883209,2.26926980132641,0.46427087465688,0.433494803776894,-0.324813994033202,-1.05010979923443,0.234398549535571,-0.695407150125302
"GQ602_000006",-0.406244747680562,0.781698824091456,0.45653127442829,0.323534414107236,-0.709166300904404,-0.353092793425433,0.981217386370015,1.1393474419874,0.818968601772728,-2.42331991999648,0.0782817877012581,-0.687755968451517
"GQ602_000007",-0.650328656541095,0.911710647827881,0.355646604832292,-0.383648622191307,-1.82069568827325,0.337779156023479,-1.4154787043569,0.395994068182275,0.612584296278505,1.66380343810628,0.60427981057985,-0.611646350467986
"GQ602_000008",-0.691722555453343,-0.55756191039134,-0.0698236206080833,-0.260712775067584,0.424214823448498,2.26012000600036,0.721978417715793,0.596471839713512,0.540437171047219,-1.52365145579622,-0.318228394467281,-1.12152154614157
"GQ602_000009",-1.89022152159018,-0.186355878400749,-0.0194263396184131,0.470977039832006,0.224562981293157,-0.293082235435608,-1.79065131680493,1.03403354498604,-0.0990113678794144,0.925575139970188,0.276252081714122,1.34734787193379
"GQ602_000010",-1.46102209664974,0.207356083028518,0.338050399461476,-0.671056180115209,0.180176112164245,2.14179672677065,-0.83849563427614,-0.51611234784216,-1.21044980839553,0.684712305050582,0.373729842592258,0.77131459821107
