gene,gene_ID_robin,cluster
GQ602_004528,Ophcf2|04528,4
GQ602_004531,Ophcf2|04531,1
GQ602_004537,Ophcf2|04537,3
GQ602_004541,Ophcf2|04541,3
GQ602_004547,Ophcf2|04547,4
GQ602_004548,Ophcf2|04548,4
GQ602_004556,Ophcf2|04556,2
GQ602_004557,Ophcf2|04557,2
GQ602_004558,Ophcf2|04558,2
GQ602_004559,Ophcf2|04559,1
GQ602_004568,Ophcf2|04568,2
GQ602_004569,Ophcf2|04569,1
GQ602_004570,Ophcf2|04570,1
GQ602_004575,Ophcf2|04575,4
GQ602_004576,Ophcf2|04576,4
GQ602_004579,Ophcf2|04579,4
GQ602_004580,Ophcf2|04580,4
GQ602_004581,Ophcf2|04581,2
GQ602_004582,Ophcf2|04582,2
GQ602_004584,Ophcf2|04584,2
GQ602_004586,Ophcf2|04586,1
GQ602_004595,Ophcf2|04595,4
GQ602_004600,Ophcf2|04600,2
GQ602_004601,Ophcf2|04601,2
GQ602_004602,Ophcf2|04602,2
GQ602_004603,Ophcf2|04603,2
GQ602_004611,Ophcf2|04611,3
GQ602_004613,Ophcf2|04613,3
GQ602_004615,Ophcf2|04615,2
GQ602_004625,Ophcf2|04625,1
GQ602_004635,Ophcf2|04635,1
GQ602_004638,Ophcf2|04638,1
GQ602_004642,Ophcf2|04642,3
GQ602_004645,Ophcf2|04645,1
GQ602_004646,Ophcf2|04646,3
GQ602_004648,Ophcf2|04648,3
GQ602_004650,Ophcf2|04650,4
GQ602_004654,Ophcf2|04654,1
GQ602_004656,Ophcf2|04656,4
GQ602_004657,Ophcf2|04657,3
GQ602_004659,Ophcf2|04659,4
GQ602_004663,Ophcf2|04663,4
GQ602_004670,Ophcf2|04670,4
GQ602_004675,Ophcf2|04675,1
GQ602_004677,Ophcf2|04677,4
GQ602_004688,Ophcf2|04688,3
GQ602_004690,Ophcf2|04690,1
GQ602_004694,Ophcf2|04694,1
GQ602_004695,Ophcf2|04695,4
GQ602_004699,Ophcf2|04699,1
GQ602_004700,Ophcf2|04700,2
GQ602_004701,Ophcf2|04701,2
GQ602_004703,Ophcf2|04703,4
GQ602_004706,Ophcf2|04706,2
GQ602_004709,Ophcf2|04709,3
GQ602_004712,Ophcf2|04712,2
GQ602_004713,Ophcf2|04713,3
GQ602_004728,Ophcf2|04728,4
GQ602_004730,Ophcf2|04730,2
GQ602_004737,Ophcf2|04737,3
GQ602_004738,Ophcf2|04738,4
GQ602_004744,Ophcf2|04744,3
GQ602_004750,Ophcf2|04750,2
GQ602_004751,Ophcf2|04751,2
GQ602_004757,Ophcf2|04757,4
GQ602_004758,Ophcf2|04758,4
GQ602_004760,Ophcf2|04760,4
GQ602_004761,Ophcf2|04761,2
GQ602_004762,Ophcf2|04762,4
GQ602_004765,Ophcf2|04765,1
GQ602_004767,Ophcf2|04767,1
GQ602_004770,Ophcf2|04770,1
GQ602_004775,Ophcf2|04775,1
GQ602_004777,Ophcf2|04777,3
GQ602_004786,Ophcf2|04786,1
GQ602_004793,Ophcf2|04793,4
GQ602_004800,Ophcf2|04800,4
GQ602_004801,Ophcf2|04801,2
GQ602_004810,Ophcf2|04810,4
GQ602_004819,Ophcf2|04819,4
GQ602_004826,Ophcf2|04826,1
GQ602_004833,Ophcf2|04833,1
GQ602_004835,Ophcf2|04835,1
GQ602_004838,Ophcf2|04838,3
GQ602_004839,Ophcf2|04839,1
GQ602_004840,Ophcf2|04840,4
GQ602_004844,Ophcf2|04844,3
GQ602_004849,Ophcf2|04849,1
GQ602_004853,Ophcf2|04853,1
GQ602_004854,Ophcf2|04854,3
GQ602_004856,Ophcf2|04856,4
GQ602_004861,Ophcf2|04861,4
GQ602_004865,Ophcf2|04865,1
GQ602_004866,Ophcf2|04866,1
GQ602_004869,Ophcf2|04869,1
GQ602_004878,Ophcf2|04878,1
GQ602_004880,Ophcf2|04880,2
GQ602_004885,Ophcf2|04885,1
GQ602_004886,Ophcf2|04886,1
GQ602_004889,Ophcf2|04889,1
GQ602_004891,Ophcf2|04891,1
GQ602_004892,Ophcf2|04892,4
GQ602_004895,Ophcf2|04895,4
GQ602_004901,Ophcf2|04901,4
GQ602_004904,Ophcf2|04904,4
GQ602_004905,Ophcf2|04905,3
GQ602_004906,Ophcf2|04906,2
GQ602_004908,Ophcf2|04908,2
GQ602_004912,Ophcf2|04912,1
GQ602_004914,Ophcf2|04914,1
GQ602_004919,Ophcf2|04919,1
GQ602_004920,Ophcf2|04920,4
GQ602_004924,Ophcf2|04924,2
GQ602_004926,Ophcf2|04926,2
GQ602_004928,Ophcf2|04928,2
GQ602_004930,Ophcf2|04930,2
GQ602_004931,Ophcf2|04931,1
GQ602_004932,Ophcf2|04932,1
GQ602_004938,Ophcf2|04938,1
GQ602_004942,Ophcf2|04942,2
GQ602_004943,Ophcf2|04943,2
GQ602_004944,Ophcf2|04944,3
GQ602_004947,Ophcf2|04947,1
GQ602_004958,Ophcf2|04958,1
GQ602_004959,Ophcf2|04959,2
GQ602_004962,Ophcf2|04962,1
GQ602_004963,Ophcf2|04963,4
GQ602_004964,Ophcf2|04964,4
GQ602_004970,Ophcf2|04970,2
GQ602_004971,Ophcf2|04971,2
GQ602_004972,Ophcf2|04972,2
GQ602_004973,Ophcf2|04973,1
GQ602_004974,Ophcf2|04974,2
GQ602_004975,Ophcf2|04975,1
GQ602_004978,Ophcf2|04978,2
GQ602_004984,Ophcf2|04984,1
GQ602_004990,Ophcf2|04990,1
GQ602_004995,Ophcf2|04995,1
GQ602_004996,Ophcf2|04996,2
GQ602_004998,Ophcf2|04998,4
GQ602_005004,Ophcf2|05004,4
GQ602_005011,Ophcf2|05011,2
GQ602_005013,Ophcf2|05013,2
GQ602_005014,Ophcf2|05014,1
GQ602_005017,Ophcf2|05017,4
GQ602_005018,Ophcf2|05018,4
GQ602_005019,Ophcf2|05019,4
GQ602_005021,Ophcf2|05021,2
GQ602_005022,Ophcf2|05022,1
GQ602_005023,Ophcf2|05023,1
GQ602_005025,Ophcf2|05025,3
GQ602_005030,Ophcf2|05030,4
GQ602_005031,Ophcf2|05031,4
GQ602_005033,Ophcf2|05033,4
GQ602_005035,Ophcf2|05035,1
GQ602_005037,Ophcf2|05037,1
GQ602_005039,Ophcf2|05039,4
GQ602_005040,Ophcf2|05040,1
GQ602_005044,Ophcf2|05044,4
GQ602_005046,Ophcf2|05046,3
GQ602_005047,Ophcf2|05047,1
GQ602_005049,Ophcf2|05049,3
GQ602_005052,Ophcf2|05052,4
GQ602_005058,Ophcf2|05058,4
GQ602_005060,Ophcf2|05060,4
GQ602_005062,Ophcf2|05062,1
GQ602_005065,Ophcf2|05065,4
GQ602_005076,Ophcf2|05076,4
GQ602_005077,Ophcf2|05077,3
GQ602_005078,Ophcf2|05078,4
GQ602_005080,Ophcf2|05080,4
GQ602_005085,Ophcf2|05085,1
GQ602_005088,Ophcf2|05088,3
GQ602_005089,Ophcf2|05089,4
GQ602_005092,Ophcf2|05092,1
GQ602_005093,Ophcf2|05093,4
GQ602_005094,Ophcf2|05094,1
GQ602_005096,Ophcf2|05096,4
GQ602_005100,Ophcf2|05100,1
GQ602_005104,Ophcf2|05104,1
GQ602_005106,Ophcf2|05106,1
GQ602_005111,Ophcf2|05111,1
GQ602_005119,Ophcf2|05119,1
GQ602_005120,Ophcf2|05120,4
GQ602_005121,Ophcf2|05121,2
GQ602_005122,Ophcf2|05122,4
GQ602_005131,Ophcf2|05131,4
GQ602_005135,Ophcf2|05135,2
GQ602_005139,Ophcf2|05139,2
GQ602_005144,Ophcf2|05144,1
GQ602_005146,Ophcf2|05146,2
GQ602_005150,Ophcf2|05150,1
GQ602_005153,Ophcf2|05153,1
GQ602_005154,Ophcf2|05154,4
GQ602_005159,Ophcf2|05159,3
GQ602_005160,Ophcf2|05160,2
GQ602_005164,Ophcf2|05164,2
GQ602_005166,Ophcf2|05166,3
GQ602_005171,Ophcf2|05171,4
GQ602_005181,Ophcf2|05181,1
GQ602_005192,Ophcf2|05192,2
GQ602_005194,Ophcf2|05194,3
GQ602_005197,Ophcf2|05197,1
GQ602_005198,Ophcf2|05198,1
GQ602_005201,Ophcf2|05201,2
GQ602_005204,Ophcf2|05204,4
GQ602_005206,Ophcf2|05206,3
GQ602_005209,Ophcf2|05209,2
GQ602_005211,Ophcf2|05211,4
GQ602_005213,Ophcf2|05213,4
GQ602_005216,Ophcf2|05216,2
GQ602_005218,Ophcf2|05218,1
GQ602_005220,Ophcf2|05220,3
GQ602_005222,Ophcf2|05222,1
GQ602_005224,Ophcf2|05224,1
GQ602_005226,Ophcf2|05226,1
GQ602_005230,Ophcf2|05230,4
GQ602_005231,Ophcf2|05231,1
GQ602_005236,Ophcf2|05236,2
GQ602_005239,Ophcf2|05239,2
GQ602_005240,Ophcf2|05240,4
GQ602_005250,Ophcf2|05250,4
GQ602_005252,Ophcf2|05252,2
GQ602_005256,Ophcf2|05256,2
GQ602_005257,Ophcf2|05257,4
GQ602_005259,Ophcf2|05259,2
GQ602_005260,Ophcf2|05260,4
GQ602_005261,Ophcf2|05261,4
GQ602_005263,Ophcf2|05263,1
GQ602_005264,Ophcf2|05264,4
GQ602_005267,Ophcf2|05267,2
GQ602_005274,Ophcf2|05274,3
GQ602_005278,Ophcf2|05278,1
GQ602_005282,Ophcf2|05282,1
GQ602_005283,Ophcf2|05283,1
GQ602_005289,Ophcf2|05289,1
GQ602_005298,Ophcf2|05298,4
GQ602_005302,Ophcf2|05302,4
GQ602_005304,Ophcf2|05304,4
GQ602_005306,Ophcf2|05306,1
GQ602_005312,Ophcf2|05312,3
GQ602_005315,Ophcf2|05315,4
GQ602_005316,Ophcf2|05316,3
GQ602_005324,Ophcf2|05324,3
GQ602_005328,Ophcf2|05328,1
GQ602_005333,Ophcf2|05333,2
GQ602_005334,Ophcf2|05334,2
GQ602_005337,Ophcf2|05337,2
GQ602_005338,Ophcf2|05338,2
GQ602_005344,Ophcf2|05344,2
GQ602_005345,Ophcf2|05345,2
GQ602_005347,Ophcf2|05347,4
GQ602_005349,Ophcf2|05349,1
GQ602_005353,Ophcf2|05353,4
GQ602_005357,Ophcf2|05357,1
GQ602_005360,Ophcf2|05360,4
GQ602_005364,Ophcf2|05364,1
GQ602_005365,Ophcf2|05365,1
GQ602_005366,Ophcf2|05366,1
GQ602_005367,Ophcf2|05367,2
GQ602_005375,Ophcf2|05375,1
GQ602_005376,Ophcf2|05376,1
GQ602_005382,Ophcf2|05382,1
GQ602_005388,Ophcf2|05388,4
GQ602_005391,Ophcf2|05391,1
GQ602_005392,Ophcf2|05392,1
GQ602_005396,Ophcf2|05396,4
GQ602_005397,Ophcf2|05397,1
GQ602_005400,Ophcf2|05400,4
GQ602_005405,Ophcf2|05405,1
GQ602_005406,Ophcf2|05406,4
GQ602_005407,Ophcf2|05407,4
GQ602_005409,Ophcf2|05409,1
GQ602_005411,Ophcf2|05411,1
GQ602_005415,Ophcf2|05415,1
GQ602_005422,Ophcf2|05422,4
GQ602_005424,Ophcf2|05424,1
GQ602_005425,Ophcf2|05425,2
GQ602_005427,Ophcf2|05427,3
GQ602_005428,Ophcf2|05428,1
GQ602_005436,Ophcf2|05436,1
GQ602_005447,Ophcf2|05447,1
GQ602_005449,Ophcf2|05449,1
GQ602_005450,Ophcf2|05450,1
GQ602_005451,Ophcf2|05451,4
GQ602_005458,Ophcf2|05458,4
GQ602_005459,Ophcf2|05459,4
GQ602_005467,Ophcf2|05467,2
GQ602_005468,Ophcf2|05468,4
GQ602_005469,Ophcf2|05469,3
GQ602_005470,Ophcf2|05470,4
GQ602_005471,Ophcf2|05471,3
GQ602_005473,Ophcf2|05473,2
GQ602_005476,Ophcf2|05476,1
GQ602_005481,Ophcf2|05481,2
GQ602_005482,Ophcf2|05482,1
GQ602_005485,Ophcf2|05485,2
GQ602_005487,Ophcf2|05487,4
GQ602_005488,Ophcf2|05488,1
GQ602_005499,Ophcf2|05499,1
GQ602_005505,Ophcf2|05505,4
GQ602_005506,Ophcf2|05506,3
GQ602_005510,Ophcf2|05510,2
GQ602_005511,Ophcf2|05511,1
GQ602_005513,Ophcf2|05513,1
GQ602_005514,Ophcf2|05514,2
GQ602_005518,Ophcf2|05518,1
GQ602_005520,Ophcf2|05520,3
GQ602_005530,Ophcf2|05530,1
GQ602_005531,Ophcf2|05531,1
GQ602_005532,Ophcf2|05532,3
GQ602_005534,Ophcf2|05534,2
GQ602_005535,Ophcf2|05535,1
GQ602_005536,Ophcf2|05536,2
GQ602_005537,Ophcf2|05537,4
GQ602_005538,Ophcf2|05538,2
GQ602_005539,Ophcf2|05539,3
GQ602_005548,Ophcf2|05548,1
GQ602_005555,Ophcf2|05555,3
GQ602_005560,Ophcf2|05560,4
GQ602_005563,Ophcf2|05563,1
GQ602_005564,Ophcf2|05564,2
GQ602_005565,Ophcf2|05565,2
GQ602_005567,Ophcf2|05567,4
GQ602_005568,Ophcf2|05568,2
GQ602_005571,Ophcf2|05571,4
GQ602_005574,Ophcf2|05574,1
GQ602_005576,Ophcf2|05576,1
GQ602_005587,Ophcf2|05587,4
GQ602_005590,Ophcf2|05590,2
GQ602_005595,Ophcf2|05595,1
GQ602_005596,Ophcf2|05596,4
GQ602_005601,Ophcf2|05601,4
GQ602_005602,Ophcf2|05602,4
GQ602_005616,Ophcf2|05616,1
GQ602_005621,Ophcf2|05621,2
GQ602_005625,Ophcf2|05625,1
GQ602_005627,Ophcf2|05627,3
GQ602_005631,Ophcf2|05631,4
GQ602_005633,Ophcf2|05633,4
GQ602_005642,Ophcf2|05642,1
GQ602_005650,Ophcf2|05650,1
GQ602_005651,Ophcf2|05651,1
GQ602_005652,Ophcf2|05652,1
GQ602_005657,Ophcf2|05657,1
GQ602_005658,Ophcf2|05658,1
GQ602_005661,Ophcf2|05661,2
GQ602_005671,Ophcf2|05671,1
GQ602_005677,Ophcf2|05677,1
GQ602_005678,Ophcf2|05678,1
GQ602_005679,Ophcf2|05679,1
GQ602_005681,Ophcf2|05681,1
GQ602_005687,Ophcf2|05687,1
GQ602_005688,Ophcf2|05688,4
GQ602_005691,Ophcf2|05691,4
GQ602_005693,Ophcf2|05693,4
GQ602_005694,Ophcf2|05694,4
GQ602_005697,Ophcf2|05697,1
GQ602_005706,Ophcf2|05706,4
GQ602_005708,Ophcf2|05708,2
GQ602_005709,Ophcf2|05709,1
GQ602_005710,Ophcf2|05710,3
GQ602_005715,Ophcf2|05715,1
GQ602_005716,Ophcf2|05716,4
GQ602_005718,Ophcf2|05718,3
GQ602_005719,Ophcf2|05719,3
GQ602_005720,Ophcf2|05720,1
GQ602_005723,Ophcf2|05723,1
GQ602_005724,Ophcf2|05724,4
GQ602_005725,Ophcf2|05725,4
GQ602_005734,Ophcf2|05734,3
GQ602_005736,Ophcf2|05736,2
GQ602_005739,Ophcf2|05739,4
GQ602_005740,Ophcf2|05740,4
GQ602_005747,Ophcf2|05747,4
GQ602_005756,Ophcf2|05756,3
GQ602_005758,Ophcf2|05758,4
GQ602_005760,Ophcf2|05760,4
GQ602_005765,Ophcf2|05765,4
GQ602_005769,Ophcf2|05769,3
GQ602_005774,Ophcf2|05774,2
GQ602_005775,Ophcf2|05775,1
GQ602_005780,Ophcf2|05780,2
GQ602_005782,Ophcf2|05782,3
GQ602_005783,Ophcf2|05783,3
GQ602_005788,Ophcf2|05788,2
GQ602_005789,Ophcf2|05789,1
GQ602_005790,Ophcf2|05790,4
GQ602_005793,Ophcf2|05793,4
GQ602_005795,Ophcf2|05795,4
GQ602_005796,Ophcf2|05796,4
GQ602_005800,Ophcf2|05800,4
GQ602_005801,Ophcf2|05801,3
GQ602_005813,Ophcf2|05813,4
GQ602_005816,Ophcf2|05816,1
GQ602_005822,Ophcf2|05822,3
GQ602_005826,Ophcf2|05826,3
GQ602_005827,Ophcf2|05827,3
GQ602_005828,Ophcf2|05828,1
GQ602_005830,Ophcf2|05830,4
GQ602_005832,Ophcf2|05832,2
GQ602_005838,Ophcf2|05838,2
GQ602_005840,Ophcf2|05840,4
GQ602_005841,Ophcf2|05841,3
GQ602_005847,Ophcf2|05847,4
GQ602_005851,Ophcf2|05851,3
GQ602_005855,Ophcf2|05855,4
GQ602_005857,Ophcf2|05857,3
GQ602_005859,Ophcf2|05859,4
GQ602_005884,Ophcf2|05884,1
GQ602_005886,Ophcf2|05886,2
GQ602_005887,Ophcf2|05887,3
GQ602_005895,Ophcf2|05895,3
GQ602_005896,Ophcf2|05896,3
GQ602_005901,Ophcf2|05901,2
GQ602_005903,Ophcf2|05903,1
GQ602_005907,Ophcf2|05907,1
GQ602_005911,Ophcf2|05911,2
GQ602_005914,Ophcf2|05914,2
GQ602_005915,Ophcf2|05915,2
GQ602_005917,Ophcf2|05917,1
GQ602_005918,Ophcf2|05918,1
GQ602_005919,Ophcf2|05919,4
GQ602_005934,Ophcf2|05934,1
GQ602_005937,Ophcf2|05937,1
GQ602_005938,Ophcf2|05938,1
GQ602_005940,Ophcf2|05940,1
GQ602_005947,Ophcf2|05947,1
GQ602_005955,Ophcf2|05955,2
GQ602_005957,Ophcf2|05957,2
GQ602_005963,Ophcf2|05963,2
GQ602_005965,Ophcf2|05965,4
GQ602_005966,Ophcf2|05966,3
GQ602_005969,Ophcf2|05969,2
GQ602_005970,Ophcf2|05970,2
GQ602_005971,Ophcf2|05971,4
GQ602_005972,Ophcf2|05972,3
GQ602_005974,Ophcf2|05974,2
GQ602_005976,Ophcf2|05976,2
GQ602_005978,Ophcf2|05978,2
GQ602_005984,Ophcf2|05984,4
GQ602_005988,Ophcf2|05988,3
GQ602_005994,Ophcf2|05994,4
GQ602_005995,Ophcf2|05995,2
GQ602_005999,Ophcf2|05999,3
GQ602_006001,Ophcf2|06001,3
GQ602_006009,Ophcf2|06009,4
GQ602_006012,Ophcf2|06012,1
GQ602_006013,Ophcf2|06013,1
GQ602_006016,Ophcf2|06016,1
GQ602_006022,Ophcf2|06022,4
GQ602_006023,Ophcf2|06023,1
GQ602_006024,Ophcf2|06024,2
GQ602_006026,Ophcf2|06026,1
GQ602_006028,Ophcf2|06028,1
GQ602_006034,Ophcf2|06034,4
GQ602_006035,Ophcf2|06035,1
GQ602_006037,Ophcf2|06037,4
GQ602_006038,Ophcf2|06038,4
GQ602_006040,Ophcf2|06040,1
GQ602_006041,Ophcf2|06041,1
GQ602_006042,Ophcf2|06042,1
GQ602_006045,Ophcf2|06045,4
GQ602_006049,Ophcf2|06049,1
GQ602_006050,Ophcf2|06050,2
GQ602_006054,Ophcf2|06054,1
GQ602_006056,Ophcf2|06056,3
GQ602_006057,Ophcf2|06057,3
GQ602_006068,Ophcf2|06068,4
GQ602_006070,Ophcf2|06070,1
GQ602_006071,Ophcf2|06071,1
GQ602_006076,Ophcf2|06076,4
GQ602_006078,Ophcf2|06078,4
GQ602_006083,Ophcf2|06083,1
GQ602_006089,Ophcf2|06089,4
GQ602_006092,Ophcf2|06092,3
GQ602_006093,Ophcf2|06093,3
GQ602_006094,Ophcf2|06094,4
GQ602_006095,Ophcf2|06095,1
GQ602_006097,Ophcf2|06097,1
GQ602_006099,Ophcf2|06099,2
GQ602_006102,Ophcf2|06102,1
GQ602_006103,Ophcf2|06103,2
GQ602_006104,Ophcf2|06104,4
GQ602_006105,Ophcf2|06105,4
GQ602_006106,Ophcf2|06106,1
GQ602_006109,Ophcf2|06109,4
GQ602_006110,Ophcf2|06110,2
GQ602_006118,Ophcf2|06118,1
GQ602_006122,Ophcf2|06122,1
GQ602_006125,Ophcf2|06125,2
GQ602_006127,Ophcf2|06127,2
GQ602_006130,Ophcf2|06130,3
GQ602_006132,Ophcf2|06132,4
GQ602_006133,Ophcf2|06133,4
GQ602_006138,Ophcf2|06138,4
GQ602_006139,Ophcf2|06139,4
GQ602_006140,Ophcf2|06140,1
GQ602_006141,Ophcf2|06141,4
GQ602_006148,Ophcf2|06148,3
GQ602_006150,Ophcf2|06150,3
GQ602_006152,Ophcf2|06152,1
GQ602_006156,Ophcf2|06156,2
GQ602_006158,Ophcf2|06158,4
GQ602_006162,Ophcf2|06162,4
GQ602_006164,Ophcf2|06164,4
GQ602_006168,Ophcf2|06168,1
GQ602_006174,Ophcf2|06174,3
GQ602_006179,Ophcf2|06179,1
GQ602_006183,Ophcf2|06183,2
GQ602_006185,Ophcf2|06185,2
GQ602_006192,Ophcf2|06192,1
GQ602_006193,Ophcf2|06193,1
GQ602_006194,Ophcf2|06194,4
GQ602_006197,Ophcf2|06197,2
GQ602_006200,Ophcf2|06200,4
GQ602_006208,Ophcf2|06208,1
GQ602_006212,Ophcf2|06212,4
GQ602_006219,Ophcf2|06219,4
GQ602_006220,Ophcf2|06220,3
GQ602_006225,Ophcf2|06225,2
GQ602_006229,Ophcf2|06229,1
GQ602_006230,Ophcf2|06230,3
GQ602_006231,Ophcf2|06231,3
GQ602_006232,Ophcf2|06232,3
GQ602_006245,Ophcf2|06245,4
GQ602_006250,Ophcf2|06250,4
GQ602_006254,Ophcf2|06254,1
GQ602_006259,Ophcf2|06259,2
GQ602_006261,Ophcf2|06261,3
GQ602_006264,Ophcf2|06264,1
GQ602_006267,Ophcf2|06267,4
GQ602_006271,Ophcf2|06271,3
GQ602_006273,Ophcf2|06273,1
GQ602_006274,Ophcf2|06274,4
GQ602_006277,Ophcf2|06277,1
GQ602_006283,Ophcf2|06283,3
GQ602_006284,Ophcf2|06284,4
GQ602_006287,Ophcf2|06287,3
GQ602_006289,Ophcf2|06289,3
GQ602_006292,Ophcf2|06292,3
GQ602_006294,Ophcf2|06294,1
GQ602_006299,Ophcf2|06299,2
GQ602_006300,Ophcf2|06300,2
GQ602_006305,Ophcf2|06305,4
GQ602_006308,Ophcf2|06308,2
GQ602_006312,Ophcf2|06312,2
GQ602_006315,Ophcf2|06315,2
GQ602_006316,Ophcf2|06316,4
GQ602_006318,Ophcf2|06318,1
GQ602_006319,Ophcf2|06319,1
GQ602_006320,Ophcf2|06320,2
GQ602_006321,Ophcf2|06321,4
GQ602_006322,Ophcf2|06322,4
GQ602_006326,Ophcf2|06326,4
GQ602_006328,Ophcf2|06328,4
GQ602_006335,Ophcf2|06335,4
GQ602_006336,Ophcf2|06336,4
GQ602_006337,Ophcf2|06337,1
GQ602_006352,Ophcf2|06352,1
GQ602_006355,Ophcf2|06355,3
GQ602_006356,Ophcf2|06356,3
GQ602_006357,Ophcf2|06357,3
GQ602_006359,Ophcf2|06359,4
GQ602_006360,Ophcf2|06360,4
GQ602_006361,Ophcf2|06361,3
GQ602_006366,Ophcf2|06366,2
GQ602_006370,Ophcf2|06370,2
GQ602_006371,Ophcf2|06371,3
GQ602_006372,Ophcf2|06372,4
GQ602_006373,Ophcf2|06373,3
GQ602_006374,Ophcf2|06374,1
GQ602_006375,Ophcf2|06375,2
GQ602_006382,Ophcf2|06382,2
GQ602_006385,Ophcf2|06385,1
GQ602_006390,Ophcf2|06390,4
GQ602_006395,Ophcf2|06395,2
GQ602_006398,Ophcf2|06398,1
GQ602_006399,Ophcf2|06399,2
GQ602_006400,Ophcf2|06400,4
GQ602_006408,Ophcf2|06408,4
GQ602_006411,Ophcf2|06411,4
GQ602_006414,Ophcf2|06414,2
GQ602_006417,Ophcf2|06417,1
GQ602_006418,Ophcf2|06418,1
GQ602_006422,Ophcf2|06422,4
GQ602_006429,Ophcf2|06429,4
GQ602_006431,Ophcf2|06431,1
GQ602_006432,Ophcf2|06432,4
GQ602_006436,Ophcf2|06436,1
GQ602_006438,Ophcf2|06438,4
GQ602_006439,Ophcf2|06439,4
GQ602_006441,Ophcf2|06441,4
GQ602_006442,Ophcf2|06442,4
GQ602_006443,Ophcf2|06443,1
GQ602_006444,Ophcf2|06444,3
GQ602_006445,Ophcf2|06445,4
GQ602_006464,Ophcf2|06464,3
GQ602_006465,Ophcf2|06465,1
GQ602_006468,Ophcf2|06468,4
GQ602_006477,Ophcf2|06477,1
GQ602_006478,Ophcf2|06478,4
GQ602_006482,Ophcf2|06482,4
GQ602_006483,Ophcf2|06483,4
GQ602_006487,Ophcf2|06487,4
GQ602_006488,Ophcf2|06488,4
GQ602_006493,Ophcf2|06493,1
GQ602_006494,Ophcf2|06494,1
GQ602_006496,Ophcf2|06496,3
GQ602_006497,Ophcf2|06497,4
GQ602_006499,Ophcf2|06499,1
GQ602_006500,Ophcf2|06500,2
GQ602_006503,Ophcf2|06503,1
GQ602_006507,Ophcf2|06507,3
GQ602_006510,Ophcf2|06510,2
GQ602_006511,Ophcf2|06511,2
GQ602_006515,Ophcf2|06515,1
GQ602_006517,Ophcf2|06517,1
GQ602_006518,Ophcf2|06518,1
GQ602_006522,Ophcf2|06522,3
GQ602_006524,Ophcf2|06524,1
GQ602_006530,Ophcf2|06530,4
GQ602_006533,Ophcf2|06533,4
GQ602_006534,Ophcf2|06534,3
GQ602_006543,Ophcf2|06543,3
GQ602_006552,Ophcf2|06552,1
GQ602_006555,Ophcf2|06555,2
GQ602_006556,Ophcf2|06556,2
GQ602_006558,Ophcf2|06558,1
GQ602_006561,Ophcf2|06561,3
GQ602_006563,Ophcf2|06563,4
GQ602_006565,Ophcf2|06565,1
GQ602_006566,Ophcf2|06566,4
GQ602_006573,Ophcf2|06573,2
GQ602_006580,Ophcf2|06580,3
GQ602_006582,Ophcf2|06582,2
GQ602_006590,Ophcf2|06590,3
GQ602_006591,Ophcf2|06591,1
GQ602_006605,Ophcf2|06605,3
GQ602_006607,Ophcf2|06607,3
GQ602_006610,Ophcf2|06610,4
GQ602_006611,Ophcf2|06611,1
GQ602_006618,Ophcf2|06618,1
GQ602_006619,Ophcf2|06619,1
GQ602_006621,Ophcf2|06621,2
GQ602_006624,Ophcf2|06624,1
GQ602_006632,Ophcf2|06632,3
GQ602_006634,Ophcf2|06634,1
GQ602_006638,Ophcf2|06638,4
GQ602_006640,Ophcf2|06640,3
GQ602_006641,Ophcf2|06641,2
GQ602_006642,Ophcf2|06642,1
GQ602_006647,Ophcf2|06647,2
GQ602_006650,Ophcf2|06650,4
GQ602_006652,Ophcf2|06652,4
GQ602_006655,Ophcf2|06655,1
GQ602_006656,Ophcf2|06656,4
GQ602_006659,Ophcf2|06659,4
GQ602_006661,Ophcf2|06661,1
GQ602_006662,Ophcf2|06662,1
GQ602_006663,Ophcf2|06663,1
GQ602_006668,Ophcf2|06668,2
GQ602_006670,Ophcf2|06670,1
GQ602_006675,Ophcf2|06675,4
GQ602_006677,Ophcf2|06677,3
GQ602_006678,Ophcf2|06678,3
GQ602_006680,Ophcf2|06680,4
GQ602_006681,Ophcf2|06681,4
GQ602_006684,Ophcf2|06684,4
GQ602_006685,Ophcf2|06685,4
GQ602_006686,Ophcf2|06686,1
GQ602_006692,Ophcf2|06692,2
GQ602_006695,Ophcf2|06695,4
GQ602_006697,Ophcf2|06697,2
GQ602_006698,Ophcf2|06698,4
GQ602_006701,Ophcf2|06701,3
GQ602_006702,Ophcf2|06702,4
GQ602_006703,Ophcf2|06703,4
GQ602_006705,Ophcf2|06705,3
GQ602_006706,Ophcf2|06706,2
GQ602_006708,Ophcf2|06708,4
GQ602_006711,Ophcf2|06711,3
GQ602_006712,Ophcf2|06712,2
GQ602_006716,Ophcf2|06716,4
GQ602_006718,Ophcf2|06718,1
GQ602_006719,Ophcf2|06719,2
GQ602_006720,Ophcf2|06720,4
GQ602_006733,Ophcf2|06733,4
GQ602_006734,Ophcf2|06734,1
GQ602_006736,Ophcf2|06736,4
GQ602_006740,Ophcf2|06740,1
GQ602_006744,Ophcf2|06744,1
GQ602_006746,Ophcf2|06746,1
GQ602_006755,Ophcf2|06755,2
GQ602_006759,Ophcf2|06759,4
GQ602_006762,Ophcf2|06762,2
GQ602_006765,Ophcf2|06765,2
GQ602_006767,Ophcf2|06767,1
GQ602_006768,Ophcf2|06768,2
