"gene_name","module_identity","GCN"
"BBA_05049","brown","beau"
"BBA_05053","brown","beau"
"BBA_05057","brown","beau"
"BBA_05058","brown","beau"
"BBA_05061","brown","beau"
"BBA_05063","brown","beau"
"BBA_05066","brown","beau"
"BBA_05067","brown","beau"
"BBA_05069","brown","beau"
"BBA_05077","brown","beau"
"BBA_05078","brown","beau"
"BBA_05080","brown","beau"
"BBA_05085","brown","beau"
"BBA_05088","brown","beau"
"BBA_05090","brown","beau"
"BBA_05091","brown","beau"
"BBA_05092","brown","beau"
"BBA_05094","brown","beau"
"BBA_05097","brown","beau"
"BBA_05099","brown","beau"
"BBA_05101","brown","beau"
"BBA_05102","brown","beau"
"BBA_05104","brown","beau"
"BBA_05105","brown","beau"
"BBA_05107","brown","beau"
"BBA_05112","brown","beau"
"BBA_05119","brown","beau"
"BBA_05120","brown","beau"
"BBA_05121","brown","beau"
"BBA_05123","brown","beau"
"BBA_05124","brown","beau"
"BBA_05127","brown","beau"
"BBA_05129","brown","beau"
"BBA_05135","brown","beau"
"BBA_05140","brown","beau"
"BBA_05141","brown","beau"
"BBA_05142","brown","beau"
"BBA_05144","brown","beau"
"BBA_05145","brown","beau"
"BBA_05146","brown","beau"
"BBA_05150","brown","beau"
"BBA_05151","brown","beau"
"BBA_05152","brown","beau"
"BBA_05156","brown","beau"
"BBA_05158","brown","beau"
"BBA_05159","brown","beau"
"BBA_05160","brown","beau"
"BBA_05164","brown","beau"
"BBA_05167","brown","beau"
"BBA_05171","brown","beau"
"BBA_05172","brown","beau"
"BBA_05173","brown","beau"
"BBA_05174","brown","beau"
"BBA_05176","brown","beau"
"BBA_05178","brown","beau"
"BBA_05179","brown","beau"
"BBA_05180","brown","beau"
"BBA_05182","brown","beau"
"BBA_05183","brown","beau"
"BBA_05187","brown","beau"
"BBA_05188","brown","beau"
"BBA_05189","brown","beau"
"BBA_05191","brown","beau"
"BBA_05192","brown","beau"
"BBA_05194","brown","beau"
"BBA_05195","brown","beau"
"BBA_05196","brown","beau"
"BBA_05197","brown","beau"
"BBA_05199","brown","beau"
"BBA_05200","brown","beau"
"BBA_05204","brown","beau"
"BBA_05207","brown","beau"
"BBA_05209","brown","beau"
"BBA_05210","brown","beau"
"BBA_05211","brown","beau"
"BBA_05213","brown","beau"
"BBA_05215","brown","beau"
"BBA_05216","brown","beau"
"BBA_05217","brown","beau"
"BBA_05219","brown","beau"
"BBA_05220","brown","beau"
"BBA_05221","brown","beau"
"BBA_05223","brown","beau"
"BBA_05230","brown","beau"
"BBA_05231","brown","beau"
"BBA_05234","brown","beau"
"BBA_05237","brown","beau"
"BBA_05238","brown","beau"
"BBA_05239","brown","beau"
"BBA_05241","brown","beau"
"BBA_05242","brown","beau"
"BBA_05244","brown","beau"
"BBA_05245","brown","beau"
"BBA_05247","brown","beau"
"BBA_05250","brown","beau"
"BBA_05252","brown","beau"
"BBA_05254","brown","beau"
"BBA_05255","brown","beau"
"BBA_05256","brown","beau"
"BBA_05258","brown","beau"
"BBA_05259","brown","beau"
"BBA_05263","brown","beau"
"BBA_05269","brown","beau"
"BBA_05275","brown","beau"
"BBA_05276","brown","beau"
"BBA_05277","brown","beau"
"BBA_05280","brown","beau"
"BBA_05282","brown","beau"
"BBA_05285","brown","beau"
"BBA_05286","brown","beau"
"BBA_05289","brown","beau"
"BBA_05290","brown","beau"
"BBA_05291","brown","beau"
"BBA_05294","brown","beau"
"BBA_05299","brown","beau"
"BBA_05300","brown","beau"
"BBA_05306","brown","beau"
"BBA_05309","brown","beau"
"BBA_05313","brown","beau"
"BBA_05314","brown","beau"
"BBA_05317","brown","beau"
"BBA_05324","brown","beau"
"BBA_05326","brown","beau"
"BBA_05328","brown","beau"
"BBA_05336","brown","beau"
"BBA_05337","brown","beau"
"BBA_05339","brown","beau"
"BBA_05341","brown","beau"
"BBA_05343","brown","beau"
"BBA_05344","brown","beau"
"BBA_05349","brown","beau"
"BBA_05350","brown","beau"
"BBA_05359","brown","beau"
"BBA_05360","brown","beau"
"BBA_05361","brown","beau"
"BBA_05362","brown","beau"
"BBA_05369","brown","beau"
"BBA_05374","brown","beau"
"BBA_05375","brown","beau"
"BBA_05376","brown","beau"
"BBA_05377","brown","beau"
"BBA_05381","brown","beau"
"BBA_05382","brown","beau"
"BBA_05386","brown","beau"
"BBA_05389","brown","beau"
"BBA_05390","brown","beau"
"BBA_05391","brown","beau"
"BBA_05392","brown","beau"
"BBA_05394","brown","beau"
"BBA_05395","brown","beau"
"BBA_05398","brown","beau"
"BBA_05402","brown","beau"
"BBA_05407","brown","beau"
"BBA_05411","brown","beau"
"BBA_05413","brown","beau"
"BBA_05416","brown","beau"
"BBA_05417","brown","beau"
"BBA_05420","brown","beau"
"BBA_05423","brown","beau"
"BBA_05425","brown","beau"
"BBA_05426","brown","beau"
"BBA_05427","brown","beau"
"BBA_05428","brown","beau"
"BBA_05431","brown","beau"
"BBA_05433","brown","beau"
"BBA_05436","brown","beau"
"BBA_05437","brown","beau"
"BBA_05438","brown","beau"
"BBA_05440","brown","beau"
"BBA_05442","brown","beau"
"BBA_05443","brown","beau"
"BBA_05448","brown","beau"
"BBA_05453","brown","beau"
"BBA_05455","brown","beau"
"BBA_05461","brown","beau"
"BBA_05462","brown","beau"
"BBA_05464","brown","beau"
"BBA_05465","brown","beau"
"BBA_05470","brown","beau"
"BBA_05472","brown","beau"
"BBA_05473","brown","beau"
"BBA_05478","brown","beau"
"BBA_05479","brown","beau"
"BBA_05480","brown","beau"
"BBA_05481","brown","beau"
"BBA_05482","brown","beau"
"BBA_05483","brown","beau"
"BBA_05488","brown","beau"
"BBA_05500","brown","beau"
"BBA_05501","brown","beau"
"BBA_05504","brown","beau"
"BBA_05505","brown","beau"
"BBA_05508","brown","beau"
"BBA_05512","brown","beau"
"BBA_05513","brown","beau"
"BBA_05517","brown","beau"
"BBA_05518","brown","beau"
"BBA_05520","brown","beau"
"BBA_05524","brown","beau"
"BBA_05525","brown","beau"
"BBA_05528","brown","beau"
"BBA_05530","brown","beau"
"BBA_05537","brown","beau"
"BBA_05538","brown","beau"
"BBA_05540","brown","beau"
"BBA_05541","brown","beau"
"BBA_05542","brown","beau"
"BBA_05544","brown","beau"
"BBA_05545","brown","beau"
"BBA_05549","brown","beau"
"BBA_05552","brown","beau"
"BBA_05556","brown","beau"
"BBA_05560","brown","beau"
"BBA_05561","brown","beau"
"BBA_05563","brown","beau"
"BBA_05564","brown","beau"
"BBA_05566","brown","beau"
"BBA_05567","brown","beau"
"BBA_05572","brown","beau"
"BBA_05577","brown","beau"
"BBA_05579","brown","beau"
"BBA_05581","brown","beau"
"BBA_05584","brown","beau"
"BBA_05587","brown","beau"
"BBA_05589","brown","beau"
"BBA_05591","brown","beau"
"BBA_05592","brown","beau"
"BBA_05593","brown","beau"
"BBA_05594","brown","beau"
"BBA_05596","brown","beau"
"BBA_05603","brown","beau"
"BBA_05605","brown","beau"
"BBA_05606","brown","beau"
"BBA_05608","brown","beau"
"BBA_05611","brown","beau"
"BBA_05613","brown","beau"
"BBA_05618","brown","beau"
"BBA_05624","brown","beau"
"BBA_05625","brown","beau"
"BBA_05629","brown","beau"
"BBA_05630","brown","beau"
"BBA_05632","brown","beau"
"BBA_05636","brown","beau"
"BBA_05637","brown","beau"
"BBA_05639","brown","beau"
"BBA_05641","brown","beau"
"BBA_05642","brown","beau"
"BBA_05644","brown","beau"
"BBA_05650","brown","beau"
"BBA_05663","brown","beau"
"BBA_05665","brown","beau"
"BBA_05667","brown","beau"
"BBA_05668","brown","beau"
"BBA_05669","brown","beau"
"BBA_05670","brown","beau"
"BBA_05671","brown","beau"
"BBA_05672","brown","beau"
"BBA_05674","brown","beau"
"BBA_05677","brown","beau"
"BBA_05678","brown","beau"
"BBA_05683","brown","beau"
"BBA_05686","brown","beau"
"BBA_05688","brown","beau"
"BBA_05692","brown","beau"
"BBA_05695","brown","beau"
"BBA_05698","brown","beau"
"BBA_05700","brown","beau"
"BBA_05701","brown","beau"
"BBA_05703","brown","beau"
"BBA_05704","brown","beau"
"BBA_05707","brown","beau"
"BBA_05708","brown","beau"
"BBA_05711","brown","beau"
"BBA_05715","brown","beau"
"BBA_05721","brown","beau"
"BBA_05724","brown","beau"
"BBA_05725","brown","beau"
"BBA_05727","brown","beau"
"BBA_05729","brown","beau"
"BBA_05730","brown","beau"
"BBA_05733","brown","beau"
"BBA_05735","brown","beau"
"BBA_05736","brown","beau"
"BBA_05737","brown","beau"
"BBA_05740","brown","beau"
"BBA_05741","brown","beau"
"BBA_05746","brown","beau"
"BBA_05747","brown","beau"
"BBA_05752","brown","beau"
"BBA_05755","brown","beau"
"BBA_05757","brown","beau"
"BBA_05762","brown","beau"
"BBA_05765","brown","beau"
"BBA_05766","brown","beau"
"BBA_05770","brown","beau"
"BBA_05777","brown","beau"
"BBA_05780","brown","beau"
"BBA_05783","brown","beau"
"BBA_05785","brown","beau"
"BBA_05788","brown","beau"
"BBA_05798","brown","beau"
"BBA_05805","brown","beau"
"BBA_05807","brown","beau"
"BBA_05811","brown","beau"
"BBA_05812","brown","beau"
"BBA_05813","brown","beau"
"BBA_05814","brown","beau"
"BBA_05815","brown","beau"
"BBA_05816","brown","beau"
"BBA_05820","brown","beau"
"BBA_05823","brown","beau"
"BBA_05826","brown","beau"
"BBA_05827","brown","beau"
"BBA_05828","brown","beau"
"BBA_05837","brown","beau"
"BBA_05838","brown","beau"
"BBA_05839","brown","beau"
"BBA_05842","brown","beau"
"BBA_05844","brown","beau"
"BBA_05846","brown","beau"
"BBA_05847","brown","beau"
"BBA_05851","brown","beau"
"BBA_05853","brown","beau"
"BBA_05855","brown","beau"
"BBA_05860","brown","beau"
"BBA_05862","brown","beau"
"BBA_05864","brown","beau"
"BBA_05867","brown","beau"
"BBA_05869","brown","beau"
"BBA_05872","brown","beau"
"BBA_05875","brown","beau"
"BBA_05876","brown","beau"
"BBA_05878","brown","beau"
"BBA_05879","brown","beau"
"BBA_05883","brown","beau"
"BBA_05884","brown","beau"
"BBA_05885","brown","beau"
"BBA_05887","brown","beau"
"BBA_05891","brown","beau"
"BBA_05892","brown","beau"
"BBA_05893","brown","beau"
"BBA_05895","brown","beau"
"BBA_05897","brown","beau"
"BBA_05898","brown","beau"
"BBA_05903","brown","beau"
"BBA_05905","brown","beau"
"BBA_05912","brown","beau"
"BBA_05913","brown","beau"
"BBA_05915","brown","beau"
"BBA_05916","brown","beau"
"BBA_05920","brown","beau"
"BBA_05923","brown","beau"
"BBA_05927","brown","beau"
"BBA_05929","brown","beau"
"BBA_05932","brown","beau"
"BBA_05935","brown","beau"
"BBA_05936","brown","beau"
"BBA_05940","brown","beau"
"BBA_05948","brown","beau"
"BBA_05950","brown","beau"
"BBA_05951","brown","beau"
"BBA_05952","brown","beau"
"BBA_05956","brown","beau"
"BBA_05959","brown","beau"
"BBA_05961","brown","beau"
"BBA_05962","brown","beau"
"BBA_05963","brown","beau"
"BBA_05971","brown","beau"
"BBA_05975","brown","beau"
"BBA_05976","brown","beau"
"BBA_05979","brown","beau"
"BBA_05980","brown","beau"
"BBA_05981","brown","beau"
"BBA_05985","brown","beau"
"BBA_05987","brown","beau"
"BBA_05988","brown","beau"
"BBA_05991","brown","beau"
"BBA_05992","brown","beau"
"BBA_05993","brown","beau"
"BBA_05994","brown","beau"
"BBA_05999","brown","beau"
"BBA_06000","brown","beau"
"BBA_06001","brown","beau"
"BBA_06005","brown","beau"
"BBA_06006","brown","beau"
"BBA_06007","brown","beau"
"BBA_06008","brown","beau"
"BBA_06010","brown","beau"
"BBA_06011","brown","beau"
"BBA_06014","brown","beau"
"BBA_06016","brown","beau"
"BBA_06017","brown","beau"
"BBA_06018","brown","beau"
"BBA_06023","brown","beau"
"BBA_06024","brown","beau"
"BBA_06027","brown","beau"
"BBA_06031","brown","beau"
"BBA_06033","brown","beau"
"BBA_06034","brown","beau"
"BBA_06035","brown","beau"
"BBA_06037","brown","beau"
"BBA_06044","brown","beau"
"BBA_06045","brown","beau"
"BBA_06048","brown","beau"
"BBA_06050","brown","beau"
"BBA_06052","brown","beau"
"BBA_06053","brown","beau"
"BBA_06054","brown","beau"
"BBA_06056","brown","beau"
"BBA_06057","brown","beau"
"BBA_06059","brown","beau"
"BBA_06061","brown","beau"
"BBA_06062","brown","beau"
"BBA_06063","brown","beau"
"BBA_06064","brown","beau"
"BBA_06066","brown","beau"
"BBA_06068","brown","beau"
"BBA_06070","brown","beau"
"BBA_06071","brown","beau"
"BBA_06072","brown","beau"
"BBA_06073","brown","beau"
"BBA_06074","brown","beau"
"BBA_06075","brown","beau"
"BBA_06077","brown","beau"
"BBA_06078","brown","beau"
"BBA_06081","brown","beau"
"BBA_06082","brown","beau"
"BBA_06083","brown","beau"
"BBA_06087","brown","beau"
"BBA_06090","brown","beau"
"BBA_06092","brown","beau"
"BBA_06094","brown","beau"
"BBA_06095","brown","beau"
"BBA_06100","brown","beau"
"BBA_06105","brown","beau"
"BBA_06107","brown","beau"
"BBA_06108","brown","beau"
"BBA_06110","brown","beau"
"BBA_06116","brown","beau"
"BBA_06117","brown","beau"
"BBA_06118","brown","beau"
"BBA_06120","brown","beau"
"BBA_06122","brown","beau"
"BBA_06123","brown","beau"
"BBA_06126","brown","beau"
"BBA_06127","brown","beau"
"BBA_06128","brown","beau"
"BBA_06130","brown","beau"
"BBA_06133","brown","beau"
"BBA_06134","brown","beau"
"BBA_06135","brown","beau"
"BBA_06137","brown","beau"
"BBA_06141","brown","beau"
"BBA_06143","brown","beau"
"BBA_06144","brown","beau"
"BBA_06147","brown","beau"
"BBA_06150","brown","beau"
"BBA_06151","brown","beau"
"BBA_06153","brown","beau"
"BBA_06156","brown","beau"
"BBA_06158","brown","beau"
"BBA_06159","brown","beau"
"BBA_06160","brown","beau"
"BBA_06161","brown","beau"
"BBA_06164","brown","beau"
"BBA_06165","brown","beau"
"BBA_06168","brown","beau"
"BBA_06170","brown","beau"
"BBA_06171","brown","beau"
"BBA_06172","brown","beau"
"BBA_06180","brown","beau"
"BBA_06181","brown","beau"
"BBA_06187","brown","beau"
"BBA_06188","brown","beau"
"BBA_06190","brown","beau"
"BBA_06193","brown","beau"
"BBA_06194","brown","beau"
"BBA_06196","brown","beau"
"BBA_06197","brown","beau"
"BBA_06199","brown","beau"
"BBA_06203","brown","beau"
"BBA_06204","brown","beau"
"BBA_06205","brown","beau"
"BBA_06213","brown","beau"
"BBA_06214","brown","beau"
"BBA_06216","brown","beau"
"BBA_06217","brown","beau"
"BBA_06221","brown","beau"
"BBA_06222","brown","beau"
"BBA_06226","brown","beau"
"BBA_06227","brown","beau"
"BBA_06233","brown","beau"
"BBA_06234","brown","beau"
"BBA_06241","brown","beau"
"BBA_06245","brown","beau"
"BBA_06246","brown","beau"
"BBA_06247","brown","beau"
"BBA_06250","brown","beau"
"BBA_06253","brown","beau"
"BBA_06254","brown","beau"
"BBA_06255","brown","beau"
"BBA_06260","brown","beau"
"BBA_06261","brown","beau"
"BBA_06264","brown","beau"
"BBA_06265","brown","beau"
"BBA_06268","brown","beau"
"BBA_06272","brown","beau"
"BBA_06273","brown","beau"
"BBA_06274","brown","beau"
"BBA_06278","brown","beau"
"BBA_06279","brown","beau"
"BBA_06280","brown","beau"
"BBA_06283","brown","beau"
"BBA_06285","brown","beau"
"BBA_06286","brown","beau"
"BBA_06287","brown","beau"
"BBA_06291","brown","beau"
"BBA_06296","brown","beau"
"BBA_06298","brown","beau"
"BBA_06301","brown","beau"
"BBA_06306","brown","beau"
"BBA_06307","brown","beau"
"BBA_06308","brown","beau"
"BBA_06323","brown","beau"
"BBA_06325","brown","beau"
"BBA_06326","brown","beau"
"BBA_06328","brown","beau"
"BBA_06330","brown","beau"
"BBA_06340","brown","beau"
"BBA_06346","brown","beau"
"BBA_06347","brown","beau"
"BBA_06349","brown","beau"
"BBA_06353","brown","beau"
"BBA_06357","brown","beau"
"BBA_06359","brown","beau"
"BBA_06360","brown","beau"
"BBA_06361","brown","beau"
"BBA_06362","brown","beau"
"BBA_06365","brown","beau"
"BBA_06366","brown","beau"
"BBA_06367","brown","beau"
"BBA_06370","brown","beau"
"BBA_06372","brown","beau"
"BBA_06373","brown","beau"
"BBA_06374","brown","beau"
"BBA_06375","brown","beau"
"BBA_06377","brown","beau"
"BBA_06378","brown","beau"
"BBA_06379","brown","beau"
"BBA_06380","brown","beau"
"BBA_06382","brown","beau"
"BBA_06384","brown","beau"
"BBA_06386","brown","beau"
"BBA_06391","brown","beau"
"BBA_06392","brown","beau"
"BBA_06393","brown","beau"
"BBA_06396","brown","beau"
"BBA_06398","brown","beau"
"BBA_06400","brown","beau"
"BBA_06402","brown","beau"
"BBA_06404","brown","beau"
"BBA_06407","brown","beau"
"BBA_06408","brown","beau"
"BBA_06410","brown","beau"
"BBA_06413","brown","beau"
"BBA_06417","brown","beau"
"BBA_06418","brown","beau"
"BBA_06421","brown","beau"
"BBA_06423","brown","beau"
"BBA_06424","brown","beau"
"BBA_06426","brown","beau"
"BBA_06427","brown","beau"
"BBA_06436","brown","beau"
"BBA_06437","brown","beau"
"BBA_06439","brown","beau"
"BBA_06440","brown","beau"
"BBA_06445","brown","beau"
"BBA_06447","brown","beau"
"BBA_06451","brown","beau"
"BBA_06456","brown","beau"
"BBA_06457","brown","beau"
"BBA_06462","brown","beau"
"BBA_06463","brown","beau"
"BBA_06466","brown","beau"
"BBA_06475","brown","beau"
"BBA_06476","brown","beau"
"BBA_06480","brown","beau"
"BBA_06484","brown","beau"
"BBA_06485","brown","beau"
"BBA_06486","brown","beau"
"BBA_06487","brown","beau"
"BBA_06491","brown","beau"
"BBA_06494","brown","beau"
"BBA_06495","brown","beau"
"BBA_06498","brown","beau"
"BBA_06499","brown","beau"
"BBA_06501","brown","beau"
"BBA_06502","brown","beau"
"BBA_06505","brown","beau"
"BBA_06506","brown","beau"
"BBA_06513","brown","beau"
"BBA_06518","brown","beau"
"BBA_06520","brown","beau"
"BBA_06521","brown","beau"
"BBA_06523","brown","beau"
"BBA_06524","brown","beau"
"BBA_06527","brown","beau"
"BBA_06528","brown","beau"
"BBA_06533","brown","beau"
"BBA_06535","brown","beau"
"BBA_06544","brown","beau"
"BBA_06547","brown","beau"
"BBA_06548","brown","beau"
"BBA_06549","brown","beau"
"BBA_06550","brown","beau"
"BBA_06552","brown","beau"
"BBA_06553","brown","beau"
"BBA_06554","brown","beau"
"BBA_06557","brown","beau"
"BBA_06560","brown","beau"
"BBA_06561","brown","beau"
"BBA_06567","brown","beau"
"BBA_06568","brown","beau"
"BBA_06569","brown","beau"
"BBA_06571","brown","beau"
"BBA_06572","brown","beau"
"BBA_06573","brown","beau"
"BBA_06575","brown","beau"
"BBA_06576","brown","beau"
"BBA_06579","brown","beau"
"BBA_06582","brown","beau"
"BBA_06589","brown","beau"
"BBA_06590","brown","beau"
"BBA_06594","brown","beau"
"BBA_06595","brown","beau"
"BBA_06597","brown","beau"
"BBA_06601","brown","beau"
"BBA_06602","brown","beau"
"BBA_06605","brown","beau"
"BBA_06606","brown","beau"
"BBA_06609","brown","beau"
"BBA_06610","brown","beau"
"BBA_06611","brown","beau"
"BBA_06614","brown","beau"
"BBA_06615","brown","beau"
"BBA_06621","brown","beau"
"BBA_06626","brown","beau"
"BBA_06627","brown","beau"
"BBA_06628","brown","beau"
"BBA_06629","brown","beau"
"BBA_06636","brown","beau"
"BBA_06639","brown","beau"
"BBA_06640","brown","beau"
"BBA_06642","brown","beau"
"BBA_06644","brown","beau"
"BBA_06645","brown","beau"
"BBA_06647","brown","beau"
"BBA_06649","brown","beau"
"BBA_06650","brown","beau"
"BBA_06652","brown","beau"
"BBA_06653","brown","beau"
"BBA_06655","brown","beau"
"BBA_06656","brown","beau"
"BBA_06659","brown","beau"
"BBA_06664","brown","beau"
"BBA_06665","brown","beau"
"BBA_06666","brown","beau"
"BBA_06667","brown","beau"
"BBA_06675","brown","beau"
"BBA_06677","brown","beau"
"BBA_06679","brown","beau"
"BBA_06681","brown","beau"
"BBA_06684","brown","beau"
"BBA_06687","brown","beau"
"BBA_06689","brown","beau"
"BBA_06696","brown","beau"
"BBA_06698","brown","beau"
"BBA_06702","brown","beau"
"BBA_06703","brown","beau"
"BBA_06706","brown","beau"
"BBA_06710","brown","beau"
"BBA_06712","brown","beau"
"BBA_06715","brown","beau"
"BBA_06716","brown","beau"
"BBA_06718","brown","beau"
"BBA_06724","brown","beau"
"BBA_06725","brown","beau"
"BBA_06728","brown","beau"
"BBA_06729","brown","beau"
"BBA_06730","brown","beau"
"BBA_06731","brown","beau"
"BBA_06736","brown","beau"
"BBA_06737","brown","beau"
"BBA_06742","brown","beau"
"BBA_06743","brown","beau"
"BBA_06744","brown","beau"
"BBA_06745","brown","beau"
"BBA_06749","brown","beau"
"BBA_06751","brown","beau"
"BBA_06753","brown","beau"
"BBA_06754","brown","beau"
"BBA_06758","brown","beau"
"BBA_06762","brown","beau"
"BBA_06767","brown","beau"
"BBA_06768","brown","beau"
"BBA_06769","brown","beau"
"BBA_06775","brown","beau"
"BBA_06776","brown","beau"
"BBA_06781","brown","beau"
"BBA_06782","brown","beau"
"BBA_06783","brown","beau"
"BBA_06786","brown","beau"
"BBA_06787","brown","beau"
"BBA_06788","brown","beau"
"BBA_06790","brown","beau"
"BBA_06792","brown","beau"
"BBA_06793","brown","beau"
"BBA_06798","brown","beau"
"BBA_06801","brown","beau"
"BBA_06802","brown","beau"
"BBA_06807","brown","beau"
"BBA_06809","brown","beau"
"BBA_06810","brown","beau"
"BBA_06811","brown","beau"
"BBA_06812","brown","beau"
"BBA_06813","brown","beau"
"BBA_06814","brown","beau"
"BBA_06815","brown","beau"
"BBA_06828","brown","beau"
"BBA_06829","brown","beau"
"BBA_06830","brown","beau"
"BBA_06835","brown","beau"
"BBA_06836","brown","beau"
"BBA_06838","brown","beau"
"BBA_06840","brown","beau"
"BBA_06843","brown","beau"
"BBA_06845","brown","beau"
"BBA_06848","brown","beau"
"BBA_06849","brown","beau"
"BBA_06850","brown","beau"
"BBA_06851","brown","beau"
"BBA_06858","brown","beau"
"BBA_06859","brown","beau"
"BBA_06861","brown","beau"
"BBA_06869","brown","beau"
"BBA_06871","brown","beau"
"BBA_06875","brown","beau"
"BBA_06876","brown","beau"
"BBA_06879","brown","beau"
"BBA_06883","brown","beau"
"BBA_06885","brown","beau"
"BBA_06886","brown","beau"
"BBA_06887","brown","beau"
"BBA_06890","brown","beau"
"BBA_06891","brown","beau"
"BBA_06894","brown","beau"
"BBA_06905","brown","beau"
"BBA_06912","brown","beau"
"BBA_06915","brown","beau"
"BBA_06916","brown","beau"
"BBA_06919","brown","beau"
"BBA_06920","brown","beau"
"BBA_06921","brown","beau"
"BBA_06922","brown","beau"
"BBA_06924","brown","beau"
"BBA_06927","brown","beau"
"BBA_06928","brown","beau"
"BBA_06932","brown","beau"
"BBA_06934","brown","beau"
"BBA_06937","brown","beau"
"BBA_06938","brown","beau"
"BBA_06939","brown","beau"
"BBA_06941","brown","beau"
"BBA_06944","brown","beau"
"BBA_06945","brown","beau"
"BBA_06946","brown","beau"
"BBA_06952","brown","beau"
"BBA_06953","brown","beau"
"BBA_06954","brown","beau"
"BBA_06955","brown","beau"
"BBA_06957","brown","beau"
"BBA_06958","brown","beau"
"BBA_06959","brown","beau"
"BBA_06961","brown","beau"
"BBA_06963","brown","beau"
"BBA_06968","brown","beau"
"BBA_06969","brown","beau"
"BBA_06975","brown","beau"
"BBA_06976","brown","beau"
"BBA_06977","brown","beau"
"BBA_06978","brown","beau"
"BBA_06982","brown","beau"
"BBA_06983","brown","beau"
"BBA_06984","brown","beau"
"BBA_06985","brown","beau"
"BBA_06989","brown","beau"
"BBA_06990","brown","beau"
"BBA_06991","brown","beau"
"BBA_06992","brown","beau"
"BBA_06993","brown","beau"
"BBA_06994","brown","beau"
"BBA_06996","brown","beau"
"BBA_06997","brown","beau"
"BBA_06999","brown","beau"
"BBA_07002","brown","beau"
"BBA_07006","brown","beau"
"BBA_07008","brown","beau"
"BBA_07009","brown","beau"
"BBA_07010","brown","beau"
"BBA_07013","brown","beau"
"BBA_07014","brown","beau"
"BBA_07016","brown","beau"
"BBA_07020","brown","beau"
"BBA_07023","brown","beau"
"BBA_07024","brown","beau"
"BBA_07025","brown","beau"
"BBA_07029","brown","beau"
"BBA_07033","brown","beau"
"BBA_07034","brown","beau"
"BBA_07035","brown","beau"
"BBA_07039","brown","beau"
"BBA_07043","brown","beau"
"BBA_07045","brown","beau"
"BBA_07047","brown","beau"
"BBA_07048","brown","beau"
"BBA_07050","brown","beau"
"BBA_07051","brown","beau"
"BBA_07052","brown","beau"
"BBA_07059","brown","beau"
"BBA_07063","brown","beau"
"BBA_07065","brown","beau"
"BBA_07066","brown","beau"
"BBA_07069","brown","beau"
"BBA_07075","brown","beau"
"BBA_07077","brown","beau"
"BBA_07078","brown","beau"
"BBA_07080","brown","beau"
"BBA_07083","brown","beau"
"BBA_07086","brown","beau"
"BBA_07087","brown","beau"
"BBA_07088","brown","beau"
"BBA_07089","brown","beau"
"BBA_07090","brown","beau"
"BBA_07093","brown","beau"
"BBA_07095","brown","beau"
"BBA_07096","brown","beau"
"BBA_07098","brown","beau"
"BBA_07101","brown","beau"
"BBA_07102","brown","beau"
"BBA_07103","brown","beau"
"BBA_07104","brown","beau"
"BBA_07110","brown","beau"
"BBA_07112","brown","beau"
"BBA_07113","brown","beau"
"BBA_07116","brown","beau"
"BBA_07118","brown","beau"
"BBA_07119","brown","beau"
"BBA_07122","brown","beau"
"BBA_07124","brown","beau"
"BBA_07131","brown","beau"
"BBA_07133","brown","beau"
"BBA_07134","brown","beau"
"BBA_07135","brown","beau"
"BBA_07136","brown","beau"
"BBA_07138","brown","beau"
"BBA_07140","brown","beau"
"BBA_07149","brown","beau"
"BBA_07150","brown","beau"
"BBA_07154","brown","beau"
"BBA_07157","brown","beau"
"BBA_07158","brown","beau"
"BBA_07160","brown","beau"
"BBA_07171","brown","beau"
"BBA_07173","brown","beau"
"BBA_07175","brown","beau"
"BBA_07179","brown","beau"
"BBA_07180","brown","beau"
"BBA_07184","brown","beau"
"BBA_07186","brown","beau"
"BBA_07192","brown","beau"
"BBA_07195","brown","beau"
"BBA_07196","brown","beau"
"BBA_07197","brown","beau"
"BBA_07205","brown","beau"
"BBA_07210","brown","beau"
"BBA_07211","brown","beau"
"BBA_07212","brown","beau"
"BBA_07214","brown","beau"
"BBA_07215","brown","beau"
"BBA_07216","brown","beau"
"BBA_07217","brown","beau"
"BBA_07226","brown","beau"
"BBA_07228","brown","beau"
"BBA_07229","brown","beau"
"BBA_07230","brown","beau"
"BBA_07231","brown","beau"
"BBA_07232","brown","beau"
"BBA_07236","brown","beau"
"BBA_07237","brown","beau"
"BBA_07242","brown","beau"
"BBA_07243","brown","beau"
"BBA_07244","brown","beau"
"BBA_07245","brown","beau"
"BBA_07247","brown","beau"
"BBA_07248","brown","beau"
"BBA_07249","brown","beau"
"BBA_07250","brown","beau"
"BBA_07251","brown","beau"
"BBA_07252","brown","beau"
"BBA_07253","brown","beau"
"BBA_07256","brown","beau"
"BBA_07260","brown","beau"
"BBA_07262","brown","beau"
"BBA_07263","brown","beau"
"BBA_07265","brown","beau"
"BBA_07267","brown","beau"
"BBA_07269","brown","beau"
"BBA_07270","brown","beau"
"BBA_07273","brown","beau"
"BBA_07274","brown","beau"
"BBA_07276","brown","beau"
"BBA_07277","brown","beau"
"BBA_07283","brown","beau"
"BBA_07284","brown","beau"
"BBA_07290","brown","beau"
"BBA_07293","brown","beau"
"BBA_07295","brown","beau"
"BBA_07296","brown","beau"
"BBA_07297","brown","beau"
"BBA_07298","brown","beau"
"BBA_07299","brown","beau"
"BBA_07300","brown","beau"
