"gene_name","module_identity","GCN"
"GQ602_003001","midnightblue","ophio_cflo"
"GQ602_003040","midnightblue","ophio_cflo"
"GQ602_003041","midnightblue","ophio_cflo"
"GQ602_003042","midnightblue","ophio_cflo"
"GQ602_003047","midnightblue","ophio_cflo"
"GQ602_003055","midnightblue","ophio_cflo"
"GQ602_003061","midnightblue","ophio_cflo"
"GQ602_003064","midnightblue","ophio_cflo"
"GQ602_003075","midnightblue","ophio_cflo"
"GQ602_003077","midnightblue","ophio_cflo"
"GQ602_003080","midnightblue","ophio_cflo"
"GQ602_003086","midnightblue","ophio_cflo"
"GQ602_003091","midnightblue","ophio_cflo"
"GQ602_003099","midnightblue","ophio_cflo"
"GQ602_003114","midnightblue","ophio_cflo"
"GQ602_003130","midnightblue","ophio_cflo"
"GQ602_003132","midnightblue","ophio_cflo"
"GQ602_003134","midnightblue","ophio_cflo"
"GQ602_003135","midnightblue","ophio_cflo"
"GQ602_003137","midnightblue","ophio_cflo"
"GQ602_003145","midnightblue","ophio_cflo"
"GQ602_003149","midnightblue","ophio_cflo"
"GQ602_003150","midnightblue","ophio_cflo"
"GQ602_003153","midnightblue","ophio_cflo"
"GQ602_003189","midnightblue","ophio_cflo"
"GQ602_003194","midnightblue","ophio_cflo"
"GQ602_003204","midnightblue","ophio_cflo"
"GQ602_003205","midnightblue","ophio_cflo"
"GQ602_003207","midnightblue","ophio_cflo"
"GQ602_003219","midnightblue","ophio_cflo"
"GQ602_003221","midnightblue","ophio_cflo"
"GQ602_003222","midnightblue","ophio_cflo"
"GQ602_003223","midnightblue","ophio_cflo"
"GQ602_003224","midnightblue","ophio_cflo"
"GQ602_003225","midnightblue","ophio_cflo"
"GQ602_003227","midnightblue","ophio_cflo"
"GQ602_003228","midnightblue","ophio_cflo"
"GQ602_003229","midnightblue","ophio_cflo"
"GQ602_003230","midnightblue","ophio_cflo"
"GQ602_003231","midnightblue","ophio_cflo"
"GQ602_003234","midnightblue","ophio_cflo"
"GQ602_003239","midnightblue","ophio_cflo"
"GQ602_003243","midnightblue","ophio_cflo"
"GQ602_003250","midnightblue","ophio_cflo"
"GQ602_003254","midnightblue","ophio_cflo"
"GQ602_003262","midnightblue","ophio_cflo"
"GQ602_003271","midnightblue","ophio_cflo"
"GQ602_003274","midnightblue","ophio_cflo"
"GQ602_003276","midnightblue","ophio_cflo"
"GQ602_003277","midnightblue","ophio_cflo"
"GQ602_003278","midnightblue","ophio_cflo"
"GQ602_003283","midnightblue","ophio_cflo"
"GQ602_003284","midnightblue","ophio_cflo"
"GQ602_003293","midnightblue","ophio_cflo"
"GQ602_003294","midnightblue","ophio_cflo"
"GQ602_003300","midnightblue","ophio_cflo"
"GQ602_003301","midnightblue","ophio_cflo"
"GQ602_003302","midnightblue","ophio_cflo"
"GQ602_003305","midnightblue","ophio_cflo"
"GQ602_003306","midnightblue","ophio_cflo"
"GQ602_003308","midnightblue","ophio_cflo"
"GQ602_003313","midnightblue","ophio_cflo"
"GQ602_003320","midnightblue","ophio_cflo"
"GQ602_003327","midnightblue","ophio_cflo"
"GQ602_003330","midnightblue","ophio_cflo"
"GQ602_003339","midnightblue","ophio_cflo"
"GQ602_003340","midnightblue","ophio_cflo"
"GQ602_003341","midnightblue","ophio_cflo"
"GQ602_003349","midnightblue","ophio_cflo"
"GQ602_003351","midnightblue","ophio_cflo"
"GQ602_003354","midnightblue","ophio_cflo"
"GQ602_003355","midnightblue","ophio_cflo"
"GQ602_003356","midnightblue","ophio_cflo"
"GQ602_003363","midnightblue","ophio_cflo"
"GQ602_003374","midnightblue","ophio_cflo"
"GQ602_003376","midnightblue","ophio_cflo"
"GQ602_003383","midnightblue","ophio_cflo"
"GQ602_003395","midnightblue","ophio_cflo"
"GQ602_003397","midnightblue","ophio_cflo"
"GQ602_003400","midnightblue","ophio_cflo"
"GQ602_003405","midnightblue","ophio_cflo"
"GQ602_003406","midnightblue","ophio_cflo"
"GQ602_003407","midnightblue","ophio_cflo"
"GQ602_003412","midnightblue","ophio_cflo"
"GQ602_003414","midnightblue","ophio_cflo"
"GQ602_003418","midnightblue","ophio_cflo"
"GQ602_003419","midnightblue","ophio_cflo"
"GQ602_003427","midnightblue","ophio_cflo"
"GQ602_003442","midnightblue","ophio_cflo"
"GQ602_003455","midnightblue","ophio_cflo"
"GQ602_003460","midnightblue","ophio_cflo"
"GQ602_003466","midnightblue","ophio_cflo"
"GQ602_003469","midnightblue","ophio_cflo"
"GQ602_003483","midnightblue","ophio_cflo"
"GQ602_003484","midnightblue","ophio_cflo"
"GQ602_003486","midnightblue","ophio_cflo"
"GQ602_003487","midnightblue","ophio_cflo"
"GQ602_003490","midnightblue","ophio_cflo"
"GQ602_003500","midnightblue","ophio_cflo"
"GQ602_003506","midnightblue","ophio_cflo"
"GQ602_003515","midnightblue","ophio_cflo"
"GQ602_003524","midnightblue","ophio_cflo"
"GQ602_003529","midnightblue","ophio_cflo"
"GQ602_003532","midnightblue","ophio_cflo"
"GQ602_003552","midnightblue","ophio_cflo"
"GQ602_003559","midnightblue","ophio_cflo"
"GQ602_003589","midnightblue","ophio_cflo"
"GQ602_003594","midnightblue","ophio_cflo"
"GQ602_003597","midnightblue","ophio_cflo"
"GQ602_003619","midnightblue","ophio_cflo"
"GQ602_003625","midnightblue","ophio_cflo"
"GQ602_003628","midnightblue","ophio_cflo"
"GQ602_003631","midnightblue","ophio_cflo"
"GQ602_003633","midnightblue","ophio_cflo"
"GQ602_003641","midnightblue","ophio_cflo"
"GQ602_003642","midnightblue","ophio_cflo"
"GQ602_003644","midnightblue","ophio_cflo"
"GQ602_003648","midnightblue","ophio_cflo"
"GQ602_003650","midnightblue","ophio_cflo"
"GQ602_003651","midnightblue","ophio_cflo"
"GQ602_003655","midnightblue","ophio_cflo"
"GQ602_003658","midnightblue","ophio_cflo"
"GQ602_003662","midnightblue","ophio_cflo"
"GQ602_003663","midnightblue","ophio_cflo"
"GQ602_003665","midnightblue","ophio_cflo"
"GQ602_003676","midnightblue","ophio_cflo"
"GQ602_003682","midnightblue","ophio_cflo"
"GQ602_003689","midnightblue","ophio_cflo"
"GQ602_003691","midnightblue","ophio_cflo"
"GQ602_003694","midnightblue","ophio_cflo"
"GQ602_003707","midnightblue","ophio_cflo"
"GQ602_003713","midnightblue","ophio_cflo"
"GQ602_003714","midnightblue","ophio_cflo"
"GQ602_003755","midnightblue","ophio_cflo"
"GQ602_003756","midnightblue","ophio_cflo"
"GQ602_003759","midnightblue","ophio_cflo"
"GQ602_003766","midnightblue","ophio_cflo"
"GQ602_003773","midnightblue","ophio_cflo"
"GQ602_003778","midnightblue","ophio_cflo"
"GQ602_003782","midnightblue","ophio_cflo"
"GQ602_003784","midnightblue","ophio_cflo"
"GQ602_003785","midnightblue","ophio_cflo"
"GQ602_003799","midnightblue","ophio_cflo"
"GQ602_003805","midnightblue","ophio_cflo"
"GQ602_003811","midnightblue","ophio_cflo"
"GQ602_003814","midnightblue","ophio_cflo"
"GQ602_003816","midnightblue","ophio_cflo"
"GQ602_003821","midnightblue","ophio_cflo"
"GQ602_003822","midnightblue","ophio_cflo"
"GQ602_003823","midnightblue","ophio_cflo"
"GQ602_003824","midnightblue","ophio_cflo"
"GQ602_003828","midnightblue","ophio_cflo"
"GQ602_003835","midnightblue","ophio_cflo"
"GQ602_003841","midnightblue","ophio_cflo"
"GQ602_003850","midnightblue","ophio_cflo"
"GQ602_003875","midnightblue","ophio_cflo"
"GQ602_003878","midnightblue","ophio_cflo"
"GQ602_003879","midnightblue","ophio_cflo"
"GQ602_003880","midnightblue","ophio_cflo"
"GQ602_003882","midnightblue","ophio_cflo"
"GQ602_003883","midnightblue","ophio_cflo"
"GQ602_003884","midnightblue","ophio_cflo"
"GQ602_003893","midnightblue","ophio_cflo"
"GQ602_003897","midnightblue","ophio_cflo"
"GQ602_003905","midnightblue","ophio_cflo"
"GQ602_003906","midnightblue","ophio_cflo"
"GQ602_003913","midnightblue","ophio_cflo"
"GQ602_003917","midnightblue","ophio_cflo"
"GQ602_003926","midnightblue","ophio_cflo"
"GQ602_003938","midnightblue","ophio_cflo"
"GQ602_003939","midnightblue","ophio_cflo"
"GQ602_003940","midnightblue","ophio_cflo"
"GQ602_003947","midnightblue","ophio_cflo"
"GQ602_003959","midnightblue","ophio_cflo"
"GQ602_003960","midnightblue","ophio_cflo"
"GQ602_003962","midnightblue","ophio_cflo"
"GQ602_003965","midnightblue","ophio_cflo"
"GQ602_003971","midnightblue","ophio_cflo"
"GQ602_003978","midnightblue","ophio_cflo"
"GQ602_003979","midnightblue","ophio_cflo"
"GQ602_003980","midnightblue","ophio_cflo"
"GQ602_003988","midnightblue","ophio_cflo"
"GQ602_003991","midnightblue","ophio_cflo"
"GQ602_003992","midnightblue","ophio_cflo"
"GQ602_003993","midnightblue","ophio_cflo"
"GQ602_003995","midnightblue","ophio_cflo"
"GQ602_004000","midnightblue","ophio_cflo"
"GQ602_004004","midnightblue","ophio_cflo"
"GQ602_004007","midnightblue","ophio_cflo"
"GQ602_004011","midnightblue","ophio_cflo"
"GQ602_004012","midnightblue","ophio_cflo"
"GQ602_004013","midnightblue","ophio_cflo"
"GQ602_004020","midnightblue","ophio_cflo"
"GQ602_004022","midnightblue","ophio_cflo"
"GQ602_004033","midnightblue","ophio_cflo"
"GQ602_004038","midnightblue","ophio_cflo"
"GQ602_004049","midnightblue","ophio_cflo"
"GQ602_004062","midnightblue","ophio_cflo"
"GQ602_004069","midnightblue","ophio_cflo"
"GQ602_004075","midnightblue","ophio_cflo"
"GQ602_004076","midnightblue","ophio_cflo"
"GQ602_004081","midnightblue","ophio_cflo"
"GQ602_004095","midnightblue","ophio_cflo"
"GQ602_004099","midnightblue","ophio_cflo"
"GQ602_004102","midnightblue","ophio_cflo"
"GQ602_004106","midnightblue","ophio_cflo"
"GQ602_004108","midnightblue","ophio_cflo"
"GQ602_004109","midnightblue","ophio_cflo"
"GQ602_004117","midnightblue","ophio_cflo"
"GQ602_004134","midnightblue","ophio_cflo"
"GQ602_004154","midnightblue","ophio_cflo"
"GQ602_004160","midnightblue","ophio_cflo"
"GQ602_004163","midnightblue","ophio_cflo"
"GQ602_004174","midnightblue","ophio_cflo"
"GQ602_004176","midnightblue","ophio_cflo"
"GQ602_004184","midnightblue","ophio_cflo"
"GQ602_004188","midnightblue","ophio_cflo"
"GQ602_004212","midnightblue","ophio_cflo"
"GQ602_004219","midnightblue","ophio_cflo"
"GQ602_004224","midnightblue","ophio_cflo"
"GQ602_004230","midnightblue","ophio_cflo"
"GQ602_004231","midnightblue","ophio_cflo"
"GQ602_004235","midnightblue","ophio_cflo"
"GQ602_004248","midnightblue","ophio_cflo"
"GQ602_004251","midnightblue","ophio_cflo"
"GQ602_004254","midnightblue","ophio_cflo"
"GQ602_004255","midnightblue","ophio_cflo"
"GQ602_004271","midnightblue","ophio_cflo"
"GQ602_004276","midnightblue","ophio_cflo"
"GQ602_004277","midnightblue","ophio_cflo"
"GQ602_004281","midnightblue","ophio_cflo"
"GQ602_004284","midnightblue","ophio_cflo"
"GQ602_004289","midnightblue","ophio_cflo"
"GQ602_004290","midnightblue","ophio_cflo"
"GQ602_004297","midnightblue","ophio_cflo"
"GQ602_004298","midnightblue","ophio_cflo"
"GQ602_004299","midnightblue","ophio_cflo"
"GQ602_004303","midnightblue","ophio_cflo"
"GQ602_004308","midnightblue","ophio_cflo"
"GQ602_004311","midnightblue","ophio_cflo"
"GQ602_004315","midnightblue","ophio_cflo"
"GQ602_004318","midnightblue","ophio_cflo"
"GQ602_004321","midnightblue","ophio_cflo"
"GQ602_004322","midnightblue","ophio_cflo"
"GQ602_004323","midnightblue","ophio_cflo"
"GQ602_004333","midnightblue","ophio_cflo"
"GQ602_004335","midnightblue","ophio_cflo"
"GQ602_004342","midnightblue","ophio_cflo"
"GQ602_004353","midnightblue","ophio_cflo"
"GQ602_004364","midnightblue","ophio_cflo"
"GQ602_004367","midnightblue","ophio_cflo"
"GQ602_004368","midnightblue","ophio_cflo"
"GQ602_004375","midnightblue","ophio_cflo"
"GQ602_004381","midnightblue","ophio_cflo"
"GQ602_004389","midnightblue","ophio_cflo"
"GQ602_004399","midnightblue","ophio_cflo"
"GQ602_004403","midnightblue","ophio_cflo"
"GQ602_004408","midnightblue","ophio_cflo"
"GQ602_004416","midnightblue","ophio_cflo"
"GQ602_004417","midnightblue","ophio_cflo"
"GQ602_004422","midnightblue","ophio_cflo"
"GQ602_004432","midnightblue","ophio_cflo"
"GQ602_004443","midnightblue","ophio_cflo"
"GQ602_004456","midnightblue","ophio_cflo"
"GQ602_004458","midnightblue","ophio_cflo"
"GQ602_004460","midnightblue","ophio_cflo"
"GQ602_004464","midnightblue","ophio_cflo"
"GQ602_004467","midnightblue","ophio_cflo"
"GQ602_004479","midnightblue","ophio_cflo"
"GQ602_004501","midnightblue","ophio_cflo"
"GQ602_004510","midnightblue","ophio_cflo"
"GQ602_004511","midnightblue","ophio_cflo"
"GQ602_004518","midnightblue","ophio_cflo"
"GQ602_004532","midnightblue","ophio_cflo"
"GQ602_004534","midnightblue","ophio_cflo"
"GQ602_004540","midnightblue","ophio_cflo"
"GQ602_004559","midnightblue","ophio_cflo"
"GQ602_004561","midnightblue","ophio_cflo"
"GQ602_004573","midnightblue","ophio_cflo"
"GQ602_004577","midnightblue","ophio_cflo"
"GQ602_004585","midnightblue","ophio_cflo"
"GQ602_004586","midnightblue","ophio_cflo"
"GQ602_004587","midnightblue","ophio_cflo"
"GQ602_004589","midnightblue","ophio_cflo"
"GQ602_004598","midnightblue","ophio_cflo"
"GQ602_004613","midnightblue","ophio_cflo"
"GQ602_004621","midnightblue","ophio_cflo"
"GQ602_004623","midnightblue","ophio_cflo"
"GQ602_004625","midnightblue","ophio_cflo"
"GQ602_004629","midnightblue","ophio_cflo"
"GQ602_004635","midnightblue","ophio_cflo"
"GQ602_004638","midnightblue","ophio_cflo"
"GQ602_004640","midnightblue","ophio_cflo"
"GQ602_004645","midnightblue","ophio_cflo"
"GQ602_004649","midnightblue","ophio_cflo"
"GQ602_004654","midnightblue","ophio_cflo"
"GQ602_004662","midnightblue","ophio_cflo"
"GQ602_004666","midnightblue","ophio_cflo"
"GQ602_004672","midnightblue","ophio_cflo"
"GQ602_004673","midnightblue","ophio_cflo"
"GQ602_004675","midnightblue","ophio_cflo"
"GQ602_004678","midnightblue","ophio_cflo"
"GQ602_004682","midnightblue","ophio_cflo"
"GQ602_004690","midnightblue","ophio_cflo"
"GQ602_004691","midnightblue","ophio_cflo"
"GQ602_004693","midnightblue","ophio_cflo"
"GQ602_004699","midnightblue","ophio_cflo"
"GQ602_004705","midnightblue","ophio_cflo"
"GQ602_004720","midnightblue","ophio_cflo"
"GQ602_004725","midnightblue","ophio_cflo"
"GQ602_004740","midnightblue","ophio_cflo"
"GQ602_004752","midnightblue","ophio_cflo"
"GQ602_004755","midnightblue","ophio_cflo"
"GQ602_004765","midnightblue","ophio_cflo"
"GQ602_004767","midnightblue","ophio_cflo"
"GQ602_004770","midnightblue","ophio_cflo"
"GQ602_004775","midnightblue","ophio_cflo"
"GQ602_004780","midnightblue","ophio_cflo"
"GQ602_004786","midnightblue","ophio_cflo"
"GQ602_004787","midnightblue","ophio_cflo"
"GQ602_004821","midnightblue","ophio_cflo"
"GQ602_004822","midnightblue","ophio_cflo"
"GQ602_004823","midnightblue","ophio_cflo"
"GQ602_004826","midnightblue","ophio_cflo"
"GQ602_004827","midnightblue","ophio_cflo"
"GQ602_004830","midnightblue","ophio_cflo"
"GQ602_004833","midnightblue","ophio_cflo"
"GQ602_004834","midnightblue","ophio_cflo"
"GQ602_004835","midnightblue","ophio_cflo"
"GQ602_004838","midnightblue","ophio_cflo"
"GQ602_004849","midnightblue","ophio_cflo"
"GQ602_004851","midnightblue","ophio_cflo"
"GQ602_004852","midnightblue","ophio_cflo"
"GQ602_004853","midnightblue","ophio_cflo"
"GQ602_004869","midnightblue","ophio_cflo"
"GQ602_004881","midnightblue","ophio_cflo"
"GQ602_004882","midnightblue","ophio_cflo"
"GQ602_004885","midnightblue","ophio_cflo"
"GQ602_004886","midnightblue","ophio_cflo"
"GQ602_004891","midnightblue","ophio_cflo"
"GQ602_004893","midnightblue","ophio_cflo"
"GQ602_004899","midnightblue","ophio_cflo"
"GQ602_004912","midnightblue","ophio_cflo"
"GQ602_004913","midnightblue","ophio_cflo"
"GQ602_004914","midnightblue","ophio_cflo"
"GQ602_004915","midnightblue","ophio_cflo"
"GQ602_004919","midnightblue","ophio_cflo"
"GQ602_004938","midnightblue","ophio_cflo"
"GQ602_004947","midnightblue","ophio_cflo"
"GQ602_004958","midnightblue","ophio_cflo"
"GQ602_004962","midnightblue","ophio_cflo"
"GQ602_004969","midnightblue","ophio_cflo"
"GQ602_004982","midnightblue","ophio_cflo"
"GQ602_004984","midnightblue","ophio_cflo"
"GQ602_004985","midnightblue","ophio_cflo"
"GQ602_004986","midnightblue","ophio_cflo"
"GQ602_004991","midnightblue","ophio_cflo"
"GQ602_004997","midnightblue","ophio_cflo"
"GQ602_005010","midnightblue","ophio_cflo"
"GQ602_005013","midnightblue","ophio_cflo"
"GQ602_005014","midnightblue","ophio_cflo"
"GQ602_005037","midnightblue","ophio_cflo"
"GQ602_005038","midnightblue","ophio_cflo"
"GQ602_005040","midnightblue","ophio_cflo"
"GQ602_005047","midnightblue","ophio_cflo"
"GQ602_005048","midnightblue","ophio_cflo"
"GQ602_005055","midnightblue","ophio_cflo"
"GQ602_005062","midnightblue","ophio_cflo"
"GQ602_005066","midnightblue","ophio_cflo"
"GQ602_005071","midnightblue","ophio_cflo"
"GQ602_005073","midnightblue","ophio_cflo"
"GQ602_005074","midnightblue","ophio_cflo"
"GQ602_005085","midnightblue","ophio_cflo"
"GQ602_005091","midnightblue","ophio_cflo"
"GQ602_005100","midnightblue","ophio_cflo"
"GQ602_005104","midnightblue","ophio_cflo"
"GQ602_005106","midnightblue","ophio_cflo"
"GQ602_005111","midnightblue","ophio_cflo"
"GQ602_005112","midnightblue","ophio_cflo"
"GQ602_005115","midnightblue","ophio_cflo"
"GQ602_005116","midnightblue","ophio_cflo"
"GQ602_005134","midnightblue","ophio_cflo"
"GQ602_005136","midnightblue","ophio_cflo"
"GQ602_005140","midnightblue","ophio_cflo"
"GQ602_005144","midnightblue","ophio_cflo"
"GQ602_005153","midnightblue","ophio_cflo"
"GQ602_005172","midnightblue","ophio_cflo"
"GQ602_005175","midnightblue","ophio_cflo"
"GQ602_005180","midnightblue","ophio_cflo"
"GQ602_005181","midnightblue","ophio_cflo"
"GQ602_005183","midnightblue","ophio_cflo"
"GQ602_005184","midnightblue","ophio_cflo"
"GQ602_005191","midnightblue","ophio_cflo"
"GQ602_005198","midnightblue","ophio_cflo"
"GQ602_005221","midnightblue","ophio_cflo"
"GQ602_005222","midnightblue","ophio_cflo"
"GQ602_005231","midnightblue","ophio_cflo"
"GQ602_005238","midnightblue","ophio_cflo"
"GQ602_005241","midnightblue","ophio_cflo"
"GQ602_005245","midnightblue","ophio_cflo"
"GQ602_005259","midnightblue","ophio_cflo"
"GQ602_005268","midnightblue","ophio_cflo"
"GQ602_005270","midnightblue","ophio_cflo"
"GQ602_005283","midnightblue","ophio_cflo"
"GQ602_005323","midnightblue","ophio_cflo"
"GQ602_005328","midnightblue","ophio_cflo"
"GQ602_005346","midnightblue","ophio_cflo"
"GQ602_005349","midnightblue","ophio_cflo"
"GQ602_005351","midnightblue","ophio_cflo"
"GQ602_005352","midnightblue","ophio_cflo"
"GQ602_005366","midnightblue","ophio_cflo"
"GQ602_005375","midnightblue","ophio_cflo"
"GQ602_005376","midnightblue","ophio_cflo"
"GQ602_005391","midnightblue","ophio_cflo"
"GQ602_005397","midnightblue","ophio_cflo"
"GQ602_005405","midnightblue","ophio_cflo"
"GQ602_005409","midnightblue","ophio_cflo"
"GQ602_005411","midnightblue","ophio_cflo"
"GQ602_005413","midnightblue","ophio_cflo"
"GQ602_005415","midnightblue","ophio_cflo"
"GQ602_005423","midnightblue","ophio_cflo"
"GQ602_005424","midnightblue","ophio_cflo"
"GQ602_005428","midnightblue","ophio_cflo"
"GQ602_005432","midnightblue","ophio_cflo"
"GQ602_005435","midnightblue","ophio_cflo"
"GQ602_005440","midnightblue","ophio_cflo"
"GQ602_005441","midnightblue","ophio_cflo"
"GQ602_005449","midnightblue","ophio_cflo"
"GQ602_005450","midnightblue","ophio_cflo"
"GQ602_005452","midnightblue","ophio_cflo"
"GQ602_005454","midnightblue","ophio_cflo"
"GQ602_005472","midnightblue","ophio_cflo"
"GQ602_005476","midnightblue","ophio_cflo"
"GQ602_005485","midnightblue","ophio_cflo"
"GQ602_005488","midnightblue","ophio_cflo"
"GQ602_005499","midnightblue","ophio_cflo"
"GQ602_005502","midnightblue","ophio_cflo"
"GQ602_005511","midnightblue","ophio_cflo"
"GQ602_005512","midnightblue","ophio_cflo"
"GQ602_005518","midnightblue","ophio_cflo"
"GQ602_005531","midnightblue","ophio_cflo"
"GQ602_005545","midnightblue","ophio_cflo"
"GQ602_005551","midnightblue","ophio_cflo"
"GQ602_005553","midnightblue","ophio_cflo"
"GQ602_005559","midnightblue","ophio_cflo"
"GQ602_005562","midnightblue","ophio_cflo"
"GQ602_005563","midnightblue","ophio_cflo"
"GQ602_005573","midnightblue","ophio_cflo"
"GQ602_005574","midnightblue","ophio_cflo"
"GQ602_005578","midnightblue","ophio_cflo"
"GQ602_005579","midnightblue","ophio_cflo"
"GQ602_005582","midnightblue","ophio_cflo"
"GQ602_005584","midnightblue","ophio_cflo"
"GQ602_005598","midnightblue","ophio_cflo"
"GQ602_005603","midnightblue","ophio_cflo"
"GQ602_005604","midnightblue","ophio_cflo"
"GQ602_005606","midnightblue","ophio_cflo"
"GQ602_005609","midnightblue","ophio_cflo"
"GQ602_005615","midnightblue","ophio_cflo"
"GQ602_005616","midnightblue","ophio_cflo"
"GQ602_005625","midnightblue","ophio_cflo"
"GQ602_005629","midnightblue","ophio_cflo"
"GQ602_005635","midnightblue","ophio_cflo"
"GQ602_005642","midnightblue","ophio_cflo"
"GQ602_005648","midnightblue","ophio_cflo"
"GQ602_005650","midnightblue","ophio_cflo"
"GQ602_005651","midnightblue","ophio_cflo"
"GQ602_005657","midnightblue","ophio_cflo"
"GQ602_005658","midnightblue","ophio_cflo"
"GQ602_005664","midnightblue","ophio_cflo"
"GQ602_005668","midnightblue","ophio_cflo"
"GQ602_005670","midnightblue","ophio_cflo"
"GQ602_005673","midnightblue","ophio_cflo"
"GQ602_005687","midnightblue","ophio_cflo"
"GQ602_005697","midnightblue","ophio_cflo"
"GQ602_005707","midnightblue","ophio_cflo"
"GQ602_005709","midnightblue","ophio_cflo"
"GQ602_005715","midnightblue","ophio_cflo"
"GQ602_005720","midnightblue","ophio_cflo"
"GQ602_005722","midnightblue","ophio_cflo"
"GQ602_005723","midnightblue","ophio_cflo"
"GQ602_005743","midnightblue","ophio_cflo"
"GQ602_005751","midnightblue","ophio_cflo"
"GQ602_005772","midnightblue","ophio_cflo"
"GQ602_005783","midnightblue","ophio_cflo"
"GQ602_005803","midnightblue","ophio_cflo"
"GQ602_005808","midnightblue","ophio_cflo"
"GQ602_005811","midnightblue","ophio_cflo"
"GQ602_005815","midnightblue","ophio_cflo"
"GQ602_005819","midnightblue","ophio_cflo"
"GQ602_005822","midnightblue","ophio_cflo"
"GQ602_005838","midnightblue","ophio_cflo"
"GQ602_005843","midnightblue","ophio_cflo"
"GQ602_005857","midnightblue","ophio_cflo"
"GQ602_005862","midnightblue","ophio_cflo"
"GQ602_005863","midnightblue","ophio_cflo"
"GQ602_005864","midnightblue","ophio_cflo"
"GQ602_005866","midnightblue","ophio_cflo"
"GQ602_005884","midnightblue","ophio_cflo"
"GQ602_005894","midnightblue","ophio_cflo"
"GQ602_005898","midnightblue","ophio_cflo"
"GQ602_005903","midnightblue","ophio_cflo"
"GQ602_005912","midnightblue","ophio_cflo"
"GQ602_005918","midnightblue","ophio_cflo"
"GQ602_005931","midnightblue","ophio_cflo"
"GQ602_005933","midnightblue","ophio_cflo"
"GQ602_005934","midnightblue","ophio_cflo"
"GQ602_005935","midnightblue","ophio_cflo"
"GQ602_005937","midnightblue","ophio_cflo"
"GQ602_005938","midnightblue","ophio_cflo"
"GQ602_005940","midnightblue","ophio_cflo"
"GQ602_005947","midnightblue","ophio_cflo"
"GQ602_005956","midnightblue","ophio_cflo"
"GQ602_005974","midnightblue","ophio_cflo"
"GQ602_005982","midnightblue","ophio_cflo"
"GQ602_005987","midnightblue","ophio_cflo"
"GQ602_005989","midnightblue","ophio_cflo"
"GQ602_005995","midnightblue","ophio_cflo"
"GQ602_006004","midnightblue","ophio_cflo"
"GQ602_006006","midnightblue","ophio_cflo"
"GQ602_006012","midnightblue","ophio_cflo"
"GQ602_006013","midnightblue","ophio_cflo"
"GQ602_006016","midnightblue","ophio_cflo"
"GQ602_006023","midnightblue","ophio_cflo"
"GQ602_006028","midnightblue","ophio_cflo"
"GQ602_006033","midnightblue","ophio_cflo"
"GQ602_006039","midnightblue","ophio_cflo"
"GQ602_006046","midnightblue","ophio_cflo"
"GQ602_006049","midnightblue","ophio_cflo"
"GQ602_006053","midnightblue","ophio_cflo"
"GQ602_006055","midnightblue","ophio_cflo"
"GQ602_006064","midnightblue","ophio_cflo"
"GQ602_006079","midnightblue","ophio_cflo"
"GQ602_006080","midnightblue","ophio_cflo"
"GQ602_006083","midnightblue","ophio_cflo"
"GQ602_006095","midnightblue","ophio_cflo"
"GQ602_006097","midnightblue","ophio_cflo"
"GQ602_006101","midnightblue","ophio_cflo"
"GQ602_006102","midnightblue","ophio_cflo"
"GQ602_006108","midnightblue","ophio_cflo"
"GQ602_006111","midnightblue","ophio_cflo"
"GQ602_006118","midnightblue","ophio_cflo"
"GQ602_006120","midnightblue","ophio_cflo"
"GQ602_006122","midnightblue","ophio_cflo"
"GQ602_006130","midnightblue","ophio_cflo"
"GQ602_006131","midnightblue","ophio_cflo"
"GQ602_006140","midnightblue","ophio_cflo"
"GQ602_006143","midnightblue","ophio_cflo"
"GQ602_006148","midnightblue","ophio_cflo"
"GQ602_006172","midnightblue","ophio_cflo"
"GQ602_006174","midnightblue","ophio_cflo"
"GQ602_006179","midnightblue","ophio_cflo"
"GQ602_006183","midnightblue","ophio_cflo"
"GQ602_006189","midnightblue","ophio_cflo"
"GQ602_006192","midnightblue","ophio_cflo"
"GQ602_006193","midnightblue","ophio_cflo"
"GQ602_006196","midnightblue","ophio_cflo"
"GQ602_006201","midnightblue","ophio_cflo"
"GQ602_006209","midnightblue","ophio_cflo"
"GQ602_006224","midnightblue","ophio_cflo"
"GQ602_006228","midnightblue","ophio_cflo"
"GQ602_006234","midnightblue","ophio_cflo"
"GQ602_006240","midnightblue","ophio_cflo"
"GQ602_006247","midnightblue","ophio_cflo"
"GQ602_006254","midnightblue","ophio_cflo"
"GQ602_006256","midnightblue","ophio_cflo"
"GQ602_006260","midnightblue","ophio_cflo"
"GQ602_006262","midnightblue","ophio_cflo"
"GQ602_006265","midnightblue","ophio_cflo"
"GQ602_006271","midnightblue","ophio_cflo"
"GQ602_006277","midnightblue","ophio_cflo"
"GQ602_006279","midnightblue","ophio_cflo"
"GQ602_006281","midnightblue","ophio_cflo"
"GQ602_006285","midnightblue","ophio_cflo"
"GQ602_006286","midnightblue","ophio_cflo"
"GQ602_006287","midnightblue","ophio_cflo"
"GQ602_006291","midnightblue","ophio_cflo"
"GQ602_006294","midnightblue","ophio_cflo"
"GQ602_006319","midnightblue","ophio_cflo"
"GQ602_006329","midnightblue","ophio_cflo"
"GQ602_006337","midnightblue","ophio_cflo"
"GQ602_006350","midnightblue","ophio_cflo"
