gene_ID_ncbi,ZT02,ZT04,ZT06,ZT08,ZT10,ZT12,ZT14,ZT16,ZT18,ZT20,ZT22,ZT24
BBA_00001,0,0,0,0,0,0,0,0,2.666,0,0,0
BBA_00002,0,0,0,0,0,0,0,0,0,0,0,0
BBA_00003,0,0,0,0,0,0,0,0,0,0,0,0
BBA_00004,0,0.270587,0,0,0,0,0,0,0,0,0,0.270899
BBA_00005,2.27065,2.06214,1.65738,1.75713,2.79614,1.9635,3.31709,2.93057,3.53145,4.99715,4.43318,5.06026
BBA_00006,16.8416,16.2848,10.8895,20.0648,14.976,13.0285,11.0014,10.2497,10.475,7.72192,11.4335,7.65293
BBA_00007,100.149,113.303,94.8303,143.117,116.967,168.311,110.127,113.549,95.3985,74.524,63.6004,66.9428
BBA_00008,47.7366,48.6639,48.5914,54.264,49.0917,51.2813,52.2024,41.4125,49.6567,50.2947,44.4545,46.1167
BBA_00009,290.647,215.409,183.122,282.404,220.683,226.646,277.216,262.136,236.714,279.416,209.499,268.738
BBA_00010,4.12246,5.45677,7.13492,5.37896,4.40612,7.89751,4.57683,5.92808,4.75359,6.79365,6.48272,6.08275
BBA_00011,72.6041,63.4045,60.6855,65.2866,57.1441,72.6264,67.8319,75.3783,63.3168,80.5151,72.8012,65.5435
BBA_00012,3137.39,3095.65,2880.04,2709.16,2253.92,3101.53,2605.96,2618.58,2622.77,2579.89,2387.41,2210.41
BBA_00013,17.532,21.0339,16.5947,22.9127,21.9624,25.2621,20.0889,21.1764,18.5197,17.9078,19.242,15.7388
BBA_00014,48.2068,37.8306,32.1737,51.0464,46.7506,60.0269,42.8414,45.6416,33.0271,34.5705,30.9169,26.6988
BBA_00015,24.4421,27.1761,25.1279,23.5368,25.4686,20.9118,24.3341,23.0213,20.5498,22.6839,22.6102,25.4117
BBA_00016,29.6023,26.3538,26.2408,35.1484,31.6876,28.7846,29.8853,28.1071,28.0177,25.1184,24.5339,24.1237
BBA_00017,0.0573483,0.137319,0,0.050917,0.0474399,0.0479563,0.119807,0,0,0.0478051,0.198802,0.0946469
BBA_00018,0.667271,0.803137,0.50135,0.294983,2.49215,1.12012,0,0.330563,0.330761,0.844906,0.87956,0.559096
BBA_00019,0,0,0,0,0,0,0,0,0,0,0,0
BBA_00020,7.17196,6.75061,6.47868,6.02817,10.1259,6.86718,8.12868,4.95296,8.0877,5.37775,7.31808,8.75135
BBA_00021,134.13,124.449,92.4547,125.996,114.539,125.041,73.95,124.489,121.611,122.898,124.921,165.942
BBA_00022,95.2627,87.3507,81.3079,89.6472,81.1424,88.275,78.4794,79.5963,79.9148,80.6268,90.3483,82.1713
BBA_00023,94.0266,101.885,108.32,110.432,97.6698,113.43,119.242,113.367,111.747,120.675,114.528,109.876
BBA_00024,17.4902,16.457,21.4644,11.3675,16.8206,14.695,18.4467,17.6016,13.6533,22.9244,27.9416,29.6903
BBA_00025,21.7775,23.0502,28.4618,27.1424,25.715,30.5598,24.8927,31.593,21.9839,28.2223,26.7578,29.0009
BBA_00026,0,0.365498,0,0.405607,0,0,0.927341,0,0,0.737932,0.381982,0
BBA_00027,174.558,154.348,160.748,246.037,176.296,200.759,183.25,174.093,165.89,173.311,146.517,162.761
BBA_00028,24.3296,32.8774,33.0003,23.3025,26.37,24.2919,31.5793,35.4667,30.5808,33.0494,36.8475,28.1422
BBA_00029,32.5705,23.9867,21.4407,38.0484,21.7871,25.9803,26.0295,20.2822,22.3529,19.5384,13.2788,13.8882
BBA_00030,13.7212,17.189,15.9684,17.411,15.7283,13.9777,15.8828,15.1068,13.5276,15.4659,14.7972,14.245
BBA_00031,0.639461,0.976988,0.456046,0.525343,0.882625,0.469205,0,0.580768,0.580763,0.481262,0.486734,0
BBA_00032,21.6784,14.5021,14.0421,11.8111,17.8821,11.2793,11.4431,18.4442,18.8287,23.74,27.0808,82.3134
BBA_00033,0.446728,0.567249,0.239357,0.745656,1.26585,0.645246,0.471997,0.580311,0.773037,1.22142,1.04533,0.886416
BBA_00034,130.251,95.7911,93.005,97.1554,92.7615,102.226,93.8499,94.6794,86.9034,100.102,95.2259,102.549
BBA_00035,3.057,4.79709,2.16391,2.56278,8.64706,4.68913,2.92924,0,2.87521,0,2.37328,2.29645
BBA_00036,14.89,14.3392,10.6388,12.3306,10.9688,7.62789,10.5985,8.44481,3.83014,7.97556,12.201,9.11608
BBA_00037,369.726,281.893,334.493,285.498,205.326,247,254.83,278.309,359.032,296.375,302.777,363.466
BBA_00038,122.418,121.769,132.189,99.4868,138.57,110.981,114.304,114.094,117.896,140.195,152.575,173.618
BBA_00039,0,21.0429,0,33.3032,9.54255,10.0515,0,38.3545,12.692,0,10.7171,0
BBA_00040,3.81064,3.62237,6.79832,3.59826,3.65228,3.13638,4.47498,4.2955,4.25346,2.52546,3.69973,2.71521
BBA_00041,22.5973,20.8672,27.6133,23.7458,32.6825,27.0346,29.426,27.9379,33.1771,32.8441,33.8372,37.9377
BBA_00042,22.266,21.787,19.6447,24.643,28.745,19.8755,18.841,20.6902,20.5723,24.8794,24.4777,28.2071
BBA_00043,16.8023,19.5924,18.1232,15.957,22.9338,18.3166,19.0397,18.2258,18.0571,20.1116,25.2777,20.4736
BBA_00044,36.8235,43.3994,30.0139,35.2394,28.851,34.7052,30.5384,28.523,31.2281,23.53,34.12,35.3077
BBA_00045,0.969165,0.764995,0.364854,2.50824,0.792887,0.80491,1.50439,1.44667,0.941862,0.409092,0.852695,0.411482
BBA_00046,7.42806,6.91851,9.48364,6.52289,4.88563,8.46347,8.25143,7.71829,6.39368,9.21823,11.4054,9.11476
BBA_00047,15.6156,14.7007,10.9278,10.9916,6.69638,11.1782,9.37763,10.5575,6.2225,8.79161,14.8792,8.97267
BBA_00048,12.0978,16.2474,17.9408,16.2861,18.3829,20.0311,18.0573,14.8027,15.3864,18.45,20.5465,15.441
BBA_00049,2.26737,2.61856,1.77232,2.37255,3.34086,3.67692,1.19358,1.15255,1.73405,0.590966,1.71032,1.8904
BBA_00050,149.991,196.787,188.081,164.948,189.147,204.546,202.584,224.668,221.594,226.877,223.488,214.582
BBA_00051,5.87388,10.8336,14.1449,10.9454,17.3472,11.0971,10.9832,11.8462,14.7901,12.2375,13.6243,14.1462
BBA_00052,17.9459,18.8832,15.8034,12.4341,19.264,16.894,18.4768,18.0201,18.0468,23.2478,24.1645,28.0524
BBA_00053,43.4611,42.419,47.9327,36.1373,49.8004,29.6293,47.5583,43.0477,42.2576,52.9706,56.7109,59.6068
BBA_00054,3951.23,4571.65,4012.55,2490.51,1697.76,2694.21,3422.83,3448.3,4319.21,4172.58,3983.75,4549.19
BBA_00055,435.664,419.959,401.58,360.342,333.067,411.842,350.445,362.287,382.132,393.129,388.931,434.191
BBA_00056,0.687646,0.556848,0.514759,0,0,0,0,0,0,0,0.6266,0
BBA_00057,1.00258,1.32578,1.73916,0.291001,0.538941,1.37149,0.695153,1.34015,1.66695,0.28025,0,0
BBA_00058,23.7547,19.8254,18.0313,21.8365,20.0106,22.8657,19.6737,18.5015,15.7914,19.9295,19.042,20.6389
BBA_00059,0.540193,1.57361,1.07954,1.26759,1.79009,1.36257,1.34152,0.364652,1.43732,0.910394,1.27163,1.80947
BBA_00060,10.5396,10.5937,12.7896,10.6124,14.655,9.6386,10.8822,9.43628,7.79452,11.5777,13.4279,14.0836
BBA_00061,90.8172,58.9625,63.2981,86.3355,8.90566,78.6997,40.7678,51.2142,28.7737,55.5145,79.5149,18.9895
BBA_00062,8.47662,4.00012,3.65611,4.26775,2.02649,7.81606,2.23866,4.46975,2.29737,3.85325,11.6767,1.98374
BBA_00063,11.1442,8.52717,11.0042,5.35343,11.9285,6.62971,9.66268,7.66481,9.98824,10.3855,14.8367,12.3005
BBA_00064,308.605,173.778,159.79,149.387,174.501,98.8252,220.083,199.865,230.489,311.279,304.075,308.126
BBA_00065,2.11767,5.29076,8.50283,1.81876,4.13251,28.2477,9.19373,6.9152,4.7547,10.6835,25.1461,14.8309
BBA_00066,0.640923,1.70752,3.02908,1.51759,2.94148,10.2949,3.36851,1.9404,3.1779,4.0902,11.2697,6.57005
BBA_00067,9.22855,10.1635,12.2701,9.39332,8.5897,17.3947,8.49914,12.4703,13.5418,17.2918,20.051,24.2962
BBA_00068,1.37005,1.80669,1.44254,1.62639,1.33056,1.97211,0.773657,1.77549,0.883556,0.969693,1.89436,2.06159
BBA_00069,0.308724,0,0.227868,0,0,0,0,0,0,0,0.272449,0
BBA_00070,0,0,0,0,0,0,0,0,0,0,0,0
BBA_00071,37.6309,37.641,43.0738,32.6644,53.7514,43.1836,40.4032,50.8977,52.1802,64.7365,71.9359,76.2965
BBA_00072,1.93892,1.78908,2.21017,1.22048,1.7479,1.69113,1.81523,2.39692,1.77503,2.7192,2.46227,2.81337
BBA_00073,1.16093,1.99838,1.28369,1.56128,0.794368,1.60569,1.80633,1.14999,2.30276,1.25636,1.14511,0.785788
BBA_00074,0,0.141869,0.13243,0,0.13828,0.144205,0,0,0,0.144074,0,0.142836
BBA_00075,0,0,0,0,0,0,0.56581,0,0,0,0,0.446404
BBA_00076,1.051,0.699956,0.132175,0.924383,0.852535,0.721464,0.916126,0.8683,0,0.732339,1.35742,0.867177
BBA_00077,0,0.283009,0.812613,0,0,0,0,0,0.354078,0,0.326403,0.315208
BBA_00078,0,0,0,0.353547,0,0,0,0,0,0,0,0
BBA_00079,0.53158,0.104685,0.195299,0.468616,0.533233,0.541933,0,0.391619,0.260125,0.540244,0.334413,0.640099
BBA_00080,172.267,175.079,150.542,209.141,167.026,156.428,138.631,126.344,167.174,128.876,111.717,148.842
BBA_00081,0.167966,0.13535,0.125834,0.150041,0,0.145434,0,0.173343,0,0,0,0
BBA_00082,0,0,0,1.57384,0,0.49102,0,0,0,0,0,0
BBA_00083,0,0,0,0,0,0,1.04601,0,1.00918,0,0,0
BBA_00084,0,0,0,0,0,0,0,0,0,0,0,0
BBA_00085,15.9388,20.3929,15.3013,19.7468,19.948,18.9066,14.8086,13.0147,12.0918,16.3406,16.3583,16.3633
BBA_00086,0,0,0,0,0,0,0,0,0,0,0,0
BBA_00087,0.372001,0,0,0,0,0,0,0.3656,0.364176,0,0.314074,0
BBA_00088,0,0,0,0,0,0,0,0,0,0,0,0
BBA_00089,0,0,0,0,0,0,0,0,0,0,0,0
BBA_00090,0.428967,0.229012,0.323363,0.630682,0.580535,0.591826,0.14976,0.28528,0.427222,0.596867,0.988532,1.30508
BBA_00091,0,0.366395,0.514528,0.608974,0.559867,0.381194,0.360038,0.344142,0.227931,0,0.495065,0.28525
BBA_00092,22.5524,20.1278,18.4663,17.4702,18.2248,23.4825,19.8571,22.8588,22.6271,20.3314,22.9697,27.4026
BBA_00093,0,0,0.225595,0,0,0.249555,0,0.299601,0.597914,0,0,0.499551
BBA_00094,9.41963,13.1401,18.0736,13.2584,19.7431,15.6615,15.8491,19.8388,19.3313,16.8754,26.3785,19.2683
BBA_00095,157.245,124.554,109.669,112.757,188.673,146.984,127.179,125.35,126.131,134.013,135.931,143.997
BBA_00096,27.2941,21.6531,30.537,11.5725,27.2966,38.0115,28.6728,26.3549,26.7602,37.4824,52.2734,55.7738
BBA_00097,192.338,131.376,129.138,93.6773,116.265,96.2037,121.135,156.98,182.595,181.033,169.872,179.694
BBA_00098,3.57,2.55049,3.79421,1.98181,3.80182,2.79048,2.73481,4.81871,4.57897,3.2786,3.57818,2.96509
BBA_00099,35.2709,31.004,29.7645,18.7798,13.5577,44.9708,21.922,25.7514,33.2836,35.0015,28.2865,52.0625
BBA_00100,146.777,123.633,132.889,153.161,151.036,160.571,112.39,130.097,129.537,109.356,128.358,138.827
BBA_00101,49.6853,40.5989,35.4024,40.2058,36.6109,37.6253,49.0232,32.6014,33.3653,36.3947,35.7798,38.6748
BBA_00102,0,0,0,0,0,0,0,0,0,0,0,0
BBA_00103,0,0,0,0,0,0,0,3.86595,0,0,0,0
BBA_00104,857.882,829.242,913.713,830.451,728.244,1272.84,917.668,1116.92,1031.3,1212.58,1498.87,1491.34
BBA_00105,7.10229,6.72355,7.29233,7.12672,7.18949,7.78721,6.61712,10.5334,7.97045,8.60118,9.18964,8.19488
BBA_00106,62.5809,51.8076,38.6749,88.6664,42.4417,47.662,51.1739,45.9628,46.5574,35.1478,28.6219,25.671
BBA_00107,17.0279,15.4556,13.1518,15.7888,12.4574,15.3181,17.0395,15.6139,14.008,13.9312,11.6881,13.1902
BBA_00108,43.9794,50.7765,52.4385,41.6024,40.0625,40.6106,33.2568,41.749,38.7294,37.7871,40.8373,38.1266
BBA_00109,105.638,100.57,95.052,69.5461,44.6237,63.0841,89.5849,98.5306,71.1121,127.989,98.7205,69.7483
BBA_00110,135.085,86.2806,66.8385,106.467,45.8232,37.8631,56.9594,59.3128,50.2703,73.9328,55.3733,48.2191
BBA_00111,0,0,0,2.01548,0,1.81797,0,0,0,0,0,0
BBA_00112,52.0765,54.9386,54.146,34.9337,46.1636,42.0005,50.2275,48.4589,39.9769,54.468,37.364,59.2485
BBA_00113,1.53286,0,0.565381,0,0.652256,0,0,0,0,0.646143,0,0.634276
BBA_00114,15.3412,20.0767,30.33,24.5307,37.3932,20.4499,36.9298,31.5304,24.7571,23.0233,26.9114,24.0454
BBA_00115,51.2245,53.4475,56.1383,58.1188,47.4293,76.192,54.078,64.0757,65.9275,70.8942,85.0866,70.6945
BBA_00116,19.0759,16.2065,20.2134,18.4153,19.0879,20.3184,13.2372,17.8423,17.234,17.5756,16.5995,15.2729
BBA_00117,282.091,243.362,241.072,219.125,302.073,241.746,279.943,254.426,223.561,306.128,334.506,355.916
BBA_00118,207.84,193.575,170.232,122.927,169.256,156.856,139.626,176.467,258.033,256.063,255.666,319.702
BBA_00119,292.694,288.62,257.233,264.979,309.755,242.2,241.14,280.889,237.532,278.892,307.925,313.388
BBA_00120,0.600144,0.788102,1.60018,0.348375,0.766985,0.796825,1.9953,0.780321,1.36266,0.954827,1.47393,1.26281
BBA_00121,19.2907,22.3024,26.907,24.4992,34.0362,31.059,32.5348,25.1817,26.1456,30.2247,33.5694,26.0452
BBA_00122,34.4173,41.3409,25.3855,70.4967,37.1699,43.9289,32.0627,27.8159,31.0339,23.2661,13.3807,16.1251
BBA_00123,0.233028,0.188564,0.519454,0,0.381405,0.385266,0.488954,0.931826,0.23225,0.585085,0.610268,0.771969
BBA_00124,44.9065,59.681,61.2342,49.6413,53.4868,50.4154,51.754,54.4212,54.2339,48.8763,57.6722,49.0052
BBA_00125,68.9729,67.4623,76.3535,48.3392,47.8183,57.7412,75.8752,86.1854,76.0114,99.5884,91.6134,76.275
BBA_00126,6.85108,8.22838,11.8837,8.49193,12.2764,10.7485,12.3274,10.5872,10.6141,13.2405,12.6197,13.8292
BBA_00127,1.64179,1.88077,2.45982,1.19423,1.9714,3.20447,2.75967,2.66204,2.22158,1.65733,4.03339,2.2902
BBA_00128,157.814,136.496,143.633,149.151,159.063,158.607,153.677,153.857,138.185,154.842,163.035,150.623
BBA_00129,1921.14,1955.37,1603.87,1978.52,1722.52,1883.85,1697.42,1654.52,1517.28,1443.52,1384.53,1366.39
BBA_00130,21.428,23.4331,22.1868,21.6849,31.1386,21.7546,25.524,21.5053,20.2442,17.8424,17.0643,19.1309
BBA_00131,105.676,119.095,95.1869,124.76,128.862,106.089,104.056,110.362,96.1734,101.046,96.9859,109.407
BBA_00132,43.6948,34.6161,36.7121,32.2995,41.7682,37.7244,39.61,39.61,38.5213,40.5243,45.1364,39.6257
BBA_00133,24.4173,27.1935,26.3032,31.373,23.488,27.0693,23.4741,23.7423,24.5769,22.8152,20.4655,22.2059
BBA_00134,235.772,222.178,185.094,268.917,221.507,229.528,184.052,193.032,198.196,159.155,174.838,205.108
BBA_00135,36.868,51.6743,41.6362,68.4583,51.8148,55.0013,44.1758,42.1749,39.6617,38.2691,35.2261,35.0985
BBA_00136,972.315,957.026,953.273,963.06,1125.68,928.698,1044.8,950.148,944.112,980.091,1013.61,1042.64
BBA_00137,4481.66,4222.79,3323.31,3453.88,2622.81,3748.63,3317.58,3369.59,3590.18,3194.66,3050.78,3373.55
BBA_00138,63.9851,62.2632,63.3252,69.5229,66.9123,63.1045,68.3205,56.5313,61.2117,55.382,53.1053,58.7739
BBA_00139,40.0296,52.5565,48.6109,44.9982,54.3646,45.3355,48.4189,49.3654,57.6615,46.1445,49.8033,51.4197
BBA_00140,82.8448,75.7335,78.6434,76.0525,81.5072,89.3759,87.519,84.2598,89.8692,82.7951,74.7835,94.3919
BBA_00141,0.254743,0.201257,0.0940257,0.111304,0.200818,0.10273,0.259175,0.873072,0.123481,0.206072,0.106213,0.203859
BBA_00142,88.9101,89.7215,101.213,87.6831,66.4654,92.768,108.588,87.8102,81.1316,93.435,110.601,86.0526
BBA_00143,53.1159,46.8853,47.3352,41.7241,48.1311,38.2877,46.959,50.3113,48.2773,47.6951,47.4158,48.3679
BBA_00144,4.08269,6.3581,4.84334,5.31621,7.4915,5.54595,5.11417,3.02642,3.64304,3.45081,3.72749,3.28548
BBA_00145,100.695,104.301,144.76,71.2318,95.7228,145.544,170.596,119.104,119.763,178.592,189.001,174.73
BBA_00146,11.6609,11.9117,12.6905,13.0938,12.9128,15.1606,16.6923,15.8832,13.966,15.9687,14.7296,13.542
BBA_00147,3.28157,3.88983,3.93563,4.67971,7.80292,1.30006,4.92899,6.93197,2.0967,3.00997,3.99471,4.27399
BBA_00148,5.40611,10.3917,12.4514,9.58601,16.8883,7.41348,15.6443,9.57937,10.4793,8.90261,10.0649,10.9538
BBA_00149,23.7743,18.8412,21.1401,17.426,16.857,31.4908,19.1133,22.4543,18.0039,22.7699,30.9393,29.4801
BBA_00150,19.7292,15.2268,14.1914,19.7155,19.8394,14.27,17.3607,14.3799,18.509,12.4899,15.179,17.8716
BBA_00151,26.6598,23.0502,28.1317,25.4911,33.9867,27.711,27.6715,23.0215,32.7849,28.1431,34.2695,40.8781
BBA_00152,11.8783,18.3382,17.0904,19.2796,38.8491,18.5027,27.0535,20.216,17.9316,18.6997,17.8634,33.3867
BBA_00153,168.085,146.493,148.37,117.186,197.767,137.382,147.566,166.696,179.324,176.128,169.822,183.149
BBA_00154,1544.7,1564.12,1618.88,1656.78,1603.12,1869.31,1645.77,1598.51,1638.18,1505.63,1529.28,1468.53
BBA_00155,1099.03,1106.9,878.696,1478.67,1028.99,911.901,1007.8,1003.06,1025.01,892.958,783.181,846.025
BBA_00156,176.956,134.727,117.711,186.855,170.745,134.022,157.006,147.148,124.068,120.732,107.524,117.897
BBA_00157,292.604,208.209,180.715,268.52,258.485,224.011,189.642,220.256,205.093,193.92,199.809,184.719
BBA_00158,104.947,89.7656,101.481,108.027,120.955,101.427,108.638,104.226,108.169,115.567,126.886,130.132
BBA_00159,7.72725,8.89631,9.21251,6.99472,11.902,9.76384,12.0034,10.0222,9.95548,12.0177,12.9465,12.4246
BBA_00160,357.881,346.668,287.013,332.594,250.673,292.505,281.652,343.619,277.311,255.144,289.404,252.481
BBA_00161,8.87745,9.88861,11.7303,7.74542,13.986,10.6742,12.8079,11.0631,10.1413,15.197,15.9816,15.9508
BBA_00162,5.13819,6.22262,6.7392,9.3319,8.35057,11.6103,7.36302,8.26394,7.18432,5.09095,3.76618,4.5559
BBA_00163,44.6643,54.1888,62.6878,42.0699,75.5786,82.6714,60.896,60.9533,65.6579,71.9082,80.9301,99.3994
BBA_00164,1.73535,2.03289,2.34114,2.70677,2.79578,2.36269,2.40066,1.74535,2.29411,3.16571,2.14635,2.508
BBA_00165,11.7088,12.38,16.4581,8.51801,14.4911,13.7116,14.3998,16.8217,16.6433,29.34,41.7758,42.3197
BBA_00166,24.3473,26.7409,30.1904,23.3871,34.0807,24.4097,31.5511,29.8956,23.5159,35.4097,47.6799,51.0964
BBA_00167,28.1483,48.9455,52.8824,38.7111,46.637,46.7785,58.0149,65.808,64.2837,68.3342,65.5843,80.0467
BBA_00168,26.6877,31.3048,38.6195,25.8856,43.7916,46.4493,49.2114,48.211,49.4215,49.4185,42.6999,67.2053
BBA_00169,287.731,267.754,218.314,450.999,253.526,280.39,282.378,245.037,244.244,179.658,141.95,129.311
BBA_00170,0.855795,0.382994,0.714735,0.504721,0.547676,0.555761,0.505209,0.478931,0.57155,0.802943,0.498921,0.395736
BBA_00171,21.6052,17.3502,16.8058,15.1458,21.6554,22.7224,23.4262,20.3764,24.5749,24.3318,23.5243,29.4298
BBA_00172,60.6634,51.9562,51.9178,36.1624,44.1459,41.8746,45.2151,46.481,49.1693,77.3382,75.1891,88.4492
BBA_00173,14.1518,16.7705,15.0158,13.1216,12.5094,12.9173,14.3662,13.7339,18.2098,10.787,11.9883,9.26668
BBA_00174,699.066,699.468,588.453,636.679,465.776,522.547,576.443,594.526,615.067,566.15,532.671,610.421
BBA_00175,20.2615,20.367,16.0099,22.5556,15.3173,17.4276,15.7098,13.0062,14.2623,13.2107,12.4234,12.7476
BBA_00176,687.755,1107.04,1128.88,913.56,724.608,888.803,898.08,883.085,1153.04,623.321,587.677,351.892
BBA_00177,27.4864,26.3422,30.0128,24.8991,28.0132,32.9474,34.7388,26.0515,32.4295,25.9322,27.9807,23.9968
BBA_00178,42.1365,41.5879,45.6775,43.902,56.7165,52.0464,59.2377,52.7704,48.4493,60.1189,66.7967,57.9509
BBA_00179,29.1391,23.8138,23.6567,21.4331,33.1002,29.2969,22.3827,22.0902,20.7904,27.4197,25.6757,30.534
BBA_00180,7.12079,5.36084,6.21785,4.679,8.31884,5.14736,6.23604,5.97187,5.04351,7.4784,10.3076,8.00551
BBA_00181,13.3385,14.4015,19.8699,15.2213,16.1047,20.4056,19.6416,20.4579,14.9127,15.8872,15.6944,13.9098
BBA_00182,0,2.01966,1.86364,2.28421,1.06797,0,1.33387,1.29438,0,0,0,1.03228
BBA_00183,33.3256,22.1383,20.4433,33.9251,11.0004,34.6141,19.7993,25.7507,25.6915,22.1604,22.0178,15.6758
BBA_00184,46.0707,35.941,28.8716,50.2499,26.0534,37.5557,38.4771,36.7344,34.9875,27.6615,17.0345,15.8121
BBA_00185,70.9212,72.826,74.9548,76.9486,95.159,83.9978,84.2595,81.7911,89.1001,80.1775,79.4485,89.1518
BBA_00186,29.1916,35.6721,30.4645,28.9844,29.43,23.4292,26.7604,25.9048,31.2897,22.5946,22.2861,31.308
BBA_00187,255.426,258.78,272.014,287.175,289.05,253.803,266.591,254.7,282.542,239.889,233.676,231.138
BBA_00188,196.658,217.966,207.64,223.926,223.372,205.054,211.556,186.861,228.583,174.652,163.29,158.337
BBA_00189,5.34105,7.8171,3.24539,4.74913,3.73101,0.938736,1.15908,2.2233,6.61899,1.87416,0,0
BBA_00190,1279.19,953.608,975.597,1487.09,1120.52,1908.99,1105.69,1165.85,987.509,804.853,914.015,733.223
BBA_00191,0,0.175074,0.162666,0.193208,0.180129,0.183506,0,0,0,0,0,0
BBA_00192,2.19264,3.58553,2.36544,5.86812,8.56497,4.08436,2.36558,3.11911,3.15652,2.26924,2.34946,2.59693
BBA_00193,7.09748,8.84879,13.4884,8.12481,26.2023,6.02337,20.3206,11.5757,6.60614,12.4176,16.5645,21.1971
BBA_00194,0.560404,0.149825,0.277934,0.9757,0.43814,0.601582,0.574859,0.185634,0.369937,0.304554,0,0.301039
BBA_00195,24.9223,25.8677,21.9861,25.5335,30.3219,21.9217,23.443,23.3173,22.5523,24.7158,26.1286,24.1848
BBA_00196,0,0,0,0,0,0,0,0,0,0,0,0
BBA_00197,0,0,0,0,0,0,0,0,0,0,0,0
BBA_00198,0,0,0,0,0,0,0,0,0,0,0,0
BBA_00199,0,0,0,0,0,0,0,0,0,0,0,0
BBA_00200,0,0,0,0,0,0,0,0,0,0,0,0
BBA_00201,0,0,0,0,0,0,0,0,0,0,0,0
BBA_00202,0,0,0,0,0,0,0,0,0,0,0,0
BBA_00203,0.417827,0.268118,0.555277,0.297911,0.535974,0.692791,0.173713,1.16293,0.498422,0.545924,1.0581,0.674915
BBA_00204,37.441,42.3605,46.9699,40.041,64.607,43.0635,65.4146,52.2533,51.4945,50.4203,54.8896,66.9659
BBA_00205,1.54967,1.52333,2.24888,1.38775,2.13545,1.52441,3.0927,2.98394,2.24565,1.83659,3.78564,1.83448
BBA_00206,20.1632,8.05122,0,0,0,15.7668,0,0,19.6764,8.06346,0,0
BBA_00207,111.924,157.881,132.293,144.326,147.129,117.845,134.291,136.397,139.257,140.204,137.507,143.344
BBA_00208,1208.49,1301.51,1006.98,1206.35,899.803,937.568,981.222,996.017,1084.68,896.774,803.958,855.016
BBA_00209,83.693,78.8925,85.7778,64.5795,92.0687,94.8078,85.9701,86.634,94.7906,103.919,104.425,128.665
BBA_00210,27.7842,17.9545,33.6145,18.9626,36.1298,29.053,35.6312,30.8549,26.7237,35.5041,38.9217,34.4902
BBA_00211,32.4464,40.0278,33.4182,28.1045,24.9481,22.6376,22.0126,18.9199,21.6664,16.56,20.3696,20.1914
BBA_00212,3.94401,6.01185,5.99254,9.23177,6.55988,2.74958,5.64837,7.02552,11.6943,5.33538,5.5763,3.18012
BBA_00213,40.8215,42.8335,40.7321,50.4097,38.5443,35.8154,52.8527,41.2929,54.2522,39.2164,41.0197,38.8181
BBA_00214,12.9941,14.4382,13.8032,17.5442,17.8569,15.5553,15.4885,15.9088,17.5479,13.8638,13.0088,11.7225
BBA_00215,34.4121,33.0358,29.3308,42.7613,44.4549,34.9677,34.9981,37.8496,37.5716,33.6482,32.5464,35.0281
BBA_00216,129.31,108.259,115.435,103.483,145.853,84.8507,130.663,107.34,106.974,102.147,115.504,141.966
BBA_00217,2163.01,1990.45,1546.55,2626.8,1678.54,1685.43,1702.76,1637.75,1610.67,1320.94,1213.59,1369.31
BBA_00218,27.2841,32.7654,37.6752,33.9732,43.4154,30.318,40.4793,40.2771,27.3343,30.8777,36.7261,36.5762
BBA_00219,53.6957,48.0206,53.2145,56.1063,62.1389,51.6117,46.5097,52.6911,43.3268,49.6463,43.884,62.9624
BBA_00220,28.0456,29.4448,30.2074,20.5096,22.4463,31.0804,24.5109,26.7362,29.8202,32.6332,32.505,32.1974
BBA_00221,78.0972,77.1631,77.4498,81.3522,78.6369,117.626,87.3952,85.2978,72.96,71.356,63.9011,64.7739
BBA_00222,32.9365,29.6753,45.9544,29.801,50.0148,41.8794,42.7195,41.8811,49.1188,41.0769,46.4425,60.8652
BBA_00223,21.7817,39.3263,74.4546,25.4016,16.677,23.0303,25.1514,27.5967,24.2705,33.7671,32.2038,57.6634
BBA_00224,2.29897,1.84008,3.46325,3.32122,3.65538,5.17531,2.46266,2.32611,1.731,2.47331,4.15468,4.64641
BBA_00225,0.49775,0.806893,2.23357,1.35299,3.40122,1.30211,2.15323,1.5306,1.0216,1.69713,0.444044,1.24452
BBA_00226,2.41975,2.89903,0.879812,1.0587,0.903039,1.88347,1.20312,1.16986,2.3383,1.90149,1.95672,0.932412
BBA_00227,272.639,267.759,221.852,480.546,267.15,410.475,309.999,292.844,245.87,186.595,137.705,105.823
BBA_00228,579.156,538.985,473.08,861.674,751.555,860.178,573.152,587.425,569.576,405.146,355.452,373.194
BBA_00229,131.261,117.673,101.97,136.867,107.554,139.907,122.614,124.471,114.61,96.8965,90.6471,67.2622
BBA_00230,96.7598,94.1135,90.1249,73.3885,71.009,88.8686,77.1723,86.3123,92.1006,79.8846,79.2959,82.6306
BBA_00231,39.2377,34.7825,35.3352,37.7378,34.2799,46.674,34.2428,33.2034,34.4229,34.1593,35.5593,30.4621
BBA_00232,4.88294,4.2978,4.04455,3.72094,5.04709,3.7684,4.21593,5.38709,6.6098,4.74418,5.66494,6.28985
BBA_00233,0,0,0,0,0,0,0,0,0,0,0,0
BBA_00234,0.293878,0.693911,1.07764,1.01177,0.675017,1.16623,1.17516,2.29184,2.81107,1.1792,2.92002,3.0183
