"gene_name","ZT04dd","ZT08dd","ZT12dd","ZT16dd","ZT20dd","ZT24dd","ZT28dd","ZT32dd","ZT36dd","ZT40dd","ZT44dd","ZT48dd"
"XA68_13182",0.4655231676325,1.18211198390621,-0.840544887544525,0.56946077269276,0.159861545944123,-2.10439389159641,0.365406042331365,0.72376326871426,0.0627761926765789,1.18054906695445,-0.501912396453472,-1.26260086525784
"XA68_13183",0.51766774052267,0.953952581256606,0.562508568209256,1.19442700827294,0.501745878269629,-2.32659370676708,-0.493160832768582,0.196741651802929,-0.0361076017751237,0.701840266954377,-1.06890388790084,-0.704117666076775
"XA68_13184",0.636130858911676,1.10363603934189,0.436959457843406,-0.33061415160912,0.0548096315532234,-2.81316247509496,0.123219339045174,0.315565275352715,0.464910975324906,0.730044912830241,-0.226501531005043,-0.494998332494107
"XA68_13185",-0.16703913514192,-1.09705289946394,-0.151402424207236,-0.698547947498598,1.66795838111785,1.85122080473556,0.624059803272527,-0.452898950335108,0.35256366141312,-0.644284902379395,0.0957960759216169,-1.38037246743449
"XA68_13186",-0.332112379821389,-1.15692547249796,0.913371605062088,-0.038955596538135,0.693855931198913,1.5886787837148,-0.589039156964745,-1.24694787703542,-0.611527198819533,-0.739634832995181,1.69053501483854,-0.171298820141988
"XA68_13187",0.777777421096655,0.806780948371531,-0.65154925026356,0.734098989037629,0.000173973083754326,-1.89991765276145,0.980662363710274,0.843260215790298,0.345683677638533,0.511639074367503,-1.46839382562196,-0.980215934449221
"XA68_13188",-0.535981392415628,-0.826416323652906,0.640640843500464,0.0466143182773707,1.39114699873248,1.42902312561472,-0.879934043122191,-0.753498424134017,-0.664563911890776,-0.542065717217048,1.6360646293308,-0.94103010302327
"XA68_13189",-0.321097411716454,-0.641119103816879,0.562704475821043,-0.18620441455428,0.914983835526469,0.604199130815902,-0.562634751175343,-1.15028631412938,-0.694954373452795,-1.13194866703264,2.33559502590683,0.270762567807533
"XA68_13190",0.410596789614592,-0.418388854812876,-0.844947823756258,-0.528376639370205,-0.317527262143755,0.133581645122558,0.894952276814422,0.16313624770025,-0.460097316442937,0.0433560468866132,2.47143797687886,-1.54772308649127
"XA68_13191",0.747238395859732,0.662503914458974,0.397005323786417,1.14350857228048,0.460386261730646,-0.983692009927346,0.0994825381989867,-1.70748671825369,0.292351016642355,-1.98888612854281,0.494771566077613,0.382817267688663
"XA68_13192",-1.33355842950025,-1.38877658138307,0.734466863155281,-0.995714421655194,-0.195083685371011,1.25563503059552,0.233536636852048,-0.302526640085166,-0.213573792091489,-0.433669027438614,1.6969608533695,0.942303193552435
"XA68_13193",0.568569318242003,-0.549081198801518,-0.67709349951017,-1.1869286723493,1.12656538792938,1.64573836505113,0.346588079902573,0.544263095253149,0.932443107968065,-1.45020646841875,-1.03472645833713,-0.266131056929425
"XA68_13194",0.928913235727025,1.32371232340477,-1.1225497617261,0.999089725842583,-0.906552839638499,-1.21919818385573,0.100815559486285,0.988652529072097,0.194234661467411,0.793151262987396,-1.03138204598429,-1.04888646678295
"XA68_13195",-0.355207228359896,-0.833262769293504,-0.194405519035984,1.26298970656811,0.408048654646975,0.997033405629338,-0.352178801034761,-1.22887507199079,-1.22128816734451,-0.856124660836938,1.7829240695587,0.590346381493275
"XA68_13196",-0.358296987995753,1.46301553850576,-1.47539544706219,0.272353958811669,-0.196671103058424,-1.2350884293567,0.574374980839965,1.24193924453936,0.509674049470081,1.04170699747191,-0.991146676566029,-0.846466125599649
"XA68_13197",-1.79520886711239,-1.0770194643822,0.408208844712624,1.06246707945493,1.90118425753323,-0.115056466250709,-0.973881865615745,0.0304422073040942,0.0938342557832973,0.288572043357034,0.652597596321435,-0.476139621105624
"XA68_13198",0.388462095574915,0.476583935240254,0.275548879088213,1.19177336526307,1.92961198444103,-2.01352283651244,-0.857503494465517,-0.587943601764221,-0.0244497267891904,-0.232790682728923,-0.450825645529568,-0.0949442718176328
"XA68_13199",-0.626539282409741,-0.0992942072861931,0.531845961472057,-0.586876071040697,1.61873437201912,-0.580798693511587,0.084493834490938,-0.923892125003857,0.689652193307802,-1.94342609148251,0.591090840515098,1.24500926892954
"XA68_13200",0.557994943771084,-1.55406637521363,-0.704791598220601,-0.348834160504354,-0.554776052622998,-1.03153612166016,0.126646398188746,0.891024029668321,0.000377706389558005,2.33065846064304,0.13835696804507,0.148945801515932
"XA68_13201",0.824557837387808,1.31238514693099,0.502602089601829,0.381294096346398,0.150103884457202,-2.3126608694068,0.190669437323058,0.281022492474649,0.26899882617848,0.302621696854797,-1.55969971605837,-0.341894922090042
"XA68_13202",-0.2801109939405,-0.501190730776349,-0.367776462789114,-1.18303411523559,-1.18303411523559,0.896199662296424,-1.18303411523559,0.57335677029312,1.05140740638146,-0.384481623729682,0.702043322641402,1.85965499533002
"XA68_13203",0.592211675501165,1.00220002277607,-0.563355674935755,0.673461028840161,-0.470058105756774,-2.08199145651136,1.07200753263749,0.712907714821093,0.234140242145407,0.805690709655077,-0.955183011024083,-1.02203067814848
"XA68_13204",0.722675810124016,0.637665217887202,-0.824076666419255,0.764710308075535,-0.502568310061338,-1.73355337982182,0.483356100459894,1.00644634674896,0.292018271914608,1.34428755575648,-1.16741680329859,-1.02354445136569
"XA68_13205",-0.81367922343681,1.57077862511312,-0.166823453228869,-0.237695032405407,-0.463661005675541,-0.20080075877788,1.22227850240724,0.757738549011884,1.13740292570246,-0.132184317026218,-1.87437882698625,-0.798975984697725
"XA68_13206",0.526531181803724,1.41184906249723,-1.1750098041708,0.162481999160786,-1.1750098041708,-1.1750098041708,0.410100056614146,1.29993920709953,-0.377014061412524,1.06823150422095,-1.1750098041708,0.197920266699369
"XA68_13207",0.630362254281827,0.973543318612047,-0.39734248971278,-0.569868360023545,-1.22605606942141,-1.79184576618609,0.978489080510584,0.967982677902677,0.614571693704728,0.839578922935093,-1.20313206098344,0.183716798380307
"XA68_13208",0.399132438684843,1.51736670532302,-0.231715371527529,-0.712943355633535,-1.07985379513563,-1.75942787479893,-0.258054202698298,0.915027927419121,0.111963341406966,1.0329612389377,-0.897034941664347,0.962577889686618
"XA68_13209",0.529167431415324,1.14797727453682,-1.24185646618569,1.02832092545162,-0.167990396957252,-1.29061293574976,-0.275997338492212,1.01064114663435,0.269232883139635,1.20539142605284,-1.23761038022029,-0.976663569625382
"XA68_13210",0.0580609177431476,1.83964833630838,-0.821656590207795,0.114640933139575,-0.471167127312129,-1.5410448557927,0.435891106922517,1.16888992093265,0.345308394947821,0.819560944455678,-0.771074264474071,-1.17705771666307
"XA68_13211",-0.504295802519939,0.205705726061681,0.0858938593530123,0.101237212029337,1.32589108704161,2.31769121239497,-0.720685800840104,-1.06740558861184,-0.810377799432666,-0.670535746778568,0.48341062639277,-0.746528985090273
"XA68_13212",-0.0517281200613115,-0.82572396468329,1.51496720504849,-0.422743481508616,1.5772014542893,-1.7218275176644,0.116088792251506,-0.460325484887396,1.14541234772128,-0.910525197402223,0.125057679272109,-0.0858537123754462
"XA68_13213",0.815085060495189,-0.0208921524978577,-0.275692905693638,0.806169466647548,0.0653930866609184,-2.69157607012504,0.900489235176135,0.543731439709654,0.789762469220165,0.162343616528738,-0.59490981826447,-0.499903427857351
"XA68_13214",-0.67410114471727,-1.46106255925226,1.05746004942234,0.143213177615676,0.973208001640505,1.37710992997213,-0.74402692271102,-1.11609986027104,-0.471206716803076,-0.846618879313768,0.618393355369006,1.14373156904879
"XA68_13215",-1.14115530209712,-2.09598582013854,0.899113069875329,0.0142301764236381,0.849367430690945,1.83603988873799,-0.105217176139643,-0.313645855677754,0.209738831555576,-0.400047490976048,-0.0485810237770499,0.29614327152271
"XA68_13216",-0.640704565134239,-1.27517133257441,1.03217861248644,0.00726596013805009,0.53636550862482,1.86909057458821,-1.29835997605732,-0.640540092905679,-0.456483867392752,-0.694703768236698,0.544604716124313,1.01645823033926
"XA68_13217",1.49642437542853,0.939378505874417,0.269121629472199,-1.02290932915372,1.5053019036043,0.36800022805644,-1.02290932915372,0.388494160770114,-1.02290932915372,-1.02290932915372,-1.02290932915372,0.147825842562606
"XA68_13218",0.665297529623677,-0.807806331329888,0.928373335162325,0.188657857433761,0.436717274558592,-2.27332258875959,1.17875139804258,-0.127160493737965,1.22268442968673,-0.57055021329362,-0.605687965400019,-0.23595423198659
"XA68_13219",0.617974281151195,-0.742152218779263,1.02549887908128,0.582799609361092,0.722307709563976,-2.04502607397165,0.957326179697568,-0.730609968966889,1.17099335627403,-0.973829505713325,-0.417226683505136,-0.168055564192877
"XA68_13220",0.536763771167988,-1.4996673719451,1.06761969852355,0.342375840073978,0.752505554588051,-0.760446202967686,0.432088745831627,-1.37847597177062,0.70473318509097,-1.57543895367106,0.536669778320811,0.841271926757487
"XA68_13221",-0.227980849283237,0.429013555268984,-0.58246470021111,-0.127677906402349,-0.850304781603932,-1.17143639559191,2.31016216567575,0.784703564051116,1.15837765239934,-0.433575129796204,-0.653461981168667,-0.63535519333779
"XA68_13222",-1.05941526887575,0.253576519417314,-0.491545957265186,-0.303489183988068,0.650527845950972,-1.05941526887575,0.21019196093688,-0.760838057164725,-0.281924948323694,-0.768171389157127,1.55668084799711,2.05382289934803
"XA68_13223",-0.53889226709773,-1.0743993901339,1.25861801599235,0.605433994845111,0.864836621761158,1.0922282797767,0.639571962932577,-0.587017190618123,1.03185448116255,-1.01106819516722,-0.80801547420008,-1.47315083925339
"XA68_13224",0.487308476681549,1.75290925148759,0.130689596078819,0.405548884897591,-0.370971325661241,-1.61396272812243,-0.634827021865128,1.23905023273673,0.0860668187470608,0.649264132981208,-1.31837125483511,-0.812705063126644
"XA68_13225",-1.12371458671774,-0.255561427302523,0.604829674424686,-0.933776503700368,0.571338414802851,1.62652559770817,-1.15659400526338,-0.517995362844106,-0.448360367899386,-0.806839609499906,1.33621120815066,1.10393696814107
"XA68_13226",-0.0210555176549721,-0.0685544930917567,0.656635338569056,0.454589701453774,1.15467485176569,-2.93322591319591,0.0904593143171692,-0.141268546391234,0.48522202979306,0.352292406898941,-0.141007068897815,0.111237896433996
"XA68_13227",0.571837657200037,-0.578199825543699,0.849339006721406,0.236104503092719,1.8880881727685,-1.89129836462015,0.588927711668101,-0.0556905640750875,0.620461310197053,-0.614535554918401,-0.769129859724039,-0.845904192766435
"XA68_13228",-0.185738438017391,-0.14657979874754,0.540334178908394,0.973107563378223,1.40743154671601,-1.97684317377504,0.845349611009634,-0.129624658921857,0.76902299938368,-0.0876849596752717,-0.520521769066891,-1.48825310119195
"XA68_13229",1.40594696254832,-1.18466966359359,-0.638683914513752,0.81315143683925,-0.787147828541004,0.121282630836409,1.54057372594209,0.264072745275446,0.669035603749536,0.126683168008735,-0.781294547886825,-1.54895031866459
"XA68_13230",1.15193248622909,-0.524082602867178,-0.952585644924052,0.50275128638134,-0.0289187461370908,-1.84999579018555,1.09454147629877,0.591732949549424,0.557284932190411,1.05444844356977,-0.265208915247417,-1.33189987485753
"XA68_13231",-1.29282961427464,-0.596805662581915,0.457689563242278,-0.549359250939161,0.0598071667555194,1.32481207052217,-0.549247624843947,-0.258624760871092,-1.26190230994637,-0.107021771949265,2.05154286667493,0.721939328211487
"XA68_13232",1.04200396136129,1.08639779963193,0.594365292927627,1.36787014460444,0.0359754350695648,-0.950082589293245,0.0891711876656558,-0.304753895840161,-0.236109979683629,0.0806601950827287,-2.27084695281232,-0.534650598713886
"XA68_13233",-0.612475948650575,0.500802486568626,-0.281518452281946,-0.278529325002836,1.69394741015808,1.6596400040663,-0.340124331133812,-0.0381896987795455,0.45155692894575,0.107957522740327,-1.14684099288394,-1.71622560374643
"XA68_13234",-1.56266238808546,-1.68635984344383,0.233242102285528,-0.790927381230581,1.41412708742309,1.66057249978163,0.405808773909392,0.149243146488551,0.0358652956713354,-0.0761330756059779,-0.0637574270830459,0.280981209889363
"XA68_13235",0.538495702024564,0.494239766879038,-0.276845547538428,0.150097817637293,0.140832123516263,-2.37109078922601,0.660131647317566,0.891635236301022,0.761386465903212,0.941122552359559,-1.25310282114818,-0.676902154025903
"XA68_13236",0.991095975199155,0.202922203383808,0.444915274418269,-0.20357384893844,1.22240082558574,-2.71839114096156,0.182983967740942,0.228735565791468,0.456115384616925,0.152264122206161,-0.674576183299573,-0.284892145742892
"XA68_13237",-0.736573789748108,0.145910714852075,1.62805897653171,-0.594239395150494,2.21304642964414,-1.21044035632595,-0.0736349207161771,0.20666617208149,-0.0990868187766166,-0.0994344245866413,-0.847167581782915,-0.533105006022502
"XA68_13238",-0.0365752615901629,0.459755797383947,1.1791562982355,-0.0480254698542729,1.86762841228068,-1.06518939984152,-0.174811917795438,-0.0928345242638021,0.397397165737553,0.062274190835097,-2.08765227398595,-0.461123017141642
"XA68_13239",-0.0211363947244158,0.845561917813855,-0.482576241903174,1.5913839370785,1.8952696299781,-1.23844208700438,-0.35201382121064,-0.758311366879534,-0.0833979929840611,0.365320746175425,-0.846730067315595,-0.914928259024085
"XA68_13240",0.59173373700564,0.561023724878166,-1.1323801447829,0.530941011697899,0.669544848065634,-1.97973685282308,0.233967699443088,0.517478083566469,0.402597356941144,1.33958880400337,-1.42391832095764,-0.310839947037787
"XA68_13241",-0.587643331352216,-0.869841854324586,1.21832334609841,-0.721917438111233,1.03708178672393,0.0959167813171019,-0.399724798753627,-0.869435318916724,-0.353644531016095,-1.24140384251915,1.8946785672955,0.797610633558706
"XA68_13242",0.0605983390015912,-0.975317435553387,0.402728532850166,0.484797658996215,2.42184788619475,-0.194956452003823,-0.937422703953694,-1.0991656062564,0.10601149018228,-0.977433961656439,-0.114946439023485,0.823258691222235
"XA68_13243",-0.0908568222969097,-0.900203193229651,-0.596027573198325,0.131957311678328,0.660321730950137,-2.12282782221719,1.27836644638978,-0.13216244990077,0.867031517995137,1.38942585917111,0.212863558308525,-0.697888563650168
"XA68_13244",-1.46244039534969,-1.49626798114657,0.53368246702697,-0.469973630285873,1.71299014644904,-0.277229766700492,1.14209687843258,-0.121494669807584,-0.483950767484661,0.815159987534882,0.717775497074696,-0.61034776574331
"XA68_13245",-0.590439150194112,0.372373693900601,0.597974938022621,0.541331786504043,1.50225184672031,1.13641300109765,-1.23362377482855,-1.29102058488625,-0.954818140004066,-0.71498126196415,1.18362715706995,-0.549089511438043
"XA68_13246",1.34698086923876,1.16654700473899,-0.320318476993735,0.003168736930442,0.316739151429845,-1.47982412714983,-0.396735354348513,0.82022275098288,0.0626274986981845,0.987825250140762,-0.764229857897105,-1.74300344577068
"XA68_13247",-0.620594782589029,0.995936722633646,-0.690504939293173,0.950861012826481,1.28263937855561,-1.97327486685552,1.08849194608991,0.234239461122885,-0.568517015496812,-0.389237544379739,0.53076396647513,-0.840803339089386
"XA68_13248",-0.456044970843563,-0.55993883447518,0.360124311207681,0.999790831390185,1.87864425833698,0.54792789532016,-0.283532508210617,-0.816812909131711,0.938113444818929,-0.657547906222744,-0.0930269403367879,-1.85769667185332
"XA68_13249",0.163745881351607,1.72397540141493,-0.448009891055647,0.897176527268232,1.8606116393466,-0.825712125992948,-0.282405081451926,-0.62975398190443,-0.861633455000947,0.149357801706608,-1.07873476738007,-0.668617948302024
"XA68_13250",0.654258658187292,1.04578704231792,-0.944948166239541,-0.640618210304187,-1.39096336645116,-0.250706684154108,0.637606511693198,1.3213464180347,0.114927315424432,1.33158981672935,-1.42623238729347,-0.452046947944441
"XA68_13251",0.796141751788503,1.15948095842601,-0.524773197454812,0.472441061777331,0.233425685776003,-2.14957978061548,0.398004152779381,0.479552950650452,0.419091959831971,0.878759746817332,-1.37577035436874,-0.786774935407946
"XA68_13252",0.324309885401628,-0.432660108576791,0.0429199224595823,-2.39656536685301,-0.692818011705235,1.21296110930644,1.5462936287606,-0.163884874905689,0.72663334832684,-0.123768568252123,0.134573860306748,-0.177994824269005
"XA68_13253",-0.881983778092302,1.43687095436634,-0.367044277983077,-0.42584870262751,1.23916830584095,-2.26018622139916,0.241891157201275,0.315986826592421,0.771509868699652,0.480389145655481,-0.100115108098471,-0.450638170155575
"XA68_13254",0.195435290757873,0.655979342552384,-0.763214486499218,1.10714534106645,0.388433944492393,-1.42661562905128,0.476925184563862,1.32843046689139,0.330662328850603,0.441957115622337,-1.86745678915255,-0.867682110094243
"XA68_13255",0.727422047620545,0.687743251341185,-0.0170557828094506,0.339310145503673,0.529689626478563,-2.30382332467493,0.462312326467406,0.638639046084488,0.353723070438502,0.912069045944276,-1.18920150518992,-1.14082794720432
"XA68_13256",-0.879177978343247,0.57733222844959,-1.32153031842236,1.33736390930838,-0.0490009262681028,0.223856811232114,1.5469057770867,0.111428573778531,-0.125500974074293,0.487455497962352,0.00072035779481502,-1.90985295850447
"XA68_13257",-0.298617589101922,1.74394304178483,-0.880899816246277,-0.7296739183322,-0.908958146361104,-1.47910113817886,0.960880210206481,1.07775564229112,0.355529718671762,0.992108850238808,-0.464910461024991,-0.36805639394765
"XA68_13258",-0.568593117970146,1.59804248495849,-1.04044716920276,-0.592851630683885,-1.07478912084668,-1.11831061014307,1.21043452910901,1.16739579682346,0.526536285892049,0.823437434767024,-0.648004367804103,-0.282850514899389
"XA68_13259",0.345214056144089,1.44367140852415,-0.334009838728186,-0.483315777533152,-0.329555002628205,-2.38777664891138,0.800117370403792,0.70733466408381,0.679987838845866,0.594487590068797,-0.79036556058931,-0.245790099680274
"XA68_13260",0.835974722160625,1.00337524086776,0.842188236707519,1.25111153512947,1.31438749039691,-0.30411981232404,-1.4768743578961,-0.704492710016684,-0.114123831212314,-0.560665005259243,-1.13717791345017,-0.949583595103723
