"","gene","gene_ID_robin","cluster"
"1","GQ602_000001","Ophcf2|00001",1
"1204","GQ602_003926","Ophcf2|03926",1
"1205","GQ602_003927","Ophcf2|03927",3
"1206","GQ602_003928","Ophcf2|03928",3
"1207","GQ602_003929","Ophcf2|03929",4
"1208","GQ602_003933","Ophcf2|03933",3
"1209","GQ602_003934","Ophcf2|03934",2
"1210","GQ602_003935","Ophcf2|03935",4
"1211","GQ602_003936","Ophcf2|03936",4
"1212","GQ602_003937","Ophcf2|03937",1
"1213","GQ602_003940","Ophcf2|03940",1
"1214","GQ602_003945","Ophcf2|03945",1
"1215","GQ602_003948","Ophcf2|03948",2
"1216","GQ602_003949","Ophcf2|03949",3
"1217","GQ602_003959","Ophcf2|03959",1
"1218","GQ602_003967","Ophcf2|03967",4
"1219","GQ602_003968","Ophcf2|03968",3
"1220","GQ602_003971","Ophcf2|03971",1
"1221","GQ602_003975","Ophcf2|03975",4
"1222","GQ602_003978","Ophcf2|03978",1
"1223","GQ602_003981","Ophcf2|03981",4
"1224","GQ602_003991","Ophcf2|03991",1
"1225","GQ602_003992","Ophcf2|03992",1
"1226","GQ602_003994","Ophcf2|03994",4
"1227","GQ602_003996","Ophcf2|03996",2
"1228","GQ602_003998","Ophcf2|03998",1
"1229","GQ602_004000","Ophcf2|04000",1
"1230","GQ602_004001","Ophcf2|04001",4
"1231","GQ602_004003","Ophcf2|04003",4
"1232","GQ602_004006","Ophcf2|04006",3
"1233","GQ602_004008","Ophcf2|04008",1
"1234","GQ602_004011","Ophcf2|04011",1
"1235","GQ602_004016","Ophcf2|04016",1
"1236","GQ602_004018","Ophcf2|04018",2
"1237","GQ602_004019","Ophcf2|04019",4
"1238","GQ602_004020","Ophcf2|04020",1
"1239","GQ602_004022","Ophcf2|04022",1
"1240","GQ602_004026","Ophcf2|04026",2
"1241","GQ602_004028","Ophcf2|04028",3
"1242","GQ602_004033","Ophcf2|04033",1
"1243","GQ602_004034","Ophcf2|04034",3
"1244","GQ602_004038","Ophcf2|04038",1
"1245","GQ602_004041","Ophcf2|04041",4
"1246","GQ602_004043","Ophcf2|04043",1
"1247","GQ602_004044","Ophcf2|04044",4
"1248","GQ602_004049","Ophcf2|04049",1
"1249","GQ602_004051","Ophcf2|04051",1
"1250","GQ602_004056","Ophcf2|04056",1
"1251","GQ602_004057","Ophcf2|04057",1
"1252","GQ602_004058","Ophcf2|04058",1
"1253","GQ602_004061","Ophcf2|04061",1
"1254","GQ602_004072","Ophcf2|04072",2
"1255","GQ602_004078","Ophcf2|04078",2
"1256","GQ602_004079","Ophcf2|04079",4
"1257","GQ602_004085","Ophcf2|04085",1
"1258","GQ602_004086","Ophcf2|04086",1
"1259","GQ602_004092","Ophcf2|04092",2
"1260","GQ602_004093","Ophcf2|04093",2
"1261","GQ602_004104","Ophcf2|04104",1
"1262","GQ602_004106","Ophcf2|04106",1
"1263","GQ602_004108","Ophcf2|04108",1
"1264","GQ602_004109","Ophcf2|04109",1
"1265","GQ602_004119","Ophcf2|04119",4
"1266","GQ602_004124","Ophcf2|04124",2
"1267","GQ602_004130","Ophcf2|04130",4
"1268","GQ602_004131","Ophcf2|04131",4
"1269","GQ602_004134","Ophcf2|04134",1
"1270","GQ602_004135","Ophcf2|04135",4
"1271","GQ602_004136","Ophcf2|04136",2
"1272","GQ602_004137","Ophcf2|04137",2
"1273","GQ602_004138","Ophcf2|04138",2
"1274","GQ602_004139","Ophcf2|04139",4
"1275","GQ602_004145","Ophcf2|04145",2
"1276","GQ602_004146","Ophcf2|04146",2
"1277","GQ602_004153","Ophcf2|04153",3
"1278","GQ602_004159","Ophcf2|04159",4
"1279","GQ602_004166","Ophcf2|04166",2
"1280","GQ602_004172","Ophcf2|04172",4
"1281","GQ602_004178","Ophcf2|04178",4
"1282","GQ602_004187","Ophcf2|04187",3
"1283","GQ602_004188","Ophcf2|04188",1
"1284","GQ602_004194","Ophcf2|04194",4
"1285","GQ602_004196","Ophcf2|04196",2
"1286","GQ602_004200","Ophcf2|04200",1
"1287","GQ602_004201","Ophcf2|04201",1
"1288","GQ602_004206","Ophcf2|04206",4
"1289","GQ602_004210","Ophcf2|04210",1
"1290","GQ602_004211","Ophcf2|04211",1
"1291","GQ602_004215","Ophcf2|04215",2
"1292","GQ602_004217","Ophcf2|04217",4
"1293","GQ602_004218","Ophcf2|04218",2
"1294","GQ602_004219","Ophcf2|04219",1
"1295","GQ602_004221","Ophcf2|04221",4
"1296","GQ602_004224","Ophcf2|04224",1
"1297","GQ602_004227","Ophcf2|04227",3
"1298","GQ602_004229","Ophcf2|04229",4
"1299","GQ602_004230","Ophcf2|04230",3
"1300","GQ602_004231","Ophcf2|04231",1
"1301","GQ602_004237","Ophcf2|04237",3
"1302","GQ602_004242","Ophcf2|04242",4
"1303","GQ602_004243","Ophcf2|04243",2
"1304","GQ602_004244","Ophcf2|04244",4
"1305","GQ602_004246","Ophcf2|04246",4
"1306","GQ602_004250","Ophcf2|04250",4
"1307","GQ602_004251","Ophcf2|04251",1
"1308","GQ602_004252","Ophcf2|04252",4
"1309","GQ602_004255","Ophcf2|04255",1
"1310","GQ602_004257","Ophcf2|04257",4
"1311","GQ602_004260","Ophcf2|04260",1
"1312","GQ602_004262","Ophcf2|04262",4
"1313","GQ602_004265","Ophcf2|04265",3
"1314","GQ602_004266","Ophcf2|04266",3
"1315","GQ602_004267","Ophcf2|04267",1
"1316","GQ602_004269","Ophcf2|04269",4
"1317","GQ602_004275","Ophcf2|04275",3
"1318","GQ602_004278","Ophcf2|04278",4
"1319","GQ602_004280","Ophcf2|04280",3
"1320","GQ602_004281","Ophcf2|04281",1
"1321","GQ602_004287","Ophcf2|04287",4
"1322","GQ602_004289","Ophcf2|04289",1
"1323","GQ602_004298","Ophcf2|04298",1
"1324","GQ602_004301","Ophcf2|04301",4
"1325","GQ602_004303","Ophcf2|04303",1
"1326","GQ602_004311","Ophcf2|04311",1
"1327","GQ602_004319","Ophcf2|04319",4
"1328","GQ602_004321","Ophcf2|04321",1
"1329","GQ602_004323","Ophcf2|04323",1
"1330","GQ602_004327","Ophcf2|04327",3
"1331","GQ602_004328","Ophcf2|04328",1
"1332","GQ602_004329","Ophcf2|04329",1
"1333","GQ602_004332","Ophcf2|04332",2
"1334","GQ602_004333","Ophcf2|04333",1
"1335","GQ602_004334","Ophcf2|04334",1
"1336","GQ602_004337","Ophcf2|04337",2
"1337","GQ602_004338","Ophcf2|04338",2
"1338","GQ602_004340","Ophcf2|04340",2
"1339","GQ602_004345","Ophcf2|04345",3
"1340","GQ602_004346","Ophcf2|04346",1
"1341","GQ602_004348","Ophcf2|04348",1
"1342","GQ602_004349","Ophcf2|04349",1
"1343","GQ602_004353","Ophcf2|04353",1
"1344","GQ602_004354","Ophcf2|04354",2
"1345","GQ602_004355","Ophcf2|04355",3
"1346","GQ602_004357","Ophcf2|04357",1
"1347","GQ602_004362","Ophcf2|04362",4
"1348","GQ602_004364","Ophcf2|04364",1
"1349","GQ602_004368","Ophcf2|04368",1
"1350","GQ602_004369","Ophcf2|04369",4
"1351","GQ602_004370","Ophcf2|04370",4
"1352","GQ602_004379","Ophcf2|04379",4
"1353","GQ602_004382","Ophcf2|04382",1
"1354","GQ602_004383","Ophcf2|04383",1
"1355","GQ602_004384","Ophcf2|04384",1
"1356","GQ602_004398","Ophcf2|04398",4
"1357","GQ602_004399","Ophcf2|04399",2
"1358","GQ602_004403","Ophcf2|04403",2
"1359","GQ602_004407","Ophcf2|04407",1
"1360","GQ602_004408","Ophcf2|04408",1
"1361","GQ602_004410","Ophcf2|04410",2
"1362","GQ602_004414","Ophcf2|04414",4
"1363","GQ602_004417","Ophcf2|04417",1
"1364","GQ602_004419","Ophcf2|04419",4
"1365","GQ602_004423","Ophcf2|04423",4
"1366","GQ602_004426","Ophcf2|04426",1
"1367","GQ602_004428","Ophcf2|04428",3
"1368","GQ602_004435","Ophcf2|04435",3
"1369","GQ602_004439","Ophcf2|04439",4
"1370","GQ602_004448","Ophcf2|04448",4
"1371","GQ602_004452","Ophcf2|04452",3
"1372","GQ602_004454","Ophcf2|04454",3
"1373","GQ602_004457","Ophcf2|04457",4
"1374","GQ602_004460","Ophcf2|04460",1
"1375","GQ602_004463","Ophcf2|04463",2
"1376","GQ602_004464","Ophcf2|04464",1
"1377","GQ602_004467","Ophcf2|04467",1
"1378","GQ602_004470","Ophcf2|04470",1
"1379","GQ602_004471","Ophcf2|04471",4
"1380","GQ602_004473","Ophcf2|04473",3
"1381","GQ602_004474","Ophcf2|04474",1
"1382","GQ602_004477","Ophcf2|04477",2
"1383","GQ602_004478","Ophcf2|04478",4
"1384","GQ602_004479","Ophcf2|04479",1
"1385","GQ602_004487","Ophcf2|04487",3
"1386","GQ602_004488","Ophcf2|04488",4
"1387","GQ602_004489","Ophcf2|04489",2
"1388","GQ602_004496","Ophcf2|04496",4
"1389","GQ602_004500","Ophcf2|04500",1
"1390","GQ602_004503","Ophcf2|04503",2
"1391","GQ602_004513","Ophcf2|04513",1
"1392","GQ602_004518","Ophcf2|04518",1
"1393","GQ602_004519","Ophcf2|04519",4
"1394","GQ602_004521","Ophcf2|04521",1
"1395","GQ602_004528","Ophcf2|04528",4
"1396","GQ602_004531","Ophcf2|04531",1
"1397","GQ602_004537","Ophcf2|04537",3
"1398","GQ602_004541","Ophcf2|04541",3
"1399","GQ602_004547","Ophcf2|04547",4
"1400","GQ602_004548","Ophcf2|04548",4
"1401","GQ602_004556","Ophcf2|04556",2
"1402","GQ602_004557","Ophcf2|04557",2
"1403","GQ602_004558","Ophcf2|04558",2
"1404","GQ602_004559","Ophcf2|04559",1
"1405","GQ602_004568","Ophcf2|04568",2
"1406","GQ602_004569","Ophcf2|04569",1
"1407","GQ602_004570","Ophcf2|04570",1
"1408","GQ602_004575","Ophcf2|04575",4
"1409","GQ602_004576","Ophcf2|04576",4
"1410","GQ602_004579","Ophcf2|04579",4
"1411","GQ602_004580","Ophcf2|04580",4
"1412","GQ602_004581","Ophcf2|04581",2
"1413","GQ602_004582","Ophcf2|04582",2
"1414","GQ602_004584","Ophcf2|04584",2
"1415","GQ602_004586","Ophcf2|04586",1
"1416","GQ602_004595","Ophcf2|04595",4
"1417","GQ602_004600","Ophcf2|04600",2
"1418","GQ602_004601","Ophcf2|04601",2
"1419","GQ602_004602","Ophcf2|04602",2
"1420","GQ602_004603","Ophcf2|04603",2
"1421","GQ602_004611","Ophcf2|04611",3
"1422","GQ602_004613","Ophcf2|04613",3
"1423","GQ602_004615","Ophcf2|04615",2
"1424","GQ602_004625","Ophcf2|04625",1
"1425","GQ602_004635","Ophcf2|04635",1
"1426","GQ602_004638","Ophcf2|04638",1
"1427","GQ602_004642","Ophcf2|04642",3
"1428","GQ602_004645","Ophcf2|04645",1
"1429","GQ602_004646","Ophcf2|04646",3
"1430","GQ602_004648","Ophcf2|04648",3
"1431","GQ602_004650","Ophcf2|04650",4
"1432","GQ602_004654","Ophcf2|04654",1
"1433","GQ602_004656","Ophcf2|04656",4
"1434","GQ602_004657","Ophcf2|04657",3
"1435","GQ602_004659","Ophcf2|04659",4
"1436","GQ602_004663","Ophcf2|04663",4
"1437","GQ602_004670","Ophcf2|04670",4
"1438","GQ602_004675","Ophcf2|04675",1
"1439","GQ602_004677","Ophcf2|04677",4
"1440","GQ602_004688","Ophcf2|04688",3
"1441","GQ602_004690","Ophcf2|04690",1
"1442","GQ602_004694","Ophcf2|04694",1
"1443","GQ602_004695","Ophcf2|04695",4
"1444","GQ602_004699","Ophcf2|04699",1
"1445","GQ602_004700","Ophcf2|04700",2
"1446","GQ602_004701","Ophcf2|04701",2
"1447","GQ602_004703","Ophcf2|04703",4
"1448","GQ602_004706","Ophcf2|04706",2
"1449","GQ602_004709","Ophcf2|04709",3
"1450","GQ602_004712","Ophcf2|04712",2
"1451","GQ602_004713","Ophcf2|04713",3
"1452","GQ602_004728","Ophcf2|04728",4
"1453","GQ602_004730","Ophcf2|04730",2
"1454","GQ602_004737","Ophcf2|04737",3
"1455","GQ602_004738","Ophcf2|04738",4
"1456","GQ602_004744","Ophcf2|04744",3
"1457","GQ602_004750","Ophcf2|04750",2
"1458","GQ602_004751","Ophcf2|04751",2
"1459","GQ602_004757","Ophcf2|04757",4
"1460","GQ602_004758","Ophcf2|04758",4
"1461","GQ602_004760","Ophcf2|04760",4
"1462","GQ602_004761","Ophcf2|04761",2
"1463","GQ602_004762","Ophcf2|04762",4
"1464","GQ602_004765","Ophcf2|04765",1
"1465","GQ602_004767","Ophcf2|04767",1
"1466","GQ602_004770","Ophcf2|04770",1
"1467","GQ602_004775","Ophcf2|04775",1
"1468","GQ602_004777","Ophcf2|04777",3
"1469","GQ602_004786","Ophcf2|04786",1
"1470","GQ602_004793","Ophcf2|04793",4
"1471","GQ602_004800","Ophcf2|04800",4
"1472","GQ602_004801","Ophcf2|04801",2
"1473","GQ602_004810","Ophcf2|04810",4
"1474","GQ602_004819","Ophcf2|04819",4
"1475","GQ602_004826","Ophcf2|04826",1
"1476","GQ602_004833","Ophcf2|04833",1
"1477","GQ602_004835","Ophcf2|04835",1
"1478","GQ602_004838","Ophcf2|04838",3
"1479","GQ602_004839","Ophcf2|04839",1
"1480","GQ602_004840","Ophcf2|04840",4
"1481","GQ602_004844","Ophcf2|04844",3
"1482","GQ602_004849","Ophcf2|04849",1
"1483","GQ602_004853","Ophcf2|04853",1
"1484","GQ602_004854","Ophcf2|04854",3
"1485","GQ602_004856","Ophcf2|04856",4
"1486","GQ602_004861","Ophcf2|04861",4
"1487","GQ602_004865","Ophcf2|04865",1
"1488","GQ602_004866","Ophcf2|04866",1
"1489","GQ602_004869","Ophcf2|04869",1
"1490","GQ602_004878","Ophcf2|04878",1
"1491","GQ602_004880","Ophcf2|04880",2
"1492","GQ602_004885","Ophcf2|04885",1
"1493","GQ602_004886","Ophcf2|04886",1
"1494","GQ602_004889","Ophcf2|04889",1
"1495","GQ602_004891","Ophcf2|04891",1
"1496","GQ602_004892","Ophcf2|04892",4
"1497","GQ602_004895","Ophcf2|04895",4
"1498","GQ602_004901","Ophcf2|04901",4
"1499","GQ602_004904","Ophcf2|04904",4
"1500","GQ602_004905","Ophcf2|04905",3
"1501","GQ602_004906","Ophcf2|04906",2
"1502","GQ602_004908","Ophcf2|04908",2
"1503","GQ602_004912","Ophcf2|04912",1
"1504","GQ602_004914","Ophcf2|04914",1
"1505","GQ602_004919","Ophcf2|04919",1
"1506","GQ602_004920","Ophcf2|04920",4
"1507","GQ602_004924","Ophcf2|04924",2
"1508","GQ602_004926","Ophcf2|04926",2
"1509","GQ602_004928","Ophcf2|04928",2
"1510","GQ602_004930","Ophcf2|04930",2
"1511","GQ602_004931","Ophcf2|04931",1
"1512","GQ602_004932","Ophcf2|04932",1
"1513","GQ602_004938","Ophcf2|04938",1
"1514","GQ602_004942","Ophcf2|04942",2
"1515","GQ602_004943","Ophcf2|04943",2
"1516","GQ602_004944","Ophcf2|04944",3
"1517","GQ602_004947","Ophcf2|04947",1
"1518","GQ602_004958","Ophcf2|04958",1
"1519","GQ602_004959","Ophcf2|04959",2
"1520","GQ602_004962","Ophcf2|04962",1
"1521","GQ602_004963","Ophcf2|04963",4
"1522","GQ602_004964","Ophcf2|04964",4
"1523","GQ602_004970","Ophcf2|04970",2
"1524","GQ602_004971","Ophcf2|04971",2
"1525","GQ602_004972","Ophcf2|04972",2
"1526","GQ602_004973","Ophcf2|04973",1
"1527","GQ602_004974","Ophcf2|04974",2
"1528","GQ602_004975","Ophcf2|04975",1
"1529","GQ602_004978","Ophcf2|04978",2
"1530","GQ602_004984","Ophcf2|04984",1
"1531","GQ602_004990","Ophcf2|04990",1
"1532","GQ602_004995","Ophcf2|04995",1
"1533","GQ602_004996","Ophcf2|04996",2
"1534","GQ602_004998","Ophcf2|04998",4
"1535","GQ602_005004","Ophcf2|05004",4
"1536","GQ602_005011","Ophcf2|05011",2
"1537","GQ602_005013","Ophcf2|05013",2
"1538","GQ602_005014","Ophcf2|05014",1
"1539","GQ602_005017","Ophcf2|05017",4
"1540","GQ602_005018","Ophcf2|05018",4
"1541","GQ602_005019","Ophcf2|05019",4
"1542","GQ602_005021","Ophcf2|05021",2
"1543","GQ602_005022","Ophcf2|05022",1
"1544","GQ602_005023","Ophcf2|05023",1
"1545","GQ602_005025","Ophcf2|05025",3
"1546","GQ602_005030","Ophcf2|05030",4
"1547","GQ602_005031","Ophcf2|05031",4
"1548","GQ602_005033","Ophcf2|05033",4
"1549","GQ602_005035","Ophcf2|05035",1
"1550","GQ602_005037","Ophcf2|05037",1
"1551","GQ602_005039","Ophcf2|05039",4
"1552","GQ602_005040","Ophcf2|05040",1
"1553","GQ602_005044","Ophcf2|05044",4
"1554","GQ602_005046","Ophcf2|05046",3
"1555","GQ602_005047","Ophcf2|05047",1
"1556","GQ602_005049","Ophcf2|05049",3
"1557","GQ602_005052","Ophcf2|05052",4
"1558","GQ602_005058","Ophcf2|05058",4
"1559","GQ602_005060","Ophcf2|05060",4
"1560","GQ602_005062","Ophcf2|05062",1
"1561","GQ602_005065","Ophcf2|05065",4
"1562","GQ602_005076","Ophcf2|05076",4
"1563","GQ602_005077","Ophcf2|05077",3
"1564","GQ602_005078","Ophcf2|05078",4
"1565","GQ602_005080","Ophcf2|05080",4
"1566","GQ602_005085","Ophcf2|05085",1
"1567","GQ602_005088","Ophcf2|05088",3
"1568","GQ602_005089","Ophcf2|05089",4
"1569","GQ602_005092","Ophcf2|05092",1
"1570","GQ602_005093","Ophcf2|05093",4
"1571","GQ602_005094","Ophcf2|05094",1
"1572","GQ602_005096","Ophcf2|05096",4
"1573","GQ602_005100","Ophcf2|05100",1
"1574","GQ602_005104","Ophcf2|05104",1
"1575","GQ602_005106","Ophcf2|05106",1
"1576","GQ602_005111","Ophcf2|05111",1
"1577","GQ602_005119","Ophcf2|05119",1
"1578","GQ602_005120","Ophcf2|05120",4
"1579","GQ602_005121","Ophcf2|05121",2
"1580","GQ602_005122","Ophcf2|05122",4
"1581","GQ602_005131","Ophcf2|05131",4
"1582","GQ602_005135","Ophcf2|05135",2
"1583","GQ602_005139","Ophcf2|05139",2
"1584","GQ602_005144","Ophcf2|05144",1
"1585","GQ602_005146","Ophcf2|05146",2
"1586","GQ602_005150","Ophcf2|05150",1
"1587","GQ602_005153","Ophcf2|05153",1
"1588","GQ602_005154","Ophcf2|05154",4
"1589","GQ602_005159","Ophcf2|05159",3
"1590","GQ602_005160","Ophcf2|05160",2
"1591","GQ602_005164","Ophcf2|05164",2
"1592","GQ602_005166","Ophcf2|05166",3
"1593","GQ602_005171","Ophcf2|05171",4
"1594","GQ602_005181","Ophcf2|05181",1
"1595","GQ602_005192","Ophcf2|05192",2
"1596","GQ602_005194","Ophcf2|05194",3
"1597","GQ602_005197","Ophcf2|05197",1
"1598","GQ602_005198","Ophcf2|05198",1
"1599","GQ602_005201","Ophcf2|05201",2
"1600","GQ602_005204","Ophcf2|05204",4
"1601","GQ602_005206","Ophcf2|05206",3
"1602","GQ602_005209","Ophcf2|05209",2
"1603","GQ602_005211","Ophcf2|05211",4
"1604","GQ602_005213","Ophcf2|05213",4
"1605","GQ602_005216","Ophcf2|05216",2
"1606","GQ602_005218","Ophcf2|05218",1
"1607","GQ602_005220","Ophcf2|05220",3
"1608","GQ602_005222","Ophcf2|05222",1
"1609","GQ602_005224","Ophcf2|05224",1
"1610","GQ602_005226","Ophcf2|05226",1
"1611","GQ602_005230","Ophcf2|05230",4
"1612","GQ602_005231","Ophcf2|05231",1
"1613","GQ602_005236","Ophcf2|05236",2
"1614","GQ602_005239","Ophcf2|05239",2
"1615","GQ602_005240","Ophcf2|05240",4
"1616","GQ602_005250","Ophcf2|05250",4
"1617","GQ602_005252","Ophcf2|05252",2
"1618","GQ602_005256","Ophcf2|05256",2
"1619","GQ602_005257","Ophcf2|05257",4
"1620","GQ602_005259","Ophcf2|05259",2
"1621","GQ602_005260","Ophcf2|05260",4
"1622","GQ602_005261","Ophcf2|05261",4
"1623","GQ602_005263","Ophcf2|05263",1
"1624","GQ602_005264","Ophcf2|05264",4
"1625","GQ602_005267","Ophcf2|05267",2
"1626","GQ602_005274","Ophcf2|05274",3
"1627","GQ602_005278","Ophcf2|05278",1
"1628","GQ602_005282","Ophcf2|05282",1
"1629","GQ602_005283","Ophcf2|05283",1
"1630","GQ602_005289","Ophcf2|05289",1
"1631","GQ602_005298","Ophcf2|05298",4
"1632","GQ602_005302","Ophcf2|05302",4
"1633","GQ602_005304","Ophcf2|05304",4
"1634","GQ602_005306","Ophcf2|05306",1
"1635","GQ602_005312","Ophcf2|05312",3
"1636","GQ602_005315","Ophcf2|05315",4
"1637","GQ602_005316","Ophcf2|05316",3
"1638","GQ602_005324","Ophcf2|05324",3
"1639","GQ602_005328","Ophcf2|05328",1
"1640","GQ602_005333","Ophcf2|05333",2
"1641","GQ602_005334","Ophcf2|05334",2
"1642","GQ602_005337","Ophcf2|05337",2
"1643","GQ602_005338","Ophcf2|05338",2
"1644","GQ602_005344","Ophcf2|05344",2
"1645","GQ602_005345","Ophcf2|05345",2
"1646","GQ602_005347","Ophcf2|05347",4
"1647","GQ602_005349","Ophcf2|05349",1
"1648","GQ602_005353","Ophcf2|05353",4
"1649","GQ602_005357","Ophcf2|05357",1
"1650","GQ602_005360","Ophcf2|05360",4
"1651","GQ602_005364","Ophcf2|05364",1
"1652","GQ602_005365","Ophcf2|05365",1
"1653","GQ602_005366","Ophcf2|05366",1
"1654","GQ602_005367","Ophcf2|05367",2
"1655","GQ602_005375","Ophcf2|05375",1
"1656","GQ602_005376","Ophcf2|05376",1
"1657","GQ602_005382","Ophcf2|05382",1
"1658","GQ602_005388","Ophcf2|05388",4
"1659","GQ602_005391","Ophcf2|05391",1
"1660","GQ602_005392","Ophcf2|05392",1
"1661","GQ602_005396","Ophcf2|05396",4
"1662","GQ602_005397","Ophcf2|05397",1
"1663","GQ602_005400","Ophcf2|05400",4
"1664","GQ602_005405","Ophcf2|05405",1
"1665","GQ602_005406","Ophcf2|05406",4
"1666","GQ602_005407","Ophcf2|05407",4
"1667","GQ602_005409","Ophcf2|05409",1
"1668","GQ602_005411","Ophcf2|05411",1
"1669","GQ602_005415","Ophcf2|05415",1
"1670","GQ602_005422","Ophcf2|05422",4
"1671","GQ602_005424","Ophcf2|05424",1
"1672","GQ602_005425","Ophcf2|05425",2
"1673","GQ602_005427","Ophcf2|05427",3
"1674","GQ602_005428","Ophcf2|05428",1
"1675","GQ602_005436","Ophcf2|05436",1
"1676","GQ602_005447","Ophcf2|05447",1
"1677","GQ602_005449","Ophcf2|05449",1
"1678","GQ602_005450","Ophcf2|05450",1
"1679","GQ602_005451","Ophcf2|05451",4
"1680","GQ602_005458","Ophcf2|05458",4
"1681","GQ602_005459","Ophcf2|05459",4
"1682","GQ602_005467","Ophcf2|05467",2
"1683","GQ602_005468","Ophcf2|05468",4
"1684","GQ602_005469","Ophcf2|05469",3
"1685","GQ602_005470","Ophcf2|05470",4
"1686","GQ602_005471","Ophcf2|05471",3
"1687","GQ602_005473","Ophcf2|05473",2
"1688","GQ602_005476","Ophcf2|05476",1
"1689","GQ602_005481","Ophcf2|05481",2
"1690","GQ602_005482","Ophcf2|05482",1
"1691","GQ602_005485","Ophcf2|05485",2
"1692","GQ602_005487","Ophcf2|05487",4
"1693","GQ602_005488","Ophcf2|05488",1
"1694","GQ602_005499","Ophcf2|05499",1
"1695","GQ602_005505","Ophcf2|05505",4
"1696","GQ602_005506","Ophcf2|05506",3
"1697","GQ602_005510","Ophcf2|05510",2
"1698","GQ602_005511","Ophcf2|05511",1
"1699","GQ602_005513","Ophcf2|05513",1
"1700","GQ602_005514","Ophcf2|05514",2
"1701","GQ602_005518","Ophcf2|05518",1
"1702","GQ602_005520","Ophcf2|05520",3
"1703","GQ602_005530","Ophcf2|05530",1
"1704","GQ602_005531","Ophcf2|05531",1
"1705","GQ602_005532","Ophcf2|05532",3
"1706","GQ602_005534","Ophcf2|05534",2
"1707","GQ602_005535","Ophcf2|05535",1
"1708","GQ602_005536","Ophcf2|05536",2
"1709","GQ602_005537","Ophcf2|05537",4
"1710","GQ602_005538","Ophcf2|05538",2
"1711","GQ602_005539","Ophcf2|05539",3
"1712","GQ602_005548","Ophcf2|05548",1
"1713","GQ602_005555","Ophcf2|05555",3
"1714","GQ602_005560","Ophcf2|05560",4
"1715","GQ602_005563","Ophcf2|05563",1
"1716","GQ602_005564","Ophcf2|05564",2
"1717","GQ602_005565","Ophcf2|05565",2
"1718","GQ602_005567","Ophcf2|05567",4
"1719","GQ602_005568","Ophcf2|05568",2
"1720","GQ602_005571","Ophcf2|05571",4
"1721","GQ602_005574","Ophcf2|05574",1
"1722","GQ602_005576","Ophcf2|05576",1
"1723","GQ602_005587","Ophcf2|05587",4
"1724","GQ602_005590","Ophcf2|05590",2
"1725","GQ602_005595","Ophcf2|05595",1
"1726","GQ602_005596","Ophcf2|05596",4
"1727","GQ602_005601","Ophcf2|05601",4
"1728","GQ602_005602","Ophcf2|05602",4
"1729","GQ602_005616","Ophcf2|05616",1
"1730","GQ602_005621","Ophcf2|05621",2
"1731","GQ602_005625","Ophcf2|05625",1
"1732","GQ602_005627","Ophcf2|05627",3
"1733","GQ602_005631","Ophcf2|05631",4
"1734","GQ602_005633","Ophcf2|05633",4
"1735","GQ602_005642","Ophcf2|05642",1
"1736","GQ602_005650","Ophcf2|05650",1
"1737","GQ602_005651","Ophcf2|05651",1
"1738","GQ602_005652","Ophcf2|05652",1
"1739","GQ602_005657","Ophcf2|05657",1
"1740","GQ602_005658","Ophcf2|05658",1
"1741","GQ602_005661","Ophcf2|05661",2
"1742","GQ602_005671","Ophcf2|05671",1
"1743","GQ602_005677","Ophcf2|05677",1
"1744","GQ602_005678","Ophcf2|05678",1
"1745","GQ602_005679","Ophcf2|05679",1
"1746","GQ602_005681","Ophcf2|05681",1
"1747","GQ602_005687","Ophcf2|05687",1
"1748","GQ602_005688","Ophcf2|05688",4
"1749","GQ602_005691","Ophcf2|05691",4
"1750","GQ602_005693","Ophcf2|05693",4
"1751","GQ602_005694","Ophcf2|05694",4
"1752","GQ602_005697","Ophcf2|05697",1
"1753","GQ602_005706","Ophcf2|05706",4
"1754","GQ602_005708","Ophcf2|05708",2
"1755","GQ602_005709","Ophcf2|05709",1
"1756","GQ602_005710","Ophcf2|05710",3
"1757","GQ602_005715","Ophcf2|05715",1
"1758","GQ602_005716","Ophcf2|05716",4
"1759","GQ602_005718","Ophcf2|05718",3
"1760","GQ602_005719","Ophcf2|05719",3
"1761","GQ602_005720","Ophcf2|05720",1
"1762","GQ602_005723","Ophcf2|05723",1
"1763","GQ602_005724","Ophcf2|05724",4
"1764","GQ602_005725","Ophcf2|05725",4
"1765","GQ602_005734","Ophcf2|05734",3
"1766","GQ602_005736","Ophcf2|05736",2
"1767","GQ602_005739","Ophcf2|05739",4
"1768","GQ602_005740","Ophcf2|05740",4
"1769","GQ602_005747","Ophcf2|05747",4
"1770","GQ602_005756","Ophcf2|05756",3
"1771","GQ602_005758","Ophcf2|05758",4
"1772","GQ602_005760","Ophcf2|05760",4
"1773","GQ602_005765","Ophcf2|05765",4
"1774","GQ602_005769","Ophcf2|05769",3
"1775","GQ602_005774","Ophcf2|05774",2
"1776","GQ602_005775","Ophcf2|05775",1
"1777","GQ602_005780","Ophcf2|05780",2
"1778","GQ602_005782","Ophcf2|05782",3
"1779","GQ602_005783","Ophcf2|05783",3
"1780","GQ602_005788","Ophcf2|05788",2
"1781","GQ602_005789","Ophcf2|05789",1
"1782","GQ602_005790","Ophcf2|05790",4
"1783","GQ602_005793","Ophcf2|05793",4
"1784","GQ602_005795","Ophcf2|05795",4
