"","gene","gene_ID_robin","cluster"
"1","BBA_00005","Beaba1|5",1
"673","BBA_03496","Beaba1|3496",4
"674","BBA_03499","Beaba1|3499",1
"675","BBA_03504","Beaba1|3504",1
"676","BBA_03507","Beaba1|3507",2
"677","BBA_03511","Beaba1|3511",4
"678","BBA_03515","Beaba1|3515",2
"679","BBA_03516","Beaba1|3516",3
"680","BBA_03519","Beaba1|3519",1
"681","BBA_03521","Beaba1|3521",2
"682","BBA_03523","Beaba1|3523",3
"683","BBA_03527","Beaba1|3527",4
"684","BBA_03529","Beaba1|3529",4
"685","BBA_03530","Beaba1|3530",2
"686","BBA_03531","Beaba1|3531",1
"687","BBA_03534","Beaba1|3534",2
"688","BBA_03535","Beaba1|3535",2
"689","BBA_03541","Beaba1|3541",3
"690","BBA_03547","Beaba1|3547",1
"691","BBA_03551","Beaba1|3551",2
"692","BBA_03556","Beaba1|3556",2
"693","BBA_03558","Beaba1|3558",1
"694","BBA_03560","Beaba1|3560",1
"695","BBA_03563","Beaba1|3563",1
"696","BBA_03564","Beaba1|3564",1
"697","BBA_03568","Beaba1|3568",2
"698","BBA_03588","Beaba1|3588",3
"699","BBA_03592","Beaba1|3592",4
"700","BBA_03598","Beaba1|3598",1
"701","BBA_03617","Beaba1|3617",3
"702","BBA_03623","Beaba1|3623",2
"703","BBA_03626","Beaba1|3626",2
"704","BBA_03627","Beaba1|3627",2
"705","BBA_03654","Beaba1|3654",3
"706","BBA_03655","Beaba1|3655",2
"707","BBA_03660","Beaba1|3660",3
"708","BBA_03667","Beaba1|3667",3
"709","BBA_03670","Beaba1|3670",4
"710","BBA_03673","Beaba1|3673",1
"711","BBA_03674","Beaba1|3674",2
"712","BBA_03676","Beaba1|3676",2
"713","BBA_03691","Beaba1|3691",2
"714","BBA_03703","Beaba1|3703",1
"715","BBA_03721","Beaba1|3721",2
"716","BBA_03723","Beaba1|3723",2
"717","BBA_03730","Beaba1|3730",1
"718","BBA_03736","Beaba1|3736",2
"719","BBA_03738","Beaba1|3738",1
"720","BBA_03741","Beaba1|3741",1
"721","BBA_03748","Beaba1|3748",2
"722","BBA_03757","Beaba1|3757",2
"723","BBA_03762","Beaba1|3762",1
"724","BBA_03763","Beaba1|3763",1
"725","BBA_03764","Beaba1|3764",1
"726","BBA_03766","Beaba1|3766",1
"727","BBA_03778","Beaba1|3778",1
"728","BBA_03779","Beaba1|3779",3
"729","BBA_03781","Beaba1|3781",2
"730","BBA_03786","Beaba1|3786",1
"731","BBA_03792","Beaba1|3792",3
"732","BBA_03794","Beaba1|3794",1
"733","BBA_03798","Beaba1|3798",3
"734","BBA_03802","Beaba1|3802",2
"735","BBA_03807","Beaba1|3807",2
"736","BBA_03819","Beaba1|3819",1
"737","BBA_03841","Beaba1|3841",3
"738","BBA_03842","Beaba1|3842",2
"739","BBA_03845","Beaba1|3845",1
"740","BBA_03854","Beaba1|3854",1
"741","BBA_03856","Beaba1|3856",2
"742","BBA_03868","Beaba1|3868",1
"743","BBA_03880","Beaba1|3880",2
"744","BBA_03882","Beaba1|3882",1
"745","BBA_03888","Beaba1|3888",3
"746","BBA_03890","Beaba1|3890",3
"747","BBA_03899","Beaba1|3899",2
"748","BBA_03901","Beaba1|3901",4
"749","BBA_03902","Beaba1|3902",2
"750","BBA_03903","Beaba1|3903",3
"751","BBA_03904","Beaba1|3904",4
"752","BBA_03915","Beaba1|3915",2
"753","BBA_03918","Beaba1|3918",2
"754","BBA_03932","Beaba1|3932",1
"755","BBA_03934","Beaba1|3934",3
"756","BBA_03937","Beaba1|3937",3
"757","BBA_03941","Beaba1|3941",1
"758","BBA_03952","Beaba1|3952",1
"759","BBA_03964","Beaba1|3964",1
"760","BBA_03977","Beaba1|3977",4
"761","BBA_03985","Beaba1|3985",1
"762","BBA_03990","Beaba1|3990",2
"763","BBA_03991","Beaba1|3991",2
"764","BBA_04010","Beaba1|4010",1
"765","BBA_04019","Beaba1|4019",3
"766","BBA_04023","Beaba1|4023",1
"767","BBA_04042","Beaba1|4042",4
"768","BBA_04050","Beaba1|4050",3
"769","BBA_04052","Beaba1|4052",1
"770","BBA_04054","Beaba1|4054",4
"771","BBA_04065","Beaba1|4065",1
"772","BBA_04069","Beaba1|4069",3
"773","BBA_04070","Beaba1|4070",1
"774","BBA_04072","Beaba1|4072",1
"775","BBA_04075","Beaba1|4075",4
"776","BBA_04076","Beaba1|4076",3
"777","BBA_04077","Beaba1|4077",1
"778","BBA_04080","Beaba1|4080",2
"779","BBA_04083","Beaba1|4083",1
"780","BBA_04089","Beaba1|4089",3
"781","BBA_04091","Beaba1|4091",3
"782","BBA_04094","Beaba1|4094",4
"783","BBA_04100","Beaba1|4100",4
"784","BBA_04106","Beaba1|4106",3
"785","BBA_04107","Beaba1|4107",2
"786","BBA_04109","Beaba1|4109",4
"787","BBA_04112","Beaba1|4112",1
"788","BBA_04117","Beaba1|4117",1
"789","BBA_04123","Beaba1|4123",4
"790","BBA_04134","Beaba1|4134",1
"791","BBA_04138","Beaba1|4138",4
"792","BBA_04143","Beaba1|4143",2
"793","BBA_04146","Beaba1|4146",1
"794","BBA_04150","Beaba1|4150",1
"795","BBA_04153","Beaba1|4153",2
"796","BBA_04157","Beaba1|4157",3
"797","BBA_04162","Beaba1|4162",1
"798","BBA_04166","Beaba1|4166",4
"799","BBA_04186","Beaba1|4186",2
"800","BBA_04190","Beaba1|4190",2
"801","BBA_04191","Beaba1|4191",1
"802","BBA_04200","Beaba1|4200",2
"803","BBA_04204","Beaba1|4204",1
"804","BBA_04208","Beaba1|4208",4
"805","BBA_04214","Beaba1|4214",2
"806","BBA_04216","Beaba1|4216",1
"807","BBA_04217","Beaba1|4217",2
"808","BBA_04219","Beaba1|4219",2
"809","BBA_04230","Beaba1|4230",2
"810","BBA_04232","Beaba1|4232",1
"811","BBA_04240","Beaba1|4240",2
"812","BBA_04241","Beaba1|4241",2
"813","BBA_04247","Beaba1|4247",4
"814","BBA_04252","Beaba1|4252",3
"815","BBA_04253","Beaba1|4253",2
"816","BBA_04254","Beaba1|4254",1
"817","BBA_04259","Beaba1|4259",3
"818","BBA_04260","Beaba1|4260",1
"819","BBA_04271","Beaba1|4271",4
"820","BBA_04272","Beaba1|4272",4
"821","BBA_04279","Beaba1|4279",2
"822","BBA_04291","Beaba1|4291",1
"823","BBA_04309","Beaba1|4309",1
"824","BBA_04316","Beaba1|4316",3
"825","BBA_04319","Beaba1|4319",1
"826","BBA_04320","Beaba1|4320",3
"827","BBA_04321","Beaba1|4321",1
"828","BBA_04329","Beaba1|4329",1
"829","BBA_04330","Beaba1|4330",4
"830","BBA_04333","Beaba1|4333",2
"831","BBA_04334","Beaba1|4334",1
"832","BBA_04348","Beaba1|4348",1
"833","BBA_04357","Beaba1|4357",1
"834","BBA_04362","Beaba1|4362",1
"835","BBA_04363","Beaba1|4363",1
"836","BBA_04366","Beaba1|4366",2
"837","BBA_04367","Beaba1|4367",2
"838","BBA_04370","Beaba1|4370",1
"839","BBA_04373","Beaba1|4373",2
"840","BBA_04378","Beaba1|4378",2
"841","BBA_04379","Beaba1|4379",2
"842","BBA_04388","Beaba1|4388",1
"843","BBA_04396","Beaba1|4396",1
"844","BBA_04405","Beaba1|4405",1
"845","BBA_04410","Beaba1|4410",2
"846","BBA_04420","Beaba1|4420",3
"847","BBA_04430","Beaba1|4430",2
"848","BBA_04434","Beaba1|4434",3
"849","BBA_04443","Beaba1|4443",1
"850","BBA_04445","Beaba1|4445",2
"851","BBA_04447","Beaba1|4447",1
"852","BBA_04452","Beaba1|4452",4
"853","BBA_04457","Beaba1|4457",1
"854","BBA_04458","Beaba1|4458",1
"855","BBA_04462","Beaba1|4462",4
"856","BBA_04464","Beaba1|4464",1
"857","BBA_04470","Beaba1|4470",2
"858","BBA_04474","Beaba1|4474",1
"859","BBA_04475","Beaba1|4475",4
"860","BBA_04479","Beaba1|4479",1
"861","BBA_04487","Beaba1|4487",1
"862","BBA_04490","Beaba1|4490",4
"863","BBA_04496","Beaba1|4496",1
"864","BBA_04500","Beaba1|4500",3
"865","BBA_04501","Beaba1|4501",1
"866","BBA_04511","Beaba1|4511",1
"867","BBA_04517","Beaba1|4517",1
"868","BBA_04533","Beaba1|4533",1
"869","BBA_04537","Beaba1|4537",2
"870","BBA_04539","Beaba1|4539",4
"871","BBA_04544","Beaba1|4544",4
"872","BBA_04545","Beaba1|4545",3
"873","BBA_04549","Beaba1|4549",2
"874","BBA_04552","Beaba1|4552",1
"875","BBA_04567","Beaba1|4567",2
"876","BBA_04570","Beaba1|4570",1
"877","BBA_04571","Beaba1|4571",2
"878","BBA_04572","Beaba1|4572",2
"879","BBA_04573","Beaba1|4573",3
"880","BBA_04580","Beaba1|4580",1
"881","BBA_04581","Beaba1|4581",1
"882","BBA_04582","Beaba1|4582",1
"883","BBA_04583","Beaba1|4583",3
"884","BBA_04591","Beaba1|4591",3
"885","BBA_04596","Beaba1|4596",4
"886","BBA_04599","Beaba1|4599",4
"887","BBA_04602","Beaba1|4602",3
"888","BBA_04603","Beaba1|4603",2
"889","BBA_04604","Beaba1|4604",3
"890","BBA_04609","Beaba1|4609",2
"891","BBA_04616","Beaba1|4616",1
"892","BBA_04622","Beaba1|4622",2
"893","BBA_04628","Beaba1|4628",1
"894","BBA_04629","Beaba1|4629",1
"895","BBA_04632","Beaba1|4632",1
"896","BBA_04637","Beaba1|4637",4
"897","BBA_04638","Beaba1|4638",2
"898","BBA_04639","Beaba1|4639",1
"899","BBA_04641","Beaba1|4641",3
"900","BBA_04643","Beaba1|4643",1
"901","BBA_04658","Beaba1|4658",1
"902","BBA_04659","Beaba1|4659",1
"903","BBA_04660","Beaba1|4660",1
"904","BBA_04674","Beaba1|4674",1
"905","BBA_04680","Beaba1|4680",1
"906","BBA_04692","Beaba1|4692",1
"907","BBA_04698","Beaba1|4698",3
"908","BBA_04706","Beaba1|4706",2
"909","BBA_04707","Beaba1|4707",1
"910","BBA_04708","Beaba1|4708",4
"911","BBA_04713","Beaba1|4713",1
"912","BBA_04714","Beaba1|4714",2
"913","BBA_04717","Beaba1|4717",1
"914","BBA_04723","Beaba1|4723",4
"915","BBA_04738","Beaba1|4738",3
"916","BBA_04742","Beaba1|4742",2
"917","BBA_04745","Beaba1|4745",2
"918","BBA_04746","Beaba1|4746",2
"919","BBA_04754","Beaba1|4754",4
"920","BBA_04755","Beaba1|4755",4
"921","BBA_04771","Beaba1|4771",4
"922","BBA_04773","Beaba1|4773",1
"923","BBA_04785","Beaba1|4785",3
"924","BBA_04789","Beaba1|4789",4
"925","BBA_04790","Beaba1|4790",1
"926","BBA_04793","Beaba1|4793",3
"927","BBA_04795","Beaba1|4795",1
"928","BBA_04797","Beaba1|4797",4
"929","BBA_04799","Beaba1|4799",1
"930","BBA_04800","Beaba1|4800",4
"931","BBA_04803","Beaba1|4803",3
"932","BBA_04811","Beaba1|4811",2
"933","BBA_04812","Beaba1|4812",2
"934","BBA_04821","Beaba1|4821",1
"935","BBA_04822","Beaba1|4822",1
"936","BBA_04831","Beaba1|4831",1
"937","BBA_04832","Beaba1|4832",1
"938","BBA_04837","Beaba1|4837",1
"939","BBA_04838","Beaba1|4838",3
"940","BBA_04839","Beaba1|4839",1
"941","BBA_04840","Beaba1|4840",4
"942","BBA_04852","Beaba1|4852",1
"943","BBA_04853","Beaba1|4853",2
"944","BBA_04858","Beaba1|4858",4
"945","BBA_04859","Beaba1|4859",2
"946","BBA_04864","Beaba1|4864",2
"947","BBA_04869","Beaba1|4869",4
"948","BBA_04871","Beaba1|4871",1
"949","BBA_04875","Beaba1|4875",1
"950","BBA_04878","Beaba1|4878",1
"951","BBA_04879","Beaba1|4879",3
"952","BBA_04890","Beaba1|4890",4
"953","BBA_04894","Beaba1|4894",1
"954","BBA_04895","Beaba1|4895",3
"955","BBA_04898","Beaba1|4898",2
"956","BBA_04899","Beaba1|4899",2
"957","BBA_04903","Beaba1|4903",1
"958","BBA_04921","Beaba1|4921",2
"959","BBA_04922","Beaba1|4922",3
"960","BBA_04936","Beaba1|4936",2
"961","BBA_04937","Beaba1|4937",2
"962","BBA_04939","Beaba1|4939",2
"963","BBA_04951","Beaba1|4951",3
"964","BBA_04957","Beaba1|4957",1
"965","BBA_04958","Beaba1|4958",1
"966","BBA_04963","Beaba1|4963",1
"967","BBA_04969","Beaba1|4969",4
"968","BBA_04970","Beaba1|4970",3
"969","BBA_04973","Beaba1|4973",2
"970","BBA_04983","Beaba1|4983",1
"971","BBA_04987","Beaba1|4987",2
"972","BBA_04998","Beaba1|4998",2
"973","BBA_05000","Beaba1|5000",3
"974","BBA_05011","Beaba1|5011",3
"975","BBA_05014","Beaba1|5014",2
"976","BBA_05017","Beaba1|5017",1
"977","BBA_05020","Beaba1|5020",2
"978","BBA_05025","Beaba1|5025",4
"979","BBA_05031","Beaba1|5031",1
"980","BBA_05037","Beaba1|5037",4
"981","BBA_05038","Beaba1|5038",2
"982","BBA_05047","Beaba1|5047",3
"983","BBA_05049","Beaba1|5049",1
"984","BBA_05055","Beaba1|5055",2
"985","BBA_05062","Beaba1|5062",2
"986","BBA_05064","Beaba1|5064",4
"987","BBA_05081","Beaba1|5081",2
"988","BBA_05082","Beaba1|5082",2
"989","BBA_05105","Beaba1|5105",1
"990","BBA_05112","Beaba1|5112",1
"991","BBA_05117","Beaba1|5117",3
"992","BBA_05122","Beaba1|5122",2
"993","BBA_05123","Beaba1|5123",1
"994","BBA_05125","Beaba1|5125",2
"995","BBA_05133","Beaba1|5133",3
"996","BBA_05134","Beaba1|5134",2
"997","BBA_05136","Beaba1|5136",3
"998","BBA_05137","Beaba1|5137",3
"999","BBA_05140","Beaba1|5140",1
"1000","BBA_05148","Beaba1|5148",2
"1001","BBA_05149","Beaba1|5149",3
"1002","BBA_05154","Beaba1|5154",2
"1003","BBA_05159","Beaba1|5159",1
"1004","BBA_05161","Beaba1|5161",2
"1005","BBA_05162","Beaba1|5162",3
"1006","BBA_05163","Beaba1|5163",4
"1007","BBA_05166","Beaba1|5166",3
"1008","BBA_05171","Beaba1|5171",1
"1009","BBA_05173","Beaba1|5173",1
"1010","BBA_05174","Beaba1|5174",1
"1011","BBA_05175","Beaba1|5175",2
"1012","BBA_05177","Beaba1|5177",2
"1013","BBA_05178","Beaba1|5178",1
"1014","BBA_05179","Beaba1|5179",1
"1015","BBA_05180","Beaba1|5180",1
"1016","BBA_05185","Beaba1|5185",4
"1017","BBA_05189","Beaba1|5189",3
"1018","BBA_05193","Beaba1|5193",3
"1019","BBA_05194","Beaba1|5194",1
"1020","BBA_05198","Beaba1|5198",2
"1021","BBA_05207","Beaba1|5207",1
"1022","BBA_05210","Beaba1|5210",1
"1023","BBA_05212","Beaba1|5212",3
"1024","BBA_05215","Beaba1|5215",1
"1025","BBA_05217","Beaba1|5217",3
"1026","BBA_05218","Beaba1|5218",2
"1027","BBA_05221","Beaba1|5221",1
"1028","BBA_05226","Beaba1|5226",2
"1029","BBA_05232","Beaba1|5232",2
"1030","BBA_05236","Beaba1|5236",4
"1031","BBA_05244","Beaba1|5244",1
"1032","BBA_05251","Beaba1|5251",2
"1033","BBA_05253","Beaba1|5253",3
"1034","BBA_05261","Beaba1|5261",4
"1035","BBA_05264","Beaba1|5264",2
"1036","BBA_05270","Beaba1|5270",1
"1037","BBA_05279","Beaba1|5279",4
"1038","BBA_05285","Beaba1|5285",3
"1039","BBA_05297","Beaba1|5297",2
"1040","BBA_05298","Beaba1|5298",2
"1041","BBA_05303","Beaba1|5303",4
"1042","BBA_05304","Beaba1|5304",2
"1043","BBA_05316","Beaba1|5316",2
"1044","BBA_05317","Beaba1|5317",1
"1045","BBA_05325","Beaba1|5325",2
"1046","BBA_05326","Beaba1|5326",1
"1047","BBA_05329","Beaba1|5329",2
"1048","BBA_05335","Beaba1|5335",1
"1049","BBA_05343","Beaba1|5343",1
"1050","BBA_05348","Beaba1|5348",1
"1051","BBA_05352","Beaba1|5352",3
"1052","BBA_05354","Beaba1|5354",2
"1053","BBA_05357","Beaba1|5357",2
"1054","BBA_05367","Beaba1|5367",3
"1055","BBA_05368","Beaba1|5368",4
"1056","BBA_05370","Beaba1|5370",1
"1057","BBA_05379","Beaba1|5379",2
"1058","BBA_05381","Beaba1|5381",1
"1059","BBA_05385","Beaba1|5385",2
"1060","BBA_05387","Beaba1|5387",4
"1061","BBA_05421","Beaba1|5421",2
"1062","BBA_05436","Beaba1|5436",3
"1063","BBA_05444","Beaba1|5444",2
"1064","BBA_05447","Beaba1|5447",3
"1065","BBA_05454","Beaba1|5454",2
"1066","BBA_05459","Beaba1|5459",3
"1067","BBA_05460","Beaba1|5460",2
"1068","BBA_05482","Beaba1|5482",1
"1069","BBA_05486","Beaba1|5486",1
"1070","BBA_05489","Beaba1|5489",2
"1071","BBA_05494","Beaba1|5494",4
"1072","BBA_05501","Beaba1|5501",1
"1073","BBA_05504","Beaba1|5504",1
"1074","BBA_05510","Beaba1|5510",2
"1075","BBA_05522","Beaba1|5522",2
"1076","BBA_05528","Beaba1|5528",1
"1077","BBA_05532","Beaba1|5532",2
"1078","BBA_05536","Beaba1|5536",4
"1079","BBA_05543","Beaba1|5543",2
"1080","BBA_05545","Beaba1|5545",1
"1081","BBA_05546","Beaba1|5546",3
"1082","BBA_05548","Beaba1|5548",3
"1083","BBA_05550","Beaba1|5550",3
"1084","BBA_05554","Beaba1|5554",2
"1085","BBA_05555","Beaba1|5555",2
"1086","BBA_05559","Beaba1|5559",2
"1087","BBA_05569","Beaba1|5569",2
"1088","BBA_05572","Beaba1|5572",1
"1089","BBA_05574","Beaba1|5574",2
"1090","BBA_05578","Beaba1|5578",2
"1091","BBA_05580","Beaba1|5580",2
"1092","BBA_05583","Beaba1|5583",3
"1093","BBA_05619","Beaba1|5619",1
"1094","BBA_05620","Beaba1|5620",2
"1095","BBA_05626","Beaba1|5626",2
"1096","BBA_05628","Beaba1|5628",3
"1097","BBA_05631","Beaba1|5631",3
"1098","BBA_05633","Beaba1|5633",2
"1099","BBA_05635","Beaba1|5635",2
"1100","BBA_05637","Beaba1|5637",1
"1101","BBA_05645","Beaba1|5645",3
"1102","BBA_05646","Beaba1|5646",4
"1103","BBA_05655","Beaba1|5655",2
"1104","BBA_05656","Beaba1|5656",2
"1105","BBA_05662","Beaba1|5662",2
"1106","BBA_05664","Beaba1|5664",3
"1107","BBA_05666","Beaba1|5666",3
"1108","BBA_05672","Beaba1|5672",1
"1109","BBA_05673","Beaba1|5673",3
"1110","BBA_05676","Beaba1|5676",3
"1111","BBA_05681","Beaba1|5681",3
"1112","BBA_05687","Beaba1|5687",3
"1113","BBA_05690","Beaba1|5690",2
"1114","BBA_05696","Beaba1|5696",4
"1115","BBA_05713","Beaba1|5713",2
"1116","BBA_05722","Beaba1|5722",2
"1117","BBA_05724","Beaba1|5724",1
"1118","BBA_05725","Beaba1|5725",1
"1119","BBA_05726","Beaba1|5726",3
"1120","BBA_05736","Beaba1|5736",4
"1121","BBA_05742","Beaba1|5742",3
"1122","BBA_05753","Beaba1|5753",4
"1123","BBA_05768","Beaba1|5768",3
"1124","BBA_05771","Beaba1|5771",2
"1125","BBA_05772","Beaba1|5772",2
"1126","BBA_05777","Beaba1|5777",1
"1127","BBA_05780","Beaba1|5780",1
"1128","BBA_05782","Beaba1|5782",3
"1129","BBA_05784","Beaba1|5784",2
"1130","BBA_05785","Beaba1|5785",1
"1131","BBA_05791","Beaba1|5791",3
"1132","BBA_05794","Beaba1|5794",2
"1133","BBA_05795","Beaba1|5795",2
"1134","BBA_05801","Beaba1|5801",2
"1135","BBA_05807","Beaba1|5807",1
"1136","BBA_05811","Beaba1|5811",1
"1137","BBA_05814","Beaba1|5814",1
"1138","BBA_05817","Beaba1|5817",2
"1139","BBA_05818","Beaba1|5818",2
"1140","BBA_05819","Beaba1|5819",2
"1141","BBA_05834","Beaba1|5834",1
"1142","BBA_05836","Beaba1|5836",2
"1143","BBA_05837","Beaba1|5837",3
"1144","BBA_05843","Beaba1|5843",2
"1145","BBA_05849","Beaba1|5849",2
"1146","BBA_05851","Beaba1|5851",3
"1147","BBA_05853","Beaba1|5853",1
"1148","BBA_05856","Beaba1|5856",2
"1149","BBA_05864","Beaba1|5864",3
"1150","BBA_05866","Beaba1|5866",4
"1151","BBA_05872","Beaba1|5872",1
"1152","BBA_05878","Beaba1|5878",3
"1153","BBA_05879","Beaba1|5879",1
"1154","BBA_05883","Beaba1|5883",1
"1155","BBA_05884","Beaba1|5884",1
"1156","BBA_05885","Beaba1|5885",1
"1157","BBA_05898","Beaba1|5898",1
"1158","BBA_05899","Beaba1|5899",3
"1159","BBA_05900","Beaba1|5900",3
"1160","BBA_05916","Beaba1|5916",1
"1161","BBA_05921","Beaba1|5921",2
"1162","BBA_05923","Beaba1|5923",1
"1163","BBA_05924","Beaba1|5924",3
"1164","BBA_05926","Beaba1|5926",2
"1165","BBA_05930","Beaba1|5930",2
"1166","BBA_05948","Beaba1|5948",1
"1167","BBA_05950","Beaba1|5950",1
"1168","BBA_05959","Beaba1|5959",1
"1169","BBA_05962","Beaba1|5962",1
"1170","BBA_05978","Beaba1|5978",3
"1171","BBA_05991","Beaba1|5991",1
"1172","BBA_05993","Beaba1|5993",1
"1173","BBA_05994","Beaba1|5994",1
"1174","BBA_05996","Beaba1|5996",2
"1175","BBA_05998","Beaba1|5998",2
"1176","BBA_06003","Beaba1|6003",4
"1177","BBA_06010","Beaba1|6010",3
"1178","BBA_06011","Beaba1|6011",1
"1179","BBA_06014","Beaba1|6014",1
"1180","BBA_06015","Beaba1|6015",2
"1181","BBA_06017","Beaba1|6017",1
"1182","BBA_06019","Beaba1|6019",4
"1183","BBA_06027","Beaba1|6027",1
"1184","BBA_06031","Beaba1|6031",1
"1185","BBA_06036","Beaba1|6036",3
"1186","BBA_06046","Beaba1|6046",3
"1187","BBA_06054","Beaba1|6054",3
"1188","BBA_06056","Beaba1|6056",1
"1189","BBA_06059","Beaba1|6059",3
"1190","BBA_06066","Beaba1|6066",1
"1191","BBA_06071","Beaba1|6071",1
"1192","BBA_06074","Beaba1|6074",1
"1193","BBA_06078","Beaba1|6078",1
"1194","BBA_06080","Beaba1|6080",2
"1195","BBA_06083","Beaba1|6083",1
"1196","BBA_06089","Beaba1|6089",3
"1197","BBA_06092","Beaba1|6092",1
"1198","BBA_06097","Beaba1|6097",2
"1199","BBA_06123","Beaba1|6123",1
"1200","BBA_06127","Beaba1|6127",1
"1201","BBA_06129","Beaba1|6129",2
"1202","BBA_06141","Beaba1|6141",1
"1203","BBA_06142","Beaba1|6142",2
"1204","BBA_06148","Beaba1|6148",3
"1205","BBA_06151","Beaba1|6151",1
"1206","BBA_06155","Beaba1|6155",4
"1207","BBA_06159","Beaba1|6159",1
"1208","BBA_06160","Beaba1|6160",1
"1209","BBA_06164","Beaba1|6164",1
"1210","BBA_06171","Beaba1|6171",1
"1211","BBA_06173","Beaba1|6173",4
"1212","BBA_06175","Beaba1|6175",3
"1213","BBA_06184","Beaba1|6184",2
"1214","BBA_06187","Beaba1|6187",1
"1215","BBA_06190","Beaba1|6190",1
"1216","BBA_06191","Beaba1|6191",2
"1217","BBA_06196","Beaba1|6196",1
"1218","BBA_06221","Beaba1|6221",1
"1219","BBA_06222","Beaba1|6222",1
"1220","BBA_06227","Beaba1|6227",1
"1221","BBA_06229","Beaba1|6229",2
"1222","BBA_06237","Beaba1|6237",3
"1223","BBA_06238","Beaba1|6238",2
"1224","BBA_06239","Beaba1|6239",4
"1225","BBA_06241","Beaba1|6241",1
"1226","BBA_06246","Beaba1|6246",1
"1227","BBA_06247","Beaba1|6247",1
"1228","BBA_06248","Beaba1|6248",2
"1229","BBA_06258","Beaba1|6258",1
"1230","BBA_06260","Beaba1|6260",1
"1231","BBA_06262","Beaba1|6262",2
"1232","BBA_06269","Beaba1|6269",2
"1233","BBA_06273","Beaba1|6273",1
"1234","BBA_06274","Beaba1|6274",1
"1235","BBA_06276","Beaba1|6276",2
"1236","BBA_06277","Beaba1|6277",2
"1237","BBA_06278","Beaba1|6278",3
"1238","BBA_06281","Beaba1|6281",2
"1239","BBA_06282","Beaba1|6282",2
"1240","BBA_06283","Beaba1|6283",3
"1241","BBA_06293","Beaba1|6293",4
"1242","BBA_06301","Beaba1|6301",1
"1243","BBA_06303","Beaba1|6303",4
"1244","BBA_06304","Beaba1|6304",4
"1245","BBA_06305","Beaba1|6305",2
"1246","BBA_06308","Beaba1|6308",1
"1247","BBA_06309","Beaba1|6309",3
"1248","BBA_06318","Beaba1|6318",2
"1249","BBA_06333","Beaba1|6333",2
"1250","BBA_06340","Beaba1|6340",1
"1251","BBA_06346","Beaba1|6346",1
"1252","BBA_06354","Beaba1|6354",2
"1253","BBA_06356","Beaba1|6356",4
"1254","BBA_06373","Beaba1|6373",1
"1255","BBA_06377","Beaba1|6377",1
"1256","BBA_06378","Beaba1|6378",1
"1257","BBA_06380","Beaba1|6380",1
"1258","BBA_06381","Beaba1|6381",3
"1259","BBA_06386","Beaba1|6386",1
"1260","BBA_06387","Beaba1|6387",4
"1261","BBA_06389","Beaba1|6389",3
"1262","BBA_06397","Beaba1|6397",3
"1263","BBA_06419","Beaba1|6419",2
"1264","BBA_06420","Beaba1|6420",2
"1265","BBA_06424","Beaba1|6424",1
"1266","BBA_06450","Beaba1|6450",3
"1267","BBA_06451","Beaba1|6451",1
"1268","BBA_06457","Beaba1|6457",1
"1269","BBA_06459","Beaba1|6459",2
"1270","BBA_06462","Beaba1|6462",1
"1271","BBA_06471","Beaba1|6471",2
"1272","BBA_06479","Beaba1|6479",2
"1273","BBA_06480","Beaba1|6480",1
"1274","BBA_06486","Beaba1|6486",1
"1275","BBA_06496","Beaba1|6496",2
"1276","BBA_06497","Beaba1|6497",3
"1277","BBA_06501","Beaba1|6501",4
"1278","BBA_06503","Beaba1|6503",4
"1279","BBA_06505","Beaba1|6505",1
"1280","BBA_06509","Beaba1|6509",2
"1281","BBA_06510","Beaba1|6510",2
"1282","BBA_06512","Beaba1|6512",2
"1283","BBA_06516","Beaba1|6516",2
"1284","BBA_06517","Beaba1|6517",3
"1285","BBA_06520","Beaba1|6520",1
"1286","BBA_06525","Beaba1|6525",2
"1287","BBA_06529","Beaba1|6529",3
"1288","BBA_06530","Beaba1|6530",3
"1289","BBA_06538","Beaba1|6538",4
"1290","BBA_06547","Beaba1|6547",1
"1291","BBA_06553","Beaba1|6553",1
"1292","BBA_06560","Beaba1|6560",1
"1293","BBA_06561","Beaba1|6561",1
"1294","BBA_06567","Beaba1|6567",1
"1295","BBA_06571","Beaba1|6571",1
"1296","BBA_06572","Beaba1|6572",3
"1297","BBA_06575","Beaba1|6575",1
"1298","BBA_06584","Beaba1|6584",2
"1299","BBA_06586","Beaba1|6586",2
"1300","BBA_06597","Beaba1|6597",1
"1301","BBA_06607","Beaba1|6607",4
"1302","BBA_06609","Beaba1|6609",1
"1303","BBA_06621","Beaba1|6621",1
"1304","BBA_06628","Beaba1|6628",1
"1305","BBA_06629","Beaba1|6629",3
"1306","BBA_06630","Beaba1|6630",4
"1307","BBA_06640","Beaba1|6640",2
"1308","BBA_06647","Beaba1|6647",1
"1309","BBA_06649","Beaba1|6649",1
"1310","BBA_06650","Beaba1|6650",1
"1311","BBA_06652","Beaba1|6652",1
"1312","BBA_06659","Beaba1|6659",1
"1313","BBA_06662","Beaba1|6662",3
"1314","BBA_06664","Beaba1|6664",1
"1315","BBA_06666","Beaba1|6666",1
"1316","BBA_06667","Beaba1|6667",1
"1317","BBA_06675","Beaba1|6675",3
"1318","BBA_06683","Beaba1|6683",2
"1319","BBA_06687","Beaba1|6687",1
"1320","BBA_06688","Beaba1|6688",2
"1321","BBA_06689","Beaba1|6689",1
