124 common elements in DEG TMHMM and 24h rhythmic,55 common elements in DEG signalP and 24h rhytmic,127 common elements in DEGS and Modele A7,174 common elements in DEGS and Modele A1
Ophcf2|03434,,Ophcf2|04402,Ophcf2|02714
Ophcf2|03443,,Ophcf2|04492,Ophcf2|02774
Ophcf2|03455,,Ophcf2|04547,Ophcf2|02779
Ophcf2|03548,,Ophcf2|04644,Ophcf2|02790
Ophcf2|03595,,Ophcf2|04651,Ophcf2|02791
Ophcf2|03736,,Ophcf2|04704,Ophcf2|02811
Ophcf2|03744,,Ophcf2|04812,Ophcf2|02815
Ophcf2|03757,,Ophcf2|04828,Ophcf2|02868
Ophcf2|03763,,Ophcf2|04856,Ophcf2|02918
Ophcf2|03845,,Ophcf2|04857,Ophcf2|02936
Ophcf2|03959,,Ophcf2|04892,Ophcf2|02964
Ophcf2|04020,,Ophcf2|04948,Ophcf2|02977
Ophcf2|04145,,Ophcf2|05043,Ophcf2|02987
Ophcf2|04333,,Ophcf2|05044,Ophcf2|03013
Ophcf2|04334,,Ophcf2|05211,Ophcf2|03050
Ophcf2|04464,,Ophcf2|05274,Ophcf2|03051
Ophcf2|04488,,Ophcf2|05280,Ophcf2|03180
Ophcf2|04541,,Ophcf2|05420,Ophcf2|03226
Ophcf2|04603,,Ophcf2|05470,Ophcf2|03342
Ophcf2|04642,,Ophcf2|05505,Ophcf2|03385
Ophcf2|04853,,Ophcf2|05587,Ophcf2|03390
Ophcf2|04865,,Ophcf2|05601,Ophcf2|03443
Ophcf2|04914,,Ophcf2|05611,Ophcf2|03520
Ophcf2|04931,,Ophcf2|05661,Ophcf2|03595
Ophcf2|05011,,Ophcf2|05669,Ophcf2|03697
Ophcf2|05021,,Ophcf2|05674,Ophcf2|03709
Ophcf2|05062,,Ophcf2|05693,Ophcf2|03720
Ophcf2|05160,,Ophcf2|05716,Ophcf2|03740
Ophcf2|05197,,Ophcf2|05763,Ophcf2|03758
Ophcf2|05337,,Ophcf2|05830,Ophcf2|03768
Ophcf2|05344,,Ophcf2|06075,Ophcf2|03769
Ophcf2|05375,,Ophcf2|06123,Ophcf2|03771
Ophcf2|05425,,Ophcf2|06129,Ophcf2|03849
Ophcf2|05511,,Ophcf2|06274,Ophcf2|03888
Ophcf2|05513,,Ophcf2|06275,Ophcf2|03891
Ophcf2|05595,,Ophcf2|06376,Ophcf2|03919
Ophcf2|05652,,Ophcf2|06468,Ophcf2|04064
Ophcf2|05661,,Ophcf2|06485,Ophcf2|04078
Ophcf2|05677,,Ophcf2|06487,Ophcf2|04145
Ophcf2|05678,,Ophcf2|06488,Ophcf2|04149
Ophcf2|05796,,Ophcf2|06533,Ophcf2|04348
Ophcf2|05901,,Ophcf2|06557,Ophcf2|04383
Ophcf2|05918,,Ophcf2|06588,Ophcf2|04384
Ophcf2|06050,,Ophcf2|06590,Ophcf2|04463
Ophcf2|06054,,Ophcf2|06652,Ophcf2|04475
Ophcf2|06352,,Ophcf2|06721,Ophcf2|04514
Ophcf2|06418,,Ophcf2|06770,Ophcf2|04568
Ophcf2|06438,,Ophcf2|06778,Ophcf2|04751
Ophcf2|06444,,Ophcf2|06803,Ophcf2|04754
Ophcf2|06511,,Ophcf2|06879,Ophcf2|04788
Ophcf2|06555,,Ophcf2|07129,Ophcf2|04871
Ophcf2|06814,,Ophcf2|07137,Ophcf2|04880
Ophcf2|07005,,Ophcf2|07143,Ophcf2|04887
Ophcf2|07067,,Ophcf2|07255,Ophcf2|04934
Ophcf2|07083,,Ophcf2|07264,Ophcf2|04943
Ophcf2|07114,,Ophcf2|07273,Ophcf2|04959
Ophcf2|07284,,Ophcf2|07285,Ophcf2|04960
Ophcf2|07384,,Ophcf2|07287,Ophcf2|05011
,,Ophcf2|07294,Ophcf2|05061
,,Ophcf2|07299,Ophcf2|05146
,,Ophcf2|07378,Ophcf2|05197
,,,Ophcf2|05267
,,,Ophcf2|05319
,,,Ophcf2|05404
,,,Ophcf2|05425
,,,Ophcf2|05445
,,,Ophcf2|05480
,,,Ophcf2|05498
,,,Ophcf2|05564
,,,Ophcf2|05677
,,,Ophcf2|05678
,,,Ophcf2|05714
,,,Ophcf2|05789
,,,Ophcf2|05797
,,,Ophcf2|05816
,,,Ophcf2|05900
,,,Ophcf2|05939
,,,Ophcf2|05954
,,,Ophcf2|05955
,,,Ophcf2|05978
,,,Ophcf2|06050
,,,Ophcf2|06103
,,,Ophcf2|06117
,,,Ophcf2|06208
,,,Ophcf2|06257
,,,Ophcf2|06345
,,,Ophcf2|06386
,,,Ophcf2|06511
,,,Ophcf2|06586
,,,Ophcf2|06622
,,,Ophcf2|06623
,,,Ophcf2|06657
,,,Ophcf2|06835
,,,Ophcf2|06925
,,,Ophcf2|06953
,,,Ophcf2|06997
,,,Ophcf2|07012
,,,Ophcf2|07013
,,,Ophcf2|07083
,,,Ophcf2|07089
,,,Ophcf2|07096
,,,Ophcf2|07217
,,,Ophcf2|07260
,,,Ophcf2|07284
,,,Ophcf2|07324
,,,Ophcf2|07359
,,,Ophcf2|07384
,,,Ophcf2|07388
