GO	adj_pVal
GO:0005488	1.9707245393963367e-7
GO:0043167	5.022310088401234e-7
GO:0004672	1.5332267155670731e-6
GO:0016773	3.938631786341126e-6
GO:0050794	4.750789907018117e-6
GO:0051020	4.971661775562312e-6
GO:0016301	5.272817369166207e-6
GO:0050789	5.272817369166207e-6
GO:0065007	5.454695574161217e-6
GO:0008536	5.454695574161217e-6
GO:0035556	1.5127838505696555e-5
GO:0007165	1.5127838505696555e-5
GO:0016772	1.8515516217294705e-5
GO:0006468	2.0481681931040393e-5
GO:0017016	2.0481681931040393e-5
GO:0031267	2.0481681931040393e-5
GO:0043169	3.214399483940571e-5
GO:0019899	4.534440851034686e-5
GO:0046872	5.043501682598966e-5
GO:0016310	6.636197199970414e-5
GO:0003674	6.71250131257735e-5
GO:0005634	9.65200515408549e-5
GO:0005515	1.5225209147919758e-4
GO:0006793	0.00024423919875357284
GO:0006796	0.00024423919875357284
GO:0097159	0.00024423919875357284
GO:1901363	0.00024423919875357284
GO:0046914	2.6900721469362126e-4
GO:0008144	3.2470277503114404e-4
GO:0140096	3.373668862125983e-4
GO:0003700	4.498539074177906e-4
GO:0005524	4.5738392764888415e-4
GO:0043227	4.5738392764888415e-4
GO:0043231	4.5738392764888415e-4
GO:0043168	4.5738392764888415e-4
GO:0032559	5.633334591355453e-4
GO:0030554	5.811382493310536e-4
GO:0006355	7.922487308663028e-4
GO:0051252	7.922487308663028e-4
GO:1903506	7.922487308663028e-4
GO:2001141	7.922487308663028e-4
GO:0019219	8.971889560627881e-4
GO:0140110	8.971889560627881e-4
GO:0009889	9.395315660678716e-4
GO:0010556	9.395315660678716e-4
GO:0031326	9.395315660678716e-4
GO:2000112	9.395315660678716e-4
GO:0031323	9.881798348260948e-4
GO:0051171	0.0010056603629136002
GO:0080090	0.0010056603629136002
GO:0010468	0.0010056603629136002
GO:0035639	0.0010508714213487535
GO:0019222	0.0012536917570487285
GO:0060255	0.0012536917570487285
GO:0032555	0.00126004699783127
GO:0008270	0.00126004699783127
GO:0017076	0.001280521547572494
GO:0003677	0.0013879219940170502
GO:0000155	0.001437780788915214
GO:0004673	0.001437780788915214
GO:0016775	0.001437780788915214
GO:0140299	0.001437780788915214
GO:0097367	0.0016034875214192895
GO:0006464	0.0016690179002940455
GO:0036211	0.0016690179002940455
GO:0032553	0.0018901464278863129
GO:0000160	0.0018901464278863129
GO:0036094	0.0023859654760719474
GO:0000166	0.0030221106623601977
GO:1901265	0.0030221106623601977
GO:0000981	0.0030801481043646623
GO:0008150	0.0040800721716408375
GO:0006351	0.005069422358558702
GO:0097659	0.005069422358558702
GO:1902531	0.005614155561654079
GO:0043412	0.006793297646125792
GO:0071702	0.009246989458926876
GO:0005085	0.010665968894918084
GO:0009116	0.010665968894918084
GO:0009966	0.010665968894918084
GO:0010646	0.010665968894918084
GO:0023051	0.010665968894918084
GO:0048583	0.010665968894918084
GO:1901657	0.010665968894918084
GO:0046907	0.010665968894918084
GO:0003824	0.010665968894918084
GO:0051649	0.01178358310439226
GO:0071705	0.013087555787225407
GO:0006886	0.014532056930129
GO:0046873	0.014532056930129
GO:0051641	0.015173751897722593
GO:0006811	0.015173751897722593
GO:0018130	0.015607840685028136
GO:0032774	0.01574721926926111
GO:0034654	0.01576059270129616
GO:0022804	0.01670602171963417
GO:0044281	0.016762725388039464
GO:0016787	0.017772969608134147
GO:0019438	0.02032460020732907
GO:0005507	0.021196543057235794
GO:0009072	0.021196543057235794
GO:0016740	0.02422498357976275
GO:0003676	0.02422498357976275
GO:0015031	0.02422498357976275
GO:0015399	0.02422498357976275
GO:0015405	0.02422498357976275
GO:0015833	0.02422498357976275
GO:0042626	0.02422498357976275
GO:0042886	0.02422498357976275
GO:0043492	0.02422498357976275
GO:0009987	0.025041319211960164
GO:0006810	0.02549320511545584
GO:0051234	0.025853024996301655
GO:0045184	0.02598263860142872
GO:0006812	0.027137007940525572
GO:1901564	0.027536517921069318
GO:1901362	0.028002206797097515
GO:0000287	0.02848129300288365
GO:0016831	0.02848129300288365
GO:0030001	0.02974812452859863
GO:0043226	0.02989037398114191
GO:0043229	0.02989037398114191
GO:0051179	0.03075902592380535
GO:0016830	0.03158484078260805
GO:0008104	0.03158484078260805
GO:0033036	0.03158484078260805
GO:0044260	0.03214201309292172
GO:0005543	0.03214201309292172
GO:0008289	0.03214201309292172
GO:0015318	0.035745317092764184
GO:0016829	0.0384659143611103
GO:0015075	0.03863277887618665
GO:0071704	0.0425430222293735
GO:0019752	0.043974122919645864
GO:0042623	0.044434212900153876
GO:0008324	0.045809358554366575
GO:0044238	0.04589071696076104
GO:0044237	0.04722220535389502
GO:0055086	0.047281571720338235
GO:0006807	0.047625131473728564
GO:0043436	0.048207867134921395
GO:0098772	0.04994923636563339
GO:0006082	0.04994923636563339
