GO	adj_pVal
GO:0016798	0.0030810848600502324
GO:0004553	0.003928056652882213
GO:0050794	0.013881525000668532
GO:0006355	0.013881525000668532
GO:0051252	0.013881525000668532
GO:1903506	0.013881525000668532
GO:2001141	0.013881525000668532
GO:0019219	0.013881525000668532
GO:0050789	0.013881525000668532
GO:0009889	0.013881525000668532
GO:0010556	0.013881525000668532
GO:0031326	0.013881525000668532
GO:2000112	0.013881525000668532
GO:0010468	0.014891172634591032
GO:0065007	0.016431556697735872
GO:0031323	0.019899872053476517
GO:0051171	0.019899872053476517
GO:0080090	0.019899872053476517
GO:0008270	0.020470611255569003
GO:0019222	0.021907412733388098
GO:0060255	0.021907412733388098
GO:0003700	0.02259231719145989
GO:0032774	0.031147935499421377
GO:0006351	0.03475218045871826
GO:0097659	0.03475218045871826
GO:0140110	0.03540483139038967
GO:0046914	0.03540483139038967
GO:0000981	0.03540483139038967
GO:0055085	0.04217562095605386
GO:0035556	0.04217562095605386
GO:0005975	0.04217562095605386
