GO	adj_pVal
GO:0055086	0.020809087014149782
GO:0006753	0.03360361081965189
GO:0044281	0.03360361081965189
GO:0009058	0.03360361081965189
GO:0015077	0.03360361081965189
GO:0044271	0.03360361081965189
GO:0044249	0.03360361081965189
GO:0005198	0.03360361081965189
GO:0009117	0.03360361081965189
GO:0044237	0.03360361081965189
GO:0003735	0.03360361081965189
GO:0009165	0.03360361081965189
GO:1901293	0.03360361081965189
GO:1901576	0.03360361081965189
GO:0019637	0.03360361081965189
GO:0022890	0.03360361081965189
GO:0016740	0.03360361081965189
GO:0044444	0.03360361081965189
GO:1901566	0.03360361081965189
GO:1901135	0.03360361081965189
GO:1990904	0.03360361081965189
GO:0015318	0.03468878166193558
GO:0016746	0.035885550367320565
GO:0090407	0.039267952995401305
GO:0006412	0.042685897614453024
GO:0017144	0.04493589066607819
GO:0043043	0.04493589066607819
GO:0015078	0.04493589066607819
GO:0009987	0.04493589066607819
GO:1901564	0.04818189350197929
